WP_003022746.1	MULTISPECIES: 50S ribosomal protein L36 [Clostridiales] 
WP_022046888.1	beta-hydroxyacyl-ACP dehydratase [Roseburia faecis] 
WP_022046891.1	MarR family transcriptional regulator [Roseburia faecis] 
WP_022046901.1	transcriptional regulator [Roseburia faecis] 
WP_022046902.1	heat-shock protein C2 [Roseburia faecis] 
WP_022046904.1	MULTISPECIES: MarR family transcriptional regulator [Lachnospiraceae] 
WP_022046912.1	DNA-binding response regulator [Roseburia faecis] 
WP_022046914.1	hypothetical protein [Roseburia faecis] 
WP_022046919.1	lactoylglutathione lyase and related lyase [Roseburia faecis] 
WP_022046920.1	threonine dehydrogenase and related Zn-dependent dehydrogenase [Roseburia faecis] 
WP_022046921.1	hypothetical protein [Roseburia faecis] 
WP_022046923.1	polar amino acid ABC transporter permease [Roseburia faecis] 
WP_022046927.1	ATP synthase F1 subunit epsilon [Roseburia faecis] 
WP_022046928.1	ATP synthase subunit beta [Roseburia faecis] 
WP_022046934.1	hypothetical protein [Roseburia faecis] 
WP_022046935.1	hypothetical protein [Roseburia faecis] 
WP_022046936.1	iron-sulfur cluster scaffold-like protein [Roseburia faecis] 
WP_022046949.1	feoA domain protein [Roseburia faecis] 
WP_022046950.1	protein probably involved in Fe2+ transport [Roseburia faecis] 
WP_022046953.1	LysR family transcriptional regulator [Roseburia faecis] 
WP_022046954.1	phosphomethylpyrimidine synthase [Roseburia faecis] 
WP_022046963.1	short-chain dehydrogenase of various substrate specificities [Roseburia faecis] 
WP_022046971.1	hypothetical protein [Roseburia faecis] 
WP_022046972.1	hypothetical protein [Roseburia faecis] 
WP_022046973.1	molecular chaperone HtpG [Roseburia faecis] 
WP_022046976.1	hypothetical protein [Roseburia faecis] 
WP_022046977.1	septum formation inhibitor Maf [Roseburia faecis] 
WP_022046981.1	hypothetical protein [Roseburia faecis] 
WP_022046984.1	[FeFe] hydrogenase H-cluster radical SAM maturase HydE [Roseburia faecis] 
WP_022046990.1	tRNA pseudouridine synthase A [Roseburia faecis] 
WP_022046997.1	hD domain protein [Roseburia faecis] 
WP_022046998.1	methionine aminopeptidase [Roseburia faecis] 
WP_022047002.1	peptidoglycan-binding protein LysM [Roseburia faecis] 
WP_022047003.1	hypothetical protein [Roseburia faecis] 
WP_022047005.1	1-acyl-sn-glycerol-3-phosphate acyltransferase [Roseburia faecis] 
WP_022047006.1	methyl-accepting chemotaxis sensory transducer [Roseburia faecis] 
WP_022047007.1	alpha amylase catalytic region [Roseburia faecis] 
WP_022047008.1	carbohydrate ABC transporter permease [Roseburia faecis] 
WP_022047010.1	sugar-binding protein [Roseburia faecis] 
WP_022047011.1	4-alpha-glucanotransferase [Roseburia faecis] 
WP_022047027.1	DUF378 domain-containing protein [Roseburia faecis] 
WP_022047028.1	hypothetical protein [Roseburia faecis] 
WP_022047030.1	methylglyoxal synthase [Roseburia faecis] 
WP_022047032.1	septum formation topological specificity factor MinE [Roseburia faecis] 
WP_022047039.1	cys/Met metabolism pyridoxal-phosphate-dependent enzyme [Roseburia faecis] 
WP_022047044.1	hypothetical protein [Roseburia faecis] 
WP_022047045.1	hypothetical protein [Roseburia faecis] 
WP_022047048.1	16S rRNA maturation RNase YbeY [Roseburia faecis] 
WP_022047052.1	sporulation protein YqfC [Roseburia faecis] 
WP_022047055.1	xanthine phosphoribosyltransferase [Roseburia faecis] 
WP_022047060.1	peptidase S14 [Roseburia faecis] 
WP_022047061.1	starch synthase [Roseburia faecis] 
WP_022047064.1	growth inhibitor [Roseburia faecis] 
WP_022047071.1	2-isopropylmalate synthase [Roseburia faecis] 
WP_022047074.1	hypothetical protein [Roseburia faecis] 
WP_022047081.1	hypothetical protein [Roseburia faecis] 
WP_022047085.1	phenylalanine--tRNA ligase subunit alpha [Roseburia faecis] 
WP_022047087.1	hypothetical protein [Roseburia faecis] 
WP_022047088.1	chemotaxis protein CheY [Roseburia faecis] 
WP_022047091.1	amine acid ABC transporter permease 3-TM region His/Glu/Gln/Arg/opine family [Roseburia faecis] 
WP_022047095.1	3-isopropylmalate dehydratase small subunit [Roseburia faecis] 
WP_022047097.1	LysR family transcriptional regulator [Roseburia faecis] 
WP_022047102.1	hypothetical protein [Roseburia faecis] 
WP_022047104.1	thymidylate synthase [Roseburia faecis] 
WP_022047106.1	sNARE-like domain protein [Roseburia faecis] 
WP_022047107.1	hypothetical protein [Roseburia faecis] 
WP_022047109.1	hypothetical protein [Roseburia faecis] 
WP_022047111.1	arginine biosynthesis bifunctional protein ArgJ [Roseburia faecis] 
WP_022047117.1	DNA repair exonuclease [Roseburia faecis] 
WP_022047120.1	aspartyl/glutamyl-tRNA amidotransferase subunit A [Roseburia faecis] 
WP_022047121.1	asparaginyl/glutamyl-tRNA amidotransferase subunit C [Roseburia faecis] 
WP_022047122.1	aspartate--tRNA ligase [Roseburia faecis] 
WP_022047123.1	haloacid dehalogenase [Roseburia faecis] 
WP_022047124.1	hypothetical protein [Roseburia faecis] 
WP_022047127.1	abi-like protein [Roseburia faecis] 
WP_022084857.1	sugar (Glycoside-Pentoside-Hexuronide) transporter [Roseburia faecis] 
WP_022085849.1	phosphoglucosamine mutase [Roseburia faecis] 
WP_022461061.1	hypothetical protein [Roseburia faecis] 
WP_040015697.1	MULTISPECIES: relaxasome subunit MobC [Lachnospiraceae] 
WP_041254362.1	hypothetical protein [Roseburia faecis] 
WP_044926981.1	MULTISPECIES: bacitracin ABC transporter ATP-binding protein [Roseburia] 
WP_044930371.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_049887988.1	MULTISPECIES: transposase [Roseburia] 
WP_055040042.1	MULTISPECIES: plasmid stabilization protein [Roseburia] 
WP_055040428.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_055040720.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_055060381.1	conjugal transfer protein [Roseburia faecis] 
WP_055060386.1	hypothetical protein [Roseburia faecis] 
WP_055060387.1	conjugal transfer protein [Roseburia faecis] 
WP_055060389.1	antirestriction protein [Roseburia faecis] 
WP_055061100.1	carboxypeptidase [Roseburia faecis] 
WP_055066714.1	hypothetical protein [Roseburia faecis] 
WP_055066715.1	hypothetical protein [Roseburia faecis] 
WP_055066716.1	hypothetical protein [Roseburia faecis] 
WP_055066717.1	metal-binding protein [Roseburia faecis] 
WP_055066718.1	1-deoxy-D-xylulose-5-phosphate synthase [Roseburia faecis] 
WP_055066719.1	hypothetical protein [Roseburia faecis] 
WP_055066720.1	hypothetical protein [Roseburia faecis] 
WP_055066721.1	peptidase T [Roseburia faecis] 
WP_055066722.1	AAA family ATPase [Roseburia faecis] 
WP_055066723.1	hypothetical protein [Roseburia faecis] 
WP_055066724.1	hypothetical protein [Roseburia faecis] 
WP_055066725.1	tRNA (guanosine(46)-N7)-methyltransferase TrmB [Roseburia faecis] 
WP_055066726.1	hypothetical protein [Roseburia faecis] 
WP_055066727.1	septum site-determining protein MinD [Roseburia faecis] 
WP_055066728.1	DNA methyltransferase [Roseburia faecis] 
WP_055066729.1	hypothetical protein [Roseburia faecis] 
WP_055066730.1	hypothetical protein [Roseburia faecis] 
WP_055066731.1	hypothetical protein [Roseburia faecis] 
WP_055066732.1	hypothetical protein [Roseburia faecis] 
WP_055066733.1	guanylate kinase [Roseburia faecis] 
WP_055066734.1	hypothetical protein [Roseburia faecis] 
WP_055066735.1	DNA polymerase III subunit delta [Roseburia faecis] 
WP_055066736.1	hypothetical protein [Roseburia faecis] 
WP_055066737.1	hypothetical protein [Roseburia faecis] 
WP_055066738.1	hypothetical protein [Roseburia faecis] 
WP_055066739.1	hypothetical protein [Roseburia faecis] 
WP_055066740.1	hypothetical protein [Roseburia faecis] 
WP_055066741.1	transcriptional regulator [Roseburia faecis] 
WP_055066742.1	hypothetical protein [Roseburia faecis] 
WP_055066743.1	hypothetical protein [Roseburia faecis] 
WP_055066744.1	hypothetical protein [Roseburia faecis] 
WP_055066745.1	transcriptional regulator [Roseburia faecis] 
WP_055066746.1	hypothetical protein [Roseburia faecis] 
WP_055066747.1	hypothetical protein [Roseburia faecis] 
WP_055066748.1	hypothetical protein [Roseburia faecis] 
WP_055066749.1	ATPase [Roseburia faecis] 
WP_055066750.1	ATPase [Roseburia faecis] 
WP_055066751.1	threonine aldolase [Roseburia faecis] 
WP_055066752.1	hypothetical protein [Roseburia faecis] 
WP_055066753.1	transketolase [Roseburia faecis] 
WP_055066754.1	phosphodiesterase [Roseburia faecis] 
WP_055066755.1	hypothetical protein [Roseburia faecis] 
WP_055066756.1	hypothetical protein [Roseburia faecis] 
WP_055066757.1	hypothetical protein [Roseburia faecis] 
WP_055066758.1	hypothetical protein [Roseburia faecis] 
WP_055066759.1	hypothetical protein [Roseburia faecis] 
WP_055066760.1	transcriptional regulator [Roseburia faecis] 
WP_055066761.1	RNA polymerase subunit sigma [Roseburia faecis] 
WP_055066762.1	hypothetical protein [Roseburia faecis] 
WP_055066763.1	hypothetical protein [Roseburia faecis] 
WP_055066764.1	histidine kinase [Roseburia faecis] 
WP_055066765.1	hypothetical protein [Roseburia faecis] 
WP_055066766.1	hypothetical protein [Roseburia faecis] 
WP_055066767.1	hypothetical protein [Roseburia faecis] 
WP_055066768.1	iron hydrogenase [Roseburia faecis] 
WP_055066769.1	DeoR family transcriptional regulator [Roseburia faecis] 
WP_055066770.1	1-phosphofructokinase [Roseburia faecis] 
WP_055066771.1	PTS fructose transporter subunit IIC [Roseburia faecis] 
WP_055066772.1	PTS galactitol transporter subunit IIC [Roseburia faecis] 
WP_055066773.1	phosphoenolpyruvate--protein phosphotransferase [Roseburia faecis] 
WP_055066774.1	hypothetical protein [Roseburia faecis] 
WP_055066775.1	hypothetical protein [Roseburia faecis] 
WP_055066776.1	hypothetical protein [Roseburia faecis] 
WP_055066777.1	toxin HicA [Roseburia faecis] 
WP_055066778.1	hypothetical protein [Roseburia faecis] 
WP_055066779.1	hypothetical protein [Roseburia faecis] 
WP_055066780.1	hypothetical protein [Roseburia faecis] 
WP_055066781.1	MATE family efflux transporter [Roseburia faecis] 
WP_055066782.1	rRNA (cytidine-2'-O-)-methyltransferase [Roseburia faecis] 
WP_055066783.1	hypothetical protein [Roseburia faecis] 
WP_055066784.1	nucleoside recognition protein [Roseburia faecis] 
WP_055066785.1	hypothetical protein [Roseburia faecis] 
WP_055066786.1	NAD-dependent protein deacylase [Roseburia faecis] 
WP_055066787.1	transcriptional regulator [Roseburia faecis] 
WP_055066788.1	hypothetical protein [Roseburia faecis] 
WP_055066789.1	3-hydroxyacyl-ACP dehydratase [Roseburia faecis] 
WP_055066790.1	2-hydroxyglutaryl-CoA dehydratase [Roseburia faecis] 
WP_055066791.1	hypothetical protein [Roseburia faecis] 
WP_055066792.1	two-component sensor histidine kinase [Roseburia faecis] 
WP_055066793.1	hydratase [Roseburia faecis] 
WP_055066794.1	AI-2E family transporter [Roseburia faecis] 
WP_055066795.1	hypothetical protein [Roseburia faecis] 
WP_055066796.1	1,4-alpha-glucan branching enzyme [Roseburia faecis] 
WP_055066797.1	ATPase [Roseburia faecis] 
WP_055066798.1	molecular chaperone DnaK [Roseburia faecis] 
WP_055066799.1	excinuclease ABC subunit A [Roseburia faecis] 
WP_055066800.1	flagellar hook protein [Roseburia faecis] 
WP_055066801.1	hypothetical protein [Roseburia faecis] 
WP_055066802.1	oleate hydratase [Roseburia faecis] 
WP_055066803.1	hypothetical protein [Roseburia faecis] 
WP_055066804.1	hypothetical protein [Roseburia faecis] 
WP_055066805.1	ATPase [Roseburia faecis] 
WP_055066806.1	L-arabinose isomerase [Roseburia faecis] 
WP_055066807.1	LacI family transcriptional regulator [Roseburia faecis] 
WP_055066808.1	hypothetical protein [Roseburia faecis] 
WP_055066809.1	hypothetical protein [Roseburia faecis] 
WP_055066810.1	hypothetical protein [Roseburia faecis] 
WP_055066811.1	alpha-N-arabinofuranosidase [Roseburia faecis] 
WP_055066812.1	hypothetical protein [Roseburia faecis] 
WP_055066813.1	alpha-N-arabinofuranosidase [Roseburia faecis] 
WP_055066814.1	transcriptional regulator [Roseburia faecis] 
WP_055066815.1	cyclic nucleotide-binding protein [Roseburia faecis] 
WP_055066816.1	hypothetical protein [Roseburia faecis] 
WP_055066817.1	metal-dependent hydrolase [Roseburia faecis] 
WP_055066818.1	sucrose phosphorylase [Roseburia faecis] 
WP_055066819.1	alpha-galactosidase [Roseburia faecis] 
WP_055066820.1	ABC transporter permease [Roseburia faecis] 
WP_055066821.1	sugar ABC transporter permease [Roseburia faecis] 
WP_055066822.1	sugar ABC transporter substrate-binding protein [Roseburia faecis] 
WP_055066823.1	AraC family transcriptional regulator [Roseburia faecis] 
WP_055066824.1	carbon starvation protein CstA [Roseburia faecis] 
WP_055066825.1	sugar ABC transporter ATP-binding protein [Roseburia faecis] 
WP_055066826.1	peptidase C69 [Roseburia faecis] 
WP_055066827.1	diguanylate cyclase [Roseburia faecis] 
WP_055066828.1	AAA family ATPase [Roseburia faecis] 
WP_055066829.1	hypothetical protein [Roseburia faecis] 
WP_055066830.1	oxidoreductase [Roseburia faecis] 
WP_055066831.1	dehydrogenase [Roseburia faecis] 
WP_055066832.1	hypothetical protein [Roseburia faecis] 
WP_055066833.1	ABC transporter permease [Roseburia faecis] 
WP_055066834.1	protein lplB [Roseburia faecis] 
WP_055066835.1	hypothetical protein [Roseburia faecis] 
WP_055066836.1	hypothetical protein [Roseburia faecis] 
WP_055066837.1	hypothetical protein [Roseburia faecis] 
WP_055066838.1	hypothetical protein [Roseburia faecis] 
WP_055066839.1	cupin [Roseburia faecis] 
WP_055066840.1	ribokinase [Roseburia faecis] 
WP_055066841.1	C4-dicarboxylate ABC transporter [Roseburia faecis] 
WP_055066842.1	phosphosugar isomerase [Roseburia faecis] 
WP_055066843.1	GntR family transcriptional regulator [Roseburia faecis] 
WP_055066844.1	LysR family transcriptional regulator [Roseburia faecis] 
WP_055066845.1	histidine kinase [Roseburia faecis] 
WP_055066846.1	hypothetical protein [Roseburia faecis] 
WP_055066847.1	hypothetical protein [Roseburia faecis] 
WP_055066848.1	glycerate kinase [Roseburia faecis] 
WP_055066849.1	hypothetical protein [Roseburia faecis] 
WP_055066850.1	ATPase [Roseburia faecis] 
WP_055066851.1	hypothetical protein [Roseburia faecis] 
WP_055066852.1	ABC transporter ATP-binding protein [Roseburia faecis] 
WP_055066853.1	ABC transporter ATP-binding protein [Roseburia faecis] 
WP_055066854.1	TetR family transcriptional regulator [Roseburia faecis] 
WP_055066855.1	hypothetical protein [Roseburia faecis] 
WP_055066856.1	RNA polymerase subunit sigma-70 [Roseburia faecis] 
WP_055066857.1	sugar transporter [Roseburia faecis] 
WP_055066858.1	MATE family efflux transporter [Roseburia faecis] 
WP_055066859.1	MATE family efflux transporter [Roseburia faecis] 
WP_055066860.1	hypothetical protein [Roseburia faecis] 
WP_055066861.1	acetyltransferase [Roseburia faecis] 
WP_055066862.1	DNA repair protein RadA [Roseburia faecis] 
WP_055066863.1	endosialidase [Roseburia faecis] 
WP_055066864.1	ATP-dependent Clp protease ATP-binding subunit ClpC [Roseburia faecis] 
WP_055066865.1	hypothetical protein [Roseburia faecis] 
WP_055066866.1	hypothetical protein [Roseburia faecis] 
WP_055066867.1	bactoprenol glucosyl transferase [Roseburia faecis] 
WP_055066868.1	hypothetical protein [Roseburia faecis] 
WP_055066869.1	transcriptional regulator [Roseburia faecis] 
WP_055066870.1	hypothetical protein [Roseburia faecis] 
WP_055066871.1	metallophosphoesterase [Roseburia faecis] 
WP_055066872.1	simple sugar transporter substrate-binding protein [Roseburia faecis] 
WP_055066873.1	flagellar motor switch protein [Roseburia faecis] 
WP_055066874.1	Negative regulator of genetic competence sporulation and motility [Roseburia faecis] 
WP_055066875.1	RNA polymerase subunit sigma-70 [Roseburia faecis] 
WP_055066876.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Roseburia faecis] 
WP_055066877.1	cysteine--tRNA ligase [Roseburia faecis] 
WP_055066878.1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Roseburia faecis] 
WP_055066879.1	O-acetylhomoserine aminocarboxypropyltransferase [Roseburia faecis] 
WP_055066880.1	5-methyltetrahydrofolate--homocysteine methyltransferase [Roseburia faecis] 
WP_055066881.1	GTP-binding protein YchF [Roseburia faecis] 
WP_055066882.1	sugar ABC transporter substrate-binding protein [Roseburia faecis] 
WP_055066883.1	phosphopyruvate hydratase [Roseburia faecis] 
WP_055066884.1	6,7-dimethyl-8-ribityllumazine synthase [Roseburia faecis] 
WP_055066885.1	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II [Roseburia faecis] 
WP_055066886.1	riboflavin synthase subunit alpha [Roseburia faecis] 
WP_055066887.1	riboflavin biosynthesis protein RibD [Roseburia faecis] 
WP_055066888.1	ATP-dependent Lon protease [Roseburia faecis] 
WP_055066889.1	ABC transporter ATP-binding protein [Roseburia faecis] 
WP_055066890.1	ABC transporter permease [Roseburia faecis] 
WP_055066891.1	ABC transporter substrate-binding protein [Roseburia faecis] 
WP_055066892.1	guanine permease [Roseburia faecis] 
WP_055066893.1	potassium transporter KefA [Roseburia faecis] 
WP_055066894.1	potassium transporter TrkA [Roseburia faecis] 
WP_055066895.1	two-component sensor histidine kinase [Roseburia faecis] 
WP_055066896.1	PhoB family transcriptional regulator [Roseburia faecis] 
WP_055066897.1	hypothetical protein [Roseburia faecis] 
WP_055066898.1	LL-diaminopimelate aminotransferase [Roseburia faecis] 
WP_055066899.1	antitermination regulator [Roseburia faecis] 
WP_055066900.1	glutamine synthetase [Roseburia faecis] 
WP_055066901.1	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [Roseburia faecis] 
WP_055066902.1	hemolysin [Roseburia faecis] 
WP_055066903.1	hypothetical protein [Roseburia faecis] 
WP_055066904.1	hypothetical protein [Roseburia faecis] 
WP_055066905.1	hypothetical protein [Roseburia faecis] 
WP_055066906.1	hypothetical protein [Roseburia faecis] 
WP_055066907.1	hypothetical protein [Roseburia faecis] 
WP_055066908.1	aminotransferase [Roseburia faecis] 
WP_055066909.1	hypothetical protein [Roseburia faecis] 
WP_055066910.1	toxin HipA [Roseburia faecis] 
WP_055066911.1	transcriptional regulator [Roseburia faecis] 
WP_055066912.1	hypothetical protein [Roseburia faecis] 
WP_055066913.1	MATE family efflux transporter [Roseburia faecis] 
WP_055066914.1	hypothetical protein [Roseburia faecis] 
WP_055066915.1	two-component sensor histidine kinase [Roseburia faecis] 
WP_055066916.1	hypothetical protein [Roseburia faecis] 
WP_055066917.1	hypothetical protein [Roseburia faecis] 
WP_055066918.1	bacitracin ABC transporter ATP-binding protein [Roseburia faecis] 
WP_055066919.1	gamma carbonic anhydrase family protein [Roseburia faecis] 
WP_055066920.1	ABC transporter [Roseburia faecis] 
WP_055066921.1	ABC transporter [Roseburia faecis] 
WP_055066922.1	sugar kinase [Roseburia faecis] 
WP_055066923.1	hypothetical protein [Roseburia faecis] 
WP_055066924.1	polar amino acid ABC transporter ATP-binding protein [Roseburia faecis] 
WP_055066925.1	amino acid ABC transporter substrate-binding protein [Roseburia faecis] 
WP_055066926.1	ATPase [Roseburia faecis] 
WP_055066927.1	signal transduction protein [Roseburia faecis] 
WP_055066928.1	ATP synthase F0F1 subunit gamma [Roseburia faecis] 
WP_055066929.1	F0F1 ATP synthase subunit alpha [Roseburia faecis] 
WP_055066930.1	ATPase [Roseburia faecis] 
WP_055066931.1	ATP synthase F0 subunit B [Roseburia faecis] 
WP_055066932.1	F0F1 ATP synthase subunit A [Roseburia faecis] 
WP_055066933.1	L-lactate dehydrogenase [Roseburia faecis] 
WP_055066934.1	hypothetical protein [Roseburia faecis] 
WP_055066935.1	hypothetical protein [Roseburia faecis] 
WP_055066936.1	hypothetical protein [Roseburia faecis] 
WP_055066937.1	hypothetical protein [Roseburia faecis] 
WP_055066938.1	hypothetical protein [Roseburia faecis] 
WP_055066939.1	hypothetical protein [Roseburia faecis] 
WP_055066940.1	chitooligosaccharide deacetylase [Roseburia faecis] 
WP_055066941.1	S-ribosylhomocysteinase [Roseburia faecis] 
WP_055066942.1	carbamate kinase [Roseburia faecis] 
WP_055066943.1	hypothetical protein [Roseburia faecis] 
WP_055066944.1	UDP-N-acetylglucosamine pyrophosphorylase [Roseburia faecis] 
WP_055066945.1	transcriptional regulator [Roseburia faecis] 
WP_055066946.1	DNA-directed RNA polymerase subunit M [Roseburia faecis] 
WP_055066947.1	phosphoglucomutase [Roseburia faecis] 
WP_055066948.1	hypothetical protein [Roseburia faecis] 
WP_055066949.1	hypothetical protein [Roseburia faecis] 
WP_055066950.1	hypothetical protein [Roseburia faecis] 
WP_055066951.1	hypothetical protein [Roseburia faecis] 
WP_055066952.1	hypothetical protein [Roseburia faecis] 
WP_055066953.1	hypothetical protein [Roseburia faecis] 
WP_055066954.1	hypothetical protein [Roseburia faecis] 
WP_055066955.1	hypothetical protein [Roseburia faecis] 
WP_055066956.1	hypothetical protein [Roseburia faecis] 
WP_055066957.1	teichoic acid ABC transporter ATP-binding protein [Roseburia faecis] 
WP_055066958.1	ABC transporter [Roseburia faecis] 
WP_055066959.1	hypothetical protein [Roseburia faecis] 
WP_055066960.1	glycosyl transferase [Roseburia faecis] 
WP_055066961.1	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase [Roseburia faecis] 
WP_055066962.1	hypothetical protein [Roseburia faecis] 
WP_055066963.1	hypothetical protein [Roseburia faecis] 
WP_055066964.1	hypothetical protein [Roseburia faecis] 
WP_055066965.1	flagellar protein [Roseburia faecis] 
WP_055066966.1	hypothetical protein [Roseburia faecis] 
WP_055066967.1	homoserine dehydrogenase [Roseburia faecis] 
WP_055066968.1	virion core protein [Roseburia faecis] 
WP_055066969.1	peptide chain release factor 2 [Roseburia faecis] 
WP_055066970.1	peptidase S41 [Roseburia faecis] 
WP_055066971.1	cell division protein FtsX [Roseburia faecis] 
WP_055066972.1	cell division ATP-binding protein FtsE [Roseburia faecis] 
WP_055066973.1	hypothetical protein [Roseburia faecis] 
WP_055066974.1	hypothetical protein [Roseburia faecis] 
WP_055066975.1	hypothetical protein [Roseburia faecis] 
WP_055066976.1	hydrolase Nlp/P60 [Roseburia faecis] 
WP_055066977.1	acyl-ACP thioesterase [Roseburia faecis] 
WP_055066978.1	YigZ family protein [Roseburia faecis] 
WP_055066979.1	glycosyl transferase [Roseburia faecis] 
WP_055066980.1	adenylate cyclase [Roseburia faecis] 
WP_055066981.1	diacylglycerol kinase [Roseburia faecis] 
WP_055066982.1	DNA-binding protein WhiA [Roseburia faecis] 
WP_055066983.1	RNase adaptor protein RapZ [Roseburia faecis] 
WP_055066984.1	UDP-N-acetylenolpyruvoylglucosamine reductase [Roseburia faecis] 
WP_055066985.1	aminopeptidase [Roseburia faecis] 
WP_055066986.1	HPr(Ser) kinase/phosphatase [Roseburia faecis] 
WP_055066987.1	excinuclease ABC subunit C [Roseburia faecis] 
WP_055066988.1	ATP-dependent metallopeptidase HflB [Roseburia faecis] 
WP_055066989.1	hypothetical protein [Roseburia faecis] 
WP_055066990.1	cytidylate kinase [Roseburia faecis] 
WP_055066991.1	sodium:proton antiporter [Roseburia faecis] 
WP_055066992.1	glutamate racemase [Roseburia faecis] 
WP_055066993.1	hypothetical protein [Roseburia faecis] 
WP_055066994.1	4-alpha-glucanotransferase [Roseburia faecis] 
WP_055066995.1	hypothetical protein [Roseburia faecis] 
WP_055066996.1	hypothetical protein [Roseburia faecis] 
WP_055066997.1	alpha-glucosidase [Roseburia faecis] 
WP_055066998.1	hypothetical protein [Roseburia faecis] 
WP_055066999.1	hydrogenase [Roseburia faecis] 
WP_055067000.1	DNA methylase [Roseburia faecis] 
WP_055067001.1	alpha-glucosidase [Roseburia faecis] 
WP_055067002.1	AraC family transcriptional regulator [Roseburia faecis] 
WP_055067003.1	Mg2+/Co2+ transporter [Roseburia faecis] 
WP_055067004.1	hemolysin [Roseburia faecis] 
WP_055067005.1	hypothetical protein [Roseburia faecis] 
WP_055067006.1	hypothetical protein [Roseburia faecis] 
WP_055067007.1	hypothetical protein [Roseburia faecis] 
WP_055067008.1	hypothetical protein [Roseburia faecis] 
WP_055067009.1	hypothetical protein [Roseburia faecis] 
WP_055067010.1	MobA [Roseburia faecis] 
WP_055067011.1	aldehyde oxidase [Roseburia faecis] 
WP_055067012.1	xanthine dehydrogenase [Roseburia faecis] 
WP_055067013.1	hypothetical protein [Roseburia faecis] 
WP_055067014.1	response regulator SirA [Roseburia faecis] 
WP_055067015.1	cysteine desulfurase [Roseburia faecis] 
WP_055067016.1	molybdenum ABC transporter permease [Roseburia faecis] 
WP_055067017.1	molybdenum ABC transporter substrate-binding protein [Roseburia faecis] 
WP_055067018.1	xanthine dehydrogenase [Roseburia faecis] 
WP_055067019.1	cyclic pyranopterin phosphate synthase MoaA [Roseburia faecis] 
WP_055067020.1	molybdopterin-binding protein [Roseburia faecis] 
WP_055067021.1	molybdenum cofactor biosynthesis protein B [Roseburia faecis] 
WP_055067022.1	hydroxylase [Roseburia faecis] 
WP_055067023.1	uracil permease [Roseburia faecis] 
WP_055067024.1	23S rRNA (uracil-5-)-methyltransferase RumA [Roseburia faecis] 
WP_055067025.1	HDIG domain-containing protein [Roseburia faecis] 
WP_055067026.1	hypothetical protein [Roseburia faecis] 
WP_055067027.1	DNA mismatch repair protein MutS [Roseburia faecis] 
WP_055067028.1	hypothetical protein [Roseburia faecis] 
WP_055067029.1	histidine--tRNA ligase [Roseburia faecis] 
WP_055067030.1	hypothetical protein [Roseburia faecis] 
WP_055067031.1	coproporphyrinogen dehydrogenase HemZ [Roseburia faecis] 
WP_055067032.1	MBL fold metallo-hydrolase [Roseburia faecis] 
WP_055067033.1	GTP pyrophosphokinase [Roseburia faecis] 
WP_055067034.1	hypothetical protein [Roseburia faecis] 
WP_055067035.1	hypothetical protein [Roseburia faecis] 
WP_055067036.1	AAA family ATPase [Roseburia faecis] 
WP_055067037.1	two-component sensor histidine kinase [Roseburia faecis] 
WP_055067038.1	ArsR family transcriptional regulator [Roseburia faecis] 
WP_055067039.1	hypothetical protein [Roseburia faecis] 
WP_055067040.1	Fic family protein [Roseburia faecis] 
WP_055067041.1	hypothetical protein [Roseburia faecis] 
WP_055067042.1	MerR family transcriptional regulator [Roseburia faecis] 
WP_055067043.1	phosphate ABC transporter permease subunit PstC [Roseburia faecis] 
WP_055067044.1	hypothetical protein [Roseburia faecis] 
WP_055067045.1	hypothetical protein [Roseburia faecis] 
WP_055067046.1	3-oxoacyl-ACP reductase [Roseburia faecis] 
WP_055067047.1	capsule biosynthesis protein [Roseburia faecis] 
WP_055067048.1	translation initiation factor 2 [Roseburia faecis] 
WP_055067049.1	hypothetical protein [Roseburia faecis] 
WP_055067050.1	hypothetical protein [Roseburia faecis] 
WP_055067051.1	hypothetical protein [Roseburia faecis] 
WP_055067052.1	hypothetical protein [Roseburia faecis] 
WP_055067053.1	hypothetical protein [Roseburia faecis] 
WP_055067054.1	hypothetical protein [Roseburia faecis] 
WP_055067055.1	electron transfer flavoprotein subunit alpha [Roseburia faecis] 
WP_055067056.1	hypothetical protein [Roseburia faecis] 
WP_055067057.1	PadR family transcriptional regulator [Roseburia faecis] 
WP_055067058.1	hypothetical protein [Roseburia faecis] 
WP_055067059.1	hypothetical protein [Roseburia faecis] 
WP_055067060.1	riboflavin transporter [Roseburia faecis] 
WP_055067061.1	ABC transporter ATP-binding protein [Roseburia faecis] 
WP_055067062.1	ABC transporter [Roseburia faecis] 
WP_055067063.1	ABC transporter substrate-binding protein [Roseburia faecis] 
WP_055067064.1	hypothetical protein [Roseburia faecis] 
WP_055067065.1	hypothetical protein [Roseburia faecis] 
WP_055067066.1	hypothetical protein [Roseburia faecis] 
