gi|494822224|ref|WP_007557632.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827795|ref|WP_007559277.1|	capsular polysaccharide biosynthesis protein [Bacteroides plebeius] 
gi|494827796|ref|WP_007559278.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827797|ref|WP_007559279.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827798|ref|WP_007559280.1|	beta-glycosyltransferase [Bacteroides plebeius] 
gi|494827799|ref|WP_007559281.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827801|ref|WP_007559283.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827803|ref|WP_007559285.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827806|ref|WP_007559288.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827808|ref|WP_007559290.1|	glycosyltransferase family 1 [Bacteroides plebeius] 
gi|494827810|ref|WP_007559292.1|	sugar transferase [Bacteroides plebeius] 
gi|494827812|ref|WP_007559294.1|	carbamoyl phosphate synthase large subunit [Bacteroides plebeius] 
gi|494827814|ref|WP_007559296.1|	hydrolase [Bacteroides plebeius] 
gi|494827815|ref|WP_007559297.1|	pyridoxal phosphate-dependent aminotransferase [Bacteroides plebeius] 
gi|494827816|ref|WP_007559298.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827817|ref|WP_007559299.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827818|ref|WP_007559300.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827819|ref|WP_007559301.1|	hypothetical protein [Bacteroides plebeius] 
gi|494827820|ref|WP_007559302.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828010|ref|WP_007559304.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828013|ref|WP_007559307.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828014|ref|WP_007559308.1|	chromosome partitioning protein ParA [Bacteroides plebeius] 
gi|494828015|ref|WP_007559309.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828016|ref|WP_007559310.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828017|ref|WP_007559311.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828018|ref|WP_007559312.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828019|ref|WP_007559313.1|	heat-shock protein [Bacteroides plebeius] 
gi|494828020|ref|WP_007559314.1|	molecular chaperone DnaJ [Bacteroides plebeius] 
gi|494828021|ref|WP_007559315.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828022|ref|WP_007559316.1|	argininosuccinate lyase [Bacteroides plebeius] 
gi|494828024|ref|WP_007559318.1|	MULTISPECIES: polyketide cyclase [Bacteroides] 
gi|494828026|ref|WP_007559320.1|	orotate phosphoribosyltransferase [Bacteroides plebeius] 
gi|494828028|ref|WP_007559322.1|	amidophosphoribosyltransferase [Bacteroides plebeius] 
gi|494828029|ref|WP_007559323.1|	regulatory protein [Bacteroides plebeius] 
gi|494828030|ref|WP_007559324.1|	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase [Bacteroides plebeius] 
gi|494828031|ref|WP_007559325.1|	riboflavin biosynthesis protein RibD [Bacteroides plebeius] 
gi|494828032|ref|WP_007559326.1|	TonB-dependent receptor [Bacteroides plebeius] 
gi|494828033|ref|WP_007559327.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828194|ref|WP_007559328.1|	MULTISPECIES: DNA mismatch repair protein MutT [Bacteroides] 
gi|494828196|ref|WP_007559330.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|494828197|ref|WP_007559331.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494828199|ref|WP_007559333.1|	butyrate kinase [Bacteroides plebeius] 
gi|494828201|ref|WP_007559335.1|	MULTISPECIES: phosphate butyryltransferase [Bacteroides] 
gi|494828203|ref|WP_007559337.1|	sialidase [Bacteroides plebeius] 
gi|494828205|ref|WP_007559339.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828207|ref|WP_007559341.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828209|ref|WP_007559343.1|	TonB-linked outer membrane protein [Bacteroides plebeius] 
gi|494828210|ref|WP_007559344.1|	N-acetylneuraminate lyase [Bacteroides plebeius] 
gi|494828211|ref|WP_007559345.1|	sodium:solute symporter [Bacteroides plebeius] 
gi|494828212|ref|WP_007559346.1|	GntR family transcriptional regulator [Bacteroides plebeius] 
gi|494828213|ref|WP_007559347.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828214|ref|WP_007559348.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828215|ref|WP_007559349.1|	glutamine amidotransferase [Bacteroides plebeius] 
gi|494828216|ref|WP_007559350.1|	glutamine cyclotransferase [Bacteroides plebeius] 
gi|494828218|ref|WP_007559352.1|	MULTISPECIES: Fe-S metabolism protein SufE [Bacteroides] 
gi|494828220|ref|WP_007559354.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828221|ref|WP_007559355.1|	50S ribosomal protein L17 [Bacteroides plebeius] 
gi|494828223|ref|WP_007559357.1|	MULTISPECIES: DNA-directed RNA polymerase subunit alpha [Bacteroides] 
gi|494828224|ref|WP_007559358.1|	30S ribosomal protein S4 [Bacteroides plebeius] 
gi|494828399|ref|WP_007559359.1|	MULTISPECIES: 30S ribosomal protein S11 [Bacteroides] 
gi|494828402|ref|WP_007559362.1|	MULTISPECIES: 30S ribosomal protein S13 [Bacteroides] 
gi|488621339|ref|WP_002558052.1|	MULTISPECIES: translation initiation factor IF-1 [Bacteroidales] 
gi|494828404|ref|WP_007559364.1|	MULTISPECIES: methionine aminopeptidase [Bacteroides] 
gi|494828406|ref|WP_007559366.1|	preprotein translocase subunit SecY [Bacteroides plebeius] 
gi|494828407|ref|WP_007559367.1|	50S ribosomal protein L15 [Bacteroides plebeius] 
gi|494828408|ref|WP_007559368.1|	MULTISPECIES: 50S ribosomal protein L30 [Bacteroides] 
gi|494828409|ref|WP_007559369.1|	30S ribosomal protein S5 [Bacteroides plebeius] 
gi|494828410|ref|WP_007559370.1|	50S ribosomal protein L18 [Bacteroides plebeius] 
gi|494828411|ref|WP_007559371.1|	50S ribosomal protein L6 [Bacteroides plebeius] 
gi|494828413|ref|WP_007559373.1|	30S ribosomal protein S8 [Bacteroides plebeius] 
gi|494828414|ref|WP_007559374.1|	30S ribosomal protein S14 [Bacteroides plebeius] 
gi|494828415|ref|WP_007559375.1|	50S ribosomal protein L5 [Bacteroides plebeius] 
gi|494828416|ref|WP_007559376.1|	MULTISPECIES: 50S ribosomal protein L24 [Bacteroides] 
gi|494828417|ref|WP_007559377.1|	MULTISPECIES: 50S ribosomal protein L14 [Bacteroides] 
gi|494828418|ref|WP_007559378.1|	30S ribosomal protein S17 [Bacteroides plebeius] 
gi|494828419|ref|WP_007559379.1|	MULTISPECIES: 50S ribosomal protein L29 [Bacteroides] 
gi|494828420|ref|WP_007559380.1|	50S ribosomal protein L16 [Bacteroides plebeius] 
gi|494828422|ref|WP_007559382.1|	30S ribosomal protein S3 [Bacteroides plebeius] 
gi|494828423|ref|WP_007559383.1|	MULTISPECIES: 50S ribosomal protein L22 [Bacteroides] 
gi|494828425|ref|WP_007559385.1|	MULTISPECIES: 30S ribosomal protein S19 [Bacteroides] 
gi|494828427|ref|WP_007559387.1|	50S ribosomal protein L2 [Bacteroides plebeius] 
gi|494828603|ref|WP_007559388.1|	50S ribosomal protein L23 [Bacteroides plebeius] 
gi|494828605|ref|WP_007559390.1|	50S ribosomal protein L4 [Bacteroides plebeius] 
gi|494828606|ref|WP_007559391.1|	50S ribosomal protein L3 [Bacteroides plebeius] 
gi|488621362|ref|WP_002558075.1|	MULTISPECIES: 30S ribosomal protein S10 [Bacteroidales] 
gi|494828607|ref|WP_007559392.1|	elongation factor G [Bacteroides plebeius] 
gi|494828608|ref|WP_007559393.1|	MULTISPECIES: 30S ribosomal protein S7 [Bacteroides] 
gi|494828609|ref|WP_007559394.1|	MULTISPECIES: 30S ribosomal protein S12 [Bacteroides] 
gi|494828610|ref|WP_007559395.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494828611|ref|WP_007559396.1|	DEAD/DEAH box helicase [Bacteroides plebeius] 
gi|494828613|ref|WP_007559398.1|	riboflavin kinase [Bacteroides plebeius] 
gi|494828615|ref|WP_007559400.1|	haloacid dehalogenase [Bacteroides plebeius] 
gi|494828616|ref|WP_007559401.1|	haloacid dehalogenase [Bacteroides plebeius] 
gi|494828617|ref|WP_007559402.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828618|ref|WP_007559403.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828619|ref|WP_007559404.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828620|ref|WP_007559405.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828621|ref|WP_007559406.1|	membrane protein [Bacteroides plebeius] 
gi|494828622|ref|WP_007559407.1|	polysaccharide biosynthesis protein [Bacteroides plebeius] 
gi|494828623|ref|WP_007559408.1|	Holliday junction DNA helicase RuvB [Bacteroides plebeius] 
gi|494828625|ref|WP_007559410.1|	ferredoxin [Bacteroides plebeius] 
gi|494828626|ref|WP_007559411.1|	thiouridylase [Bacteroides plebeius] 
gi|494828627|ref|WP_007559412.1|	sulfatase [Bacteroides plebeius] 
gi|494828628|ref|WP_007559413.1|	beta-galactosidase [Bacteroides plebeius] 
gi|494828629|ref|WP_007559414.1|	glycoside hydrolase [Bacteroides plebeius] 
gi|494828801|ref|WP_007559415.1|	beta-hexosaminidase [Bacteroides plebeius] 
gi|494828803|ref|WP_007559417.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828804|ref|WP_007559418.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828805|ref|WP_007559419.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828806|ref|WP_007559420.1|	methionyl-tRNA synthetase [Bacteroides plebeius] 
gi|494828807|ref|WP_007559421.1|	lipopolysaccharide biosynthesis protein [Bacteroides plebeius] 
gi|494828808|ref|WP_007559422.1|	glycosyltransferase family 2 [Bacteroides plebeius] 
gi|494828810|ref|WP_007559424.1|	LICD [Bacteroides plebeius] 
gi|494828811|ref|WP_007559425.1|	hemolysin activation protein [Bacteroides plebeius] 
gi|494828812|ref|WP_007559426.1|	glycosyl transferase [Bacteroides plebeius] 
gi|494828813|ref|WP_007559427.1|	glycosyl transferase [Bacteroides plebeius] 
gi|494828814|ref|WP_007559428.1|	glycosyl transferase family 2 [Bacteroides plebeius] 
gi|494828815|ref|WP_007559429.1|	membrane protein [Bacteroides plebeius] 
gi|494828816|ref|WP_007559430.1|	5'-methylthioadenosine nucleosidase [Bacteroides plebeius] 
gi|494828818|ref|WP_007559432.1|	MULTISPECIES: S-ribosylhomocysteinase [Bacteroides] 
gi|494828819|ref|WP_007559433.1|	glycoside hydrolase [Bacteroides plebeius] 
gi|494828820|ref|WP_007559434.1|	beta-glycosidase [Bacteroides plebeius] 
gi|494828821|ref|WP_007559435.1|	starch-binding protein [Bacteroides plebeius] 
gi|494828822|ref|WP_007559436.1|	TonB-dependent receptor [Bacteroides plebeius] 
gi|494828823|ref|WP_007559437.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828825|ref|WP_007559439.1|	chemotaxis protein CheY [Bacteroides plebeius] 
gi|494828826|ref|WP_007559440.1|	preprotein translocase subunit SecD [Bacteroides plebeius] 
gi|494828827|ref|WP_007559441.1|	peptidase M3 [Bacteroides plebeius] 
gi|494828986|ref|WP_007559442.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828988|ref|WP_007559444.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828989|ref|WP_007559445.1|	membrane protein [Bacteroides plebeius] 
gi|494828990|ref|WP_007559446.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828991|ref|WP_007559447.1|	signal peptidase [Bacteroides plebeius] 
gi|494828992|ref|WP_007559448.1|	signal peptidase [Bacteroides plebeius] 
gi|494828993|ref|WP_007559449.1|	dihydrodipicolinate reductase [Bacteroides plebeius] 
gi|494828994|ref|WP_007559450.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828996|ref|WP_007559452.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828997|ref|WP_007559453.1|	hypothetical protein [Bacteroides plebeius] 
gi|494828998|ref|WP_007559454.1|	membrane protein [Bacteroides plebeius] 
gi|494828999|ref|WP_007559455.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829000|ref|WP_007559456.1|	MULTISPECIES: RNA polymerase subunit sigma-70 [Bacteroides] 
gi|494829001|ref|WP_007559457.1|	dihydrouridine synthase [Bacteroides plebeius] 
gi|494829002|ref|WP_007559458.1|	thioesterase [Bacteroides plebeius] 
gi|494829003|ref|WP_007559459.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829005|ref|WP_007559461.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829006|ref|WP_007559462.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829007|ref|WP_007559463.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829008|ref|WP_007559464.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829009|ref|WP_007559465.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829010|ref|WP_007559466.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829011|ref|WP_007559467.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829012|ref|WP_007559468.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829013|ref|WP_007559469.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829142|ref|WP_007559470.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829144|ref|WP_007559472.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829145|ref|WP_007559473.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829147|ref|WP_007559475.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829149|ref|WP_007559477.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829151|ref|WP_007559479.1|	MULTISPECIES: succinate dehydrogenase [Bacteroides] 
gi|494829153|ref|WP_007559481.1|	succinate dehydrogenase [Bacteroides plebeius] 
gi|494829154|ref|WP_007559482.1|	MULTISPECIES: fumarate reductase [Bacteroides] 
gi|494829156|ref|WP_007559484.1|	peptidase S41 [Bacteroides plebeius] 
gi|494829157|ref|WP_007559485.1|	phosphopantetheine adenylyltransferase [Bacteroides plebeius] 
gi|494829160|ref|WP_007559488.1|	DNA topoisomerase IV subunit B [Bacteroides plebeius] 
gi|494829162|ref|WP_007559490.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829164|ref|WP_007559492.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829166|ref|WP_007559494.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829168|ref|WP_007559496.1|	membrane protein [Bacteroides plebeius] 
gi|494829170|ref|WP_007559498.1|	rRNA maturation factor [Bacteroides plebeius] 
gi|494829172|ref|WP_007559500.1|	tRNA uridine 5-carboxymethylaminomethyl modification protein [Bacteroides plebeius] 
gi|494829174|ref|WP_007559502.1|	adenine phosphoribosyltransferase [Bacteroides plebeius] 
gi|494829177|ref|WP_007559505.1|	excinuclease ABC subunit C [Bacteroides plebeius] 
gi|494829179|ref|WP_007559507.1|	D-tyrosyl-tRNA(Tyr) deacylase [Bacteroides plebeius] 
gi|494829335|ref|WP_007559509.1|	pyrophosphatase [Bacteroides plebeius] 
gi|494829337|ref|WP_007559511.1|	deoxyribose-phosphate aldolase [Bacteroides plebeius] 
gi|494829339|ref|WP_007559513.1|	octaprenyl-diphosphate synthase [Bacteroides plebeius] 
gi|494829341|ref|WP_007559515.1|	DNA polymerase I [Bacteroides plebeius] 
gi|494829343|ref|WP_007559517.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829344|ref|WP_007559518.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829346|ref|WP_007559520.1|	GTP-binding protein YchF [Bacteroides plebeius] 
gi|494829348|ref|WP_007559522.1|	oxidoreductase [Bacteroides plebeius] 
gi|494829350|ref|WP_007559524.1|	chloramphenicol acetyltransferase [Bacteroides plebeius] 
gi|494829352|ref|WP_007559526.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829355|ref|WP_007559529.1|	membrane protein [Bacteroides plebeius] 
gi|494829357|ref|WP_007559531.1|	TonB-linked outer membrane protein [Bacteroides plebeius] 
gi|494829360|ref|WP_007559534.1|	deoxyribonucleoside-triphosphatase [Bacteroides plebeius] 
gi|494829362|ref|WP_007559536.1|	beta-N-acetylhexosaminidase [Bacteroides plebeius] 
gi|494829364|ref|WP_007559538.1|	beta-mannosidase [Bacteroides plebeius] 
gi|494829366|ref|WP_007559540.1|	membrane protein [Bacteroides plebeius] 
gi|494829368|ref|WP_007559542.1|	leucyl-tRNA synthetase [Bacteroides plebeius] 
gi|494829371|ref|WP_007559545.1|	beta-galactosidase [Bacteroides plebeius] 
gi|494829373|ref|WP_007559547.1|	beta-galactosidase [Bacteroides plebeius] 
gi|494829375|ref|WP_007559549.1|	TonB-linked outer membrane protein [Bacteroides plebeius] 
gi|494829377|ref|WP_007559551.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829379|ref|WP_007559553.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829381|ref|WP_007559555.1|	beta-galactosidase [Bacteroides plebeius] 
gi|494829383|ref|WP_007559557.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829551|ref|WP_007559559.1|	exo-poly-alpha-D-galacturonosidase [Bacteroides plebeius] 
gi|494829554|ref|WP_007559562.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829556|ref|WP_007559564.1|	glycosyl hydrolase [Bacteroides plebeius] 
gi|494829558|ref|WP_007559566.1|	acetyl-CoA hydrolase [Bacteroides plebeius] 
gi|494829560|ref|WP_007559568.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829562|ref|WP_007559570.1|	(dimethylallyl)adenosine tRNA methylthiotransferase [Bacteroides plebeius] 
gi|494829564|ref|WP_007559572.1|	phage-shock protein [Bacteroides plebeius] 
gi|494829566|ref|WP_007559574.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829567|ref|WP_007559575.1|	cell division protein FtsX [Bacteroides plebeius] 
gi|494829569|ref|WP_007559577.1|	membrane protein [Bacteroides plebeius] 
gi|494829571|ref|WP_007559579.1|	UDP-diphosphatase [Bacteroides plebeius] 
gi|494829573|ref|WP_007559581.1|	tRNA pseudouridine synthase B [Bacteroides plebeius] 
gi|494829575|ref|WP_007559583.1|	MULTISPECIES: S-adenosylmethionine tRNA ribosyltransferase [Bacteroides] 
gi|494829577|ref|WP_007559585.1|	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [Bacteroides plebeius] 
gi|494829579|ref|WP_007559587.1|	S-adenosylmethionine synthetase [Bacteroides plebeius] 
gi|494829581|ref|WP_007559589.1|	lysine decarboxylase [Bacteroides plebeius] 
gi|494829583|ref|WP_007559591.1|	membrane protein [Bacteroides plebeius] 
gi|494829584|ref|WP_007559592.1|	uroporphyrinogen-III synthase [Bacteroides plebeius] 
gi|494829586|ref|WP_007559594.1|	ribonuclease P [Bacteroides plebeius] 
gi|494829588|ref|WP_007559596.1|	membrane protein [Bacteroides plebeius] 
gi|494829590|ref|WP_007559598.1|	deoxyribonuclease [Bacteroides plebeius] 
gi|494829592|ref|WP_007559600.1|	MULTISPECIES: tyrosyl-tRNA synthetase [Bacteroides] 
gi|494829594|ref|WP_007559602.1|	peptidase S41 [Bacteroides plebeius] 
gi|494829596|ref|WP_007559604.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494829599|ref|WP_007559607.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494829601|ref|WP_007559609.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494829603|ref|WP_007559611.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829751|ref|WP_007559612.1|	phosphoesterase [Bacteroides plebeius] 
gi|494829753|ref|WP_007559614.1|	glycosyltransferase [Bacteroides plebeius] 
gi|494829754|ref|WP_007559615.1|	polyphosphate kinase [Bacteroides plebeius] 
gi|494829756|ref|WP_007559617.1|	exopolyphosphatase [Bacteroides plebeius] 
gi|494829907|ref|WP_007559620.1|	hypothetical protein [Bacteroides plebeius] 
gi|494829909|ref|WP_007559622.1|	DNA mismatch repair protein MutS [Bacteroides plebeius] 
gi|494829911|ref|WP_007559624.1|	Fe-S oxidoreductase [Bacteroides plebeius] 
gi|494829916|ref|WP_007559629.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830077|ref|WP_007559631.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830079|ref|WP_007559633.1|	quinolinate synthetase [Bacteroides plebeius] 
gi|494830232|ref|WP_007559635.1|	RNA methyltransferase [Bacteroides plebeius] 
gi|494830366|ref|WP_007559636.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830368|ref|WP_007559638.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830370|ref|WP_007559640.1|	sulfate permease [Bacteroides plebeius] 
gi|494830372|ref|WP_007559642.1|	MULTISPECIES: rubrerythrin [Bacteroides] 
gi|494830374|ref|WP_007559644.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830376|ref|WP_007559646.1|	enolase [Bacteroides plebeius] 
gi|494830378|ref|WP_007559648.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830381|ref|WP_007559651.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830382|ref|WP_007559652.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830384|ref|WP_007559654.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830704|ref|WP_007559676.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830705|ref|WP_007559677.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830706|ref|WP_007559678.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830707|ref|WP_007559679.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830708|ref|WP_007559680.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830709|ref|WP_007559681.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830710|ref|WP_007559682.1|	RNA polymerase sigma70 factor [Bacteroides plebeius] 
gi|494830711|ref|WP_007559683.1|	hypothetical protein [Bacteroides plebeius] 
gi|494830862|ref|WP_007559685.1|	acyl-CoA dehydrogenase [Bacteroides plebeius] 
gi|494830864|ref|WP_007559687.1|	electron transfer flavoprotein subunit alpha [Bacteroides plebeius] 
gi|494830993|ref|WP_007559689.1|	electron transfer flavoprotein subunit beta [Bacteroides plebeius] 
gi|494831107|ref|WP_007559692.1|	thiol-disulfide isomerase [Bacteroides plebeius] 
gi|494831109|ref|WP_007559694.1|	membrane protein [Bacteroides plebeius] 
gi|494831111|ref|WP_007559696.1|	dihydrolipoamide acyltransferase [Bacteroides plebeius] 
gi|494831113|ref|WP_007559698.1|	transporter [Bacteroides plebeius] 
gi|494831114|ref|WP_007559699.1|	helicase [Bacteroides plebeius] 
gi|494831115|ref|WP_007559700.1|	membrane protein [Bacteroides plebeius] 
gi|494831116|ref|WP_007559701.1|	ABC transporter ATP-binding protein [Bacteroides plebeius] 
gi|494831117|ref|WP_007559702.1|	ABC transporter ATP-binding protein [Bacteroides plebeius] 
gi|494831118|ref|WP_007559703.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831120|ref|WP_007559705.1|	GntR family transcriptional regulator [Bacteroides plebeius] 
gi|494831122|ref|WP_007559707.1|	endonuclease [Bacteroides plebeius] 
gi|494831238|ref|WP_007559709.1|	ABC transporter ATP-binding protein [Bacteroides plebeius] 
gi|494831244|ref|WP_007559715.1|	MULTISPECIES: MoeB [Bacteroides] 
gi|494831245|ref|WP_007559716.1|	sodium:proton antiporter [Bacteroides plebeius] 
gi|494831246|ref|WP_007559717.1|	aspartate-semialdehyde dehydrogenase [Bacteroides plebeius] 
gi|494831247|ref|WP_007559718.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831248|ref|WP_007559719.1|	starch-binding protein [Bacteroides plebeius] 
gi|494831373|ref|WP_007559720.1|	collagen-binding protein [Bacteroides plebeius] 
gi|494831374|ref|WP_007559721.1|	chemotaxis protein CheY [Bacteroides plebeius] 
gi|494831375|ref|WP_007559722.1|	beta-glucanase [Bacteroides plebeius] 
gi|494831376|ref|WP_007559723.1|	glycoside hydrolase [Bacteroides plebeius] 
gi|494831377|ref|WP_007559724.1|	glycosyhydrolase [Bacteroides plebeius] 
gi|494831378|ref|WP_007559725.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831379|ref|WP_007559726.1|	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [Bacteroides plebeius] 
gi|494831385|ref|WP_007559732.1|	MULTISPECIES: tryptophanyl-tRNA synthase [Bacteroides] 
gi|494831387|ref|WP_007559734.1|	MULTISPECIES: carbamoyl phosphate synthase large subunit [Bacteroides] 
gi|494831389|ref|WP_007559736.1|	protein-disulfide isomerase [Bacteroides plebeius] 
gi|494831388|ref|WP_007559735.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831390|ref|WP_007559737.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831391|ref|WP_007559738.1|	TonB-denpendent receptor [Bacteroides plebeius] 
gi|494831392|ref|WP_007559739.1|	mannose-6-phosphate isomerase [Bacteroides plebeius] 
gi|494831393|ref|WP_007559740.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831394|ref|WP_007559741.1|	transporter [Bacteroides plebeius] 
gi|494831395|ref|WP_007559742.1|	hemolysin D [Bacteroides plebeius] 
gi|494831397|ref|WP_007559744.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831508|ref|WP_007559746.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831509|ref|WP_007559747.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831511|ref|WP_007559749.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494831513|ref|WP_007559751.1|	metalloendopeptidase [Bacteroides plebeius] 
gi|494831514|ref|WP_007559752.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831515|ref|WP_007559753.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831516|ref|WP_007559754.1|	GTPase CgtA [Bacteroides plebeius] 
gi|494831517|ref|WP_007559755.1|	MULTISPECIES: adenylate kinase [Bacteroides] 
gi|494831518|ref|WP_007559756.1|	hypoxanthine phosphoribosyltransferase [Bacteroides plebeius] 
gi|494831519|ref|WP_007559757.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831520|ref|WP_007559758.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831522|ref|WP_007559760.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831523|ref|WP_007559761.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831524|ref|WP_007559762.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831525|ref|WP_007559763.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831526|ref|WP_007559764.1|	starch-binding protein [Bacteroides plebeius] 
gi|494831527|ref|WP_007559765.1|	TonB-dependent receptor [Bacteroides plebeius] 
gi|494831528|ref|WP_007559766.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831529|ref|WP_007559767.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831651|ref|WP_007559770.1|	phosphatidylserine decarboxylase [Bacteroides plebeius] 
gi|494831652|ref|WP_007559771.1|	CDP-diacylglycerol--serine O-phosphatidyltransferase [Bacteroides plebeius] 
gi|494831653|ref|WP_007559772.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831654|ref|WP_007559773.1|	CMP deaminase [Bacteroides plebeius] 
gi|494831655|ref|WP_007559774.1|	hypothetical protein [Bacteroides plebeius] 
gi|494831662|ref|WP_007559781.1|	hypothetical protein [Bacteroides plebeius] 
