gi|494933506|ref|WP_007659539.1|	hypothetical protein partial [Bacteroides intestinalis] 
gi|494935479|ref|WP_007661510.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935481|ref|WP_007661512.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935483|ref|WP_007661514.1|	6-phosphofructokinase [Bacteroides intestinalis] 
gi|494935485|ref|WP_007661516.1|	MULTISPECIES: ribonuclease [Bacteroides] 
gi|494935487|ref|WP_007661518.1|	3-oxoacyl-ACP synthase [Bacteroides intestinalis] 
gi|490419666|ref|WP_004291965.1|	MULTISPECIES: acyl carrier protein [Bacteroides] 
gi|494935500|ref|WP_007661531.1|	MULTISPECIES: phosphoribosylglycinamide formyltransferase [Bacteroides] 
gi|494935502|ref|WP_007661533.1|	MULTISPECIES: erythronate-4-phosphate dehydrogenase [Bacteroides] 
gi|494935503|ref|WP_007661534.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935504|ref|WP_007661535.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935505|ref|WP_007661536.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935506|ref|WP_007661537.1|	MULTISPECIES: glycosyl transferase [Bacteroides] 
gi|494935507|ref|WP_007661538.1|	MULTISPECIES: glycosyl transferase [Bacteroides] 
gi|494935509|ref|WP_007661540.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935511|ref|WP_007661542.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935513|ref|WP_007661544.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935515|ref|WP_007661546.1|	MULTISPECIES: glycosyltransferase family 1 [Bacteroides] 
gi|494935517|ref|WP_007661548.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935519|ref|WP_007661550.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935521|ref|WP_007661552.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935523|ref|WP_007661554.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935526|ref|WP_007661557.1|	MULTISPECIES: antibiotic ABC transporter ATP-binding protein [Bacteroides] 
gi|494935528|ref|WP_007661559.1|	MULTISPECIES: ribonuclease H [Bacteroides] 
gi|494935530|ref|WP_007661561.1|	MULTISPECIES: nitroreductase [Bacteroides] 
gi|494935531|ref|WP_007661562.1|	MULTISPECIES: shikimate kinase [Bacteroides] 
gi|494935532|ref|WP_007661563.1|	MULTISPECIES: arginine decarboxylase [Bacteroides] 
gi|494935533|ref|WP_007661564.1|	MULTISPECIES: acetylglutamate kinase [Bacteroides] 
gi|494935534|ref|WP_007661565.1|	MULTISPECIES: RNA polymerase sigma70 factor [Bacteroides] 
gi|494935536|ref|WP_007661567.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935538|ref|WP_007661569.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935540|ref|WP_007661571.1|	TonB-linked outer membrane protein [Bacteroides intestinalis] 
gi|494935541|ref|WP_007661572.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935542|ref|WP_007661573.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935543|ref|WP_007661574.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935544|ref|WP_007661575.1|	MULTISPECIES: alpha-amylase [Bacteroides] 
gi|494935545|ref|WP_007661576.1|	MULTISPECIES: alpha-glucosidase [Bacteroides] 
gi|494935546|ref|WP_007661577.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935547|ref|WP_007661578.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935548|ref|WP_007661579.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935549|ref|WP_007661580.1|	membrane protein [Bacteroides intestinalis] 
gi|494935550|ref|WP_007661581.1|	lipase [Bacteroides intestinalis] 
gi|494935551|ref|WP_007661582.1|	glycoside hydrolase family 3 [Bacteroides intestinalis] 
gi|494933711|ref|WP_007659744.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935552|ref|WP_007661583.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935553|ref|WP_007661584.1|	transcription elongation factor NusA [Bacteroides intestinalis] 
gi|494935554|ref|WP_007661585.1|	translation initiation factor IF-2 [Bacteroides intestinalis] 
gi|494935555|ref|WP_007661586.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494399408|ref|WP_007210913.1|	MULTISPECIES: cysteine desulfurase activator complex subunit SufB [Bacteroides] 
gi|494935556|ref|WP_007661587.1|	transporter [Bacteroides intestinalis] 
gi|494935557|ref|WP_007661588.1|	ABC transporter permease [Bacteroides intestinalis] 
gi|494935558|ref|WP_007661589.1|	cysteine desulfurase [Bacteroides intestinalis] 
gi|494935565|ref|WP_007661596.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935567|ref|WP_007661598.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494399392|ref|WP_007210905.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935570|ref|WP_007661601.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935572|ref|WP_007661603.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935573|ref|WP_007661604.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935575|ref|WP_007661606.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494935577|ref|WP_007661608.1|	MULTISPECIES: flotillin [Bacteroides] 
gi|494935579|ref|WP_007661610.1|	LytTR family transcriptional regulator [Bacteroides intestinalis] 
gi|494935580|ref|WP_007661611.1|	membrane protein [Bacteroides intestinalis] 
gi|494935582|ref|WP_007661613.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935584|ref|WP_007661615.1|	histidine kinase [Bacteroides intestinalis] 
gi|494935586|ref|WP_007661617.1|	glycosyl hydrolase family 2 [Bacteroides intestinalis] 
gi|494935588|ref|WP_007661619.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935591|ref|WP_007661622.1|	carbohydrate-binding protein [Bacteroides intestinalis] 
gi|494935593|ref|WP_007661624.1|	TonB-dependent receptor [Bacteroides intestinalis] 
gi|494935595|ref|WP_007661626.1|	glycan metabolism protein RagB [Bacteroides intestinalis] 
gi|494935597|ref|WP_007661628.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935600|ref|WP_007661631.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935602|ref|WP_007661633.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935603|ref|WP_007661634.1|	glycosyl hydrolase family 88 [Bacteroides intestinalis] 
gi|494935604|ref|WP_007661635.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935605|ref|WP_007661636.1|	MULTISPECIES: carbohydrate-binding protein [Bacteroides] 
gi|494935606|ref|WP_007661637.1|	cerebroside-sulfatase [Bacteroides intestinalis] 
gi|494935608|ref|WP_007661639.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935609|ref|WP_007661640.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935611|ref|WP_007661642.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935613|ref|WP_007661644.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935616|ref|WP_007661647.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935617|ref|WP_007661648.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935619|ref|WP_007661650.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935621|ref|WP_007661652.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935623|ref|WP_007661654.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935625|ref|WP_007661656.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935627|ref|WP_007661658.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935628|ref|WP_007661659.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935629|ref|WP_007661660.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935630|ref|WP_007661661.1|	hypothetical protein [Bacteroides intestinalis] 
gi|490419357|ref|WP_004291661.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935631|ref|WP_007661662.1|	hypothetical protein [Bacteroides intestinalis] 
gi|490419355|ref|WP_004291659.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|490419354|ref|WP_004291658.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|494935632|ref|WP_007661663.1|	integrase [Bacteroides intestinalis] 
gi|494935634|ref|WP_007661665.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935636|ref|WP_007661667.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935638|ref|WP_007661669.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935640|ref|WP_007661671.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935641|ref|WP_007661672.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935642|ref|WP_007661673.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935643|ref|WP_007661674.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935644|ref|WP_007661675.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935647|ref|WP_007661678.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935649|ref|WP_007661680.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935651|ref|WP_007661682.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935653|ref|WP_007661684.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935655|ref|WP_007661686.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494400403|ref|WP_007211685.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|494935658|ref|WP_007661689.1|	peptidylprolyl isomerase [Bacteroides intestinalis] 
gi|494935660|ref|WP_007661691.1|	peptidylprolyl isomerase [Bacteroides intestinalis] 
gi|494935662|ref|WP_007661693.1|	NAD-dependent protein deacylase [Bacteroides intestinalis] 
gi|494935664|ref|WP_007661695.1|	glycosyl transferase family 2 [Bacteroides intestinalis] 
gi|494935665|ref|WP_007661696.1|	glycosyl transferase [Bacteroides intestinalis] 
gi|494935669|ref|WP_007661700.1|	glycosyltransferase family 1 [Bacteroides intestinalis] 
gi|494935667|ref|WP_007661698.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935672|ref|WP_007661703.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935674|ref|WP_007661705.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935676|ref|WP_007661707.1|	shikimate 5-dehydrogenase [Bacteroides intestinalis] 
gi|494935677|ref|WP_007661708.1|	acylneuraminate cytidylyltransferase [Bacteroides intestinalis] 
gi|494935678|ref|WP_007661709.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935679|ref|WP_007661710.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935680|ref|WP_007661711.1|	lipopolysaccharide biosynthesis protein [Bacteroides intestinalis] 
gi|494935681|ref|WP_007661712.1|	MULTISPECIES: methionyl-tRNA synthetase [Bacteroides] 
gi|494935682|ref|WP_007661713.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935686|ref|WP_007661717.1|	acyltransferase [Bacteroides intestinalis] 
gi|494935693|ref|WP_007661724.1|	MULTISPECIES: HAD hydrolase [Bacteroides] 
gi|494935695|ref|WP_007661726.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935697|ref|WP_007661728.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935698|ref|WP_007661729.1|	MULTISPECIES: ATPase [Bacteroides] 
gi|494935700|ref|WP_007661731.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935702|ref|WP_007661733.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935704|ref|WP_007661735.1|	radical SAM protein [Bacteroides intestinalis] 
gi|494935706|ref|WP_007661737.1|	CoA ligase [Bacteroides intestinalis] 
gi|494935708|ref|WP_007661739.1|	histidine kinase [Bacteroides intestinalis] 
gi|494935711|ref|WP_007661742.1|	alpha-N-acetylglucosaminidase [Bacteroides intestinalis] 
gi|494935713|ref|WP_007661744.1|	membrane protein [Bacteroides intestinalis] 
gi|494935714|ref|WP_007661745.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935715|ref|WP_007661746.1|	glycoside hydrolase [Bacteroides intestinalis] 
gi|494935716|ref|WP_007661747.1|	histidine acid phosphatase [Bacteroides intestinalis] 
gi|494935717|ref|WP_007661748.1|	DNA-binding protein [Bacteroides intestinalis] 
gi|494935718|ref|WP_007661749.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935719|ref|WP_007661750.1|	alpha-1,2-mannosidase [Bacteroides intestinalis] 
gi|494935720|ref|WP_007661751.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935723|ref|WP_007661754.1|	MULTISPECIES: TonB-dependent receptor [Bacteroides] 
gi|494935724|ref|WP_007661755.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935725|ref|WP_007661756.1|	MULTISPECIES: magnesium chelatase [Bacteroides] 
gi|494935726|ref|WP_007661757.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935727|ref|WP_007661758.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935728|ref|WP_007661759.1|	MULTISPECIES: integrase [Bacteroides] 
gi|494935729|ref|WP_007661760.1|	MULTISPECIES: 3-dehydroquinate dehydratase [Bacteroides] 
gi|494935730|ref|WP_007661761.1|	MULTISPECIES: pyruvate kinase [Bacteroides] 
gi|494935731|ref|WP_007661762.1|	O-methyltransferase [Bacteroides intestinalis] 
gi|494935732|ref|WP_007661763.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935734|ref|WP_007661765.1|	MULTISPECIES: sensor histidine kinase [Bacteroides] 
gi|494935736|ref|WP_007661767.1|	ribosome-binding factor A [Bacteroides intestinalis] 
gi|494935738|ref|WP_007661769.1|	membrane protein [Bacteroides intestinalis] 
gi|494935740|ref|WP_007661771.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935742|ref|WP_007661773.1|	Tat pathway signal protein [Bacteroides intestinalis] 
gi|494935745|ref|WP_007661776.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935747|ref|WP_007661778.1|	hisitidine kinase [Bacteroides intestinalis] 
gi|494935749|ref|WP_007661780.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935750|ref|WP_007661781.1|	collagen-binding protein [Bacteroides intestinalis] 
gi|494935751|ref|WP_007661782.1|	membrane protein [Bacteroides intestinalis] 
gi|494935752|ref|WP_007661783.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935753|ref|WP_007661784.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935754|ref|WP_007661785.1|	hisitidine kinase [Bacteroides intestinalis] 
gi|494935756|ref|WP_007661787.1|	alpha-rhamnosidase [Bacteroides intestinalis] 
gi|494935757|ref|WP_007661788.1|	MULTISPECIES: TonB-dependent receptor [Bacteroides] 
gi|494935759|ref|WP_007661790.1|	membrane protein [Bacteroides intestinalis] 
gi|494935761|ref|WP_007661792.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935763|ref|WP_007661794.1|	polygalacturonase [Bacteroides intestinalis] 
gi|494935765|ref|WP_007661796.1|	glycoside hydrolase family 2 [Bacteroides intestinalis] 
gi|494935767|ref|WP_007661798.1|	beta-mannosidase [Bacteroides intestinalis] 
gi|494935768|ref|WP_007661799.1|	MULTISPECIES: glycoside hydrolase [Bacteroides] 
gi|494935771|ref|WP_007661802.1|	polygalacturonase [Bacteroides intestinalis] 
gi|494935778|ref|WP_007661809.1|	alpha-galactosidase [Bacteroides intestinalis] 
gi|494935779|ref|WP_007661810.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935780|ref|WP_007661811.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935781|ref|WP_007661812.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935785|ref|WP_007661816.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935787|ref|WP_007661818.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935789|ref|WP_007661820.1|	xylosidase [Bacteroides intestinalis] 
gi|494935791|ref|WP_007661822.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935793|ref|WP_007661824.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935795|ref|WP_007661826.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935797|ref|WP_007661828.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935809|ref|WP_007661840.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935810|ref|WP_007661841.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935812|ref|WP_007661843.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935813|ref|WP_007661844.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935817|ref|WP_007661848.1|	TonB-linked outer membrane protein [Bacteroides intestinalis] 
gi|494935828|ref|WP_007661859.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935829|ref|WP_007661860.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935831|ref|WP_007661862.1|	MFS transporter [Bacteroides intestinalis] 
gi|494935832|ref|WP_007661863.1|	transcriptional regulator [Bacteroides intestinalis] 
gi|494935833|ref|WP_007661864.1|	membrane protein [Bacteroides intestinalis] 
gi|494935834|ref|WP_007661865.1|	S-adenosyl-L-homocysteine hydrolase [Bacteroides intestinalis] 
gi|494935836|ref|WP_007661867.1|	MULTISPECIES: histidine kinase [Bacteroides] 
gi|494935837|ref|WP_007661868.1|	MULTISPECIES: AMP-binding protein [Bacteroides] 
gi|494935838|ref|WP_007661869.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|494935839|ref|WP_007661870.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935840|ref|WP_007661871.1|	glycerophosphodiester phosphodiesterase [Bacteroides intestinalis] 
gi|494935841|ref|WP_007661872.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935842|ref|WP_007661873.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935844|ref|WP_007661875.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935850|ref|WP_007661881.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935852|ref|WP_007661883.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935853|ref|WP_007661884.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935859|ref|WP_007661890.1|	collagen-binding protein [Bacteroides intestinalis] 
gi|494935861|ref|WP_007661892.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935864|ref|WP_007661895.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935866|ref|WP_007661897.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935867|ref|WP_007661898.1|	ATP-binding protein [Bacteroides intestinalis] 
gi|494935869|ref|WP_007661900.1|	MULTISPECIES: 30S ribosomal protein S15 [Bacteroides] 
gi|494935871|ref|WP_007661902.1|	GTP-binding protein TypA [Bacteroides intestinalis] 
gi|494935872|ref|WP_007661903.1|	NADH dehydrogenase [Bacteroides intestinalis] 
gi|494935873|ref|WP_007661904.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935874|ref|WP_007661905.1|	phosphoenolpyruvate carboxykinase [Bacteroides intestinalis] 
gi|494935875|ref|WP_007661906.1|	MULTISPECIES: uracil phosphoribosyltransferase [Bacteroides] 
gi|494935878|ref|WP_007661909.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935880|ref|WP_007661911.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935881|ref|WP_007661912.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935882|ref|WP_007661913.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935883|ref|WP_007661914.1|	proline dehydrogenase [Bacteroides intestinalis] 
gi|494935884|ref|WP_007661915.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935886|ref|WP_007661917.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935889|ref|WP_007661920.1|	2-oxoacid ferredoxin oxidoreductase subunit beta [Bacteroides intestinalis] 
gi|494935891|ref|WP_007661922.1|	MFS transporter [Bacteroides intestinalis] 
gi|494935893|ref|WP_007661924.1|	preprotein translocase subunit SecD [Bacteroides intestinalis] 
gi|494935895|ref|WP_007661926.1|	peptidase M3 [Bacteroides intestinalis] 
gi|494935897|ref|WP_007661928.1|	endonuclease [Bacteroides intestinalis] 
gi|494935899|ref|WP_007661930.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935901|ref|WP_007661932.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494935903|ref|WP_007661934.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|494935905|ref|WP_007661936.1|	arginyl-tRNA synthetase [Bacteroides intestinalis] 
gi|494935907|ref|WP_007661938.1|	DNA topoisomerase I [Bacteroides intestinalis] 
gi|494935909|ref|WP_007661940.1|	TonB-denpendent receptor [Bacteroides intestinalis] 
gi|494935910|ref|WP_007661941.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935911|ref|WP_007661942.1|	MULTISPECIES: DNA mismatch repair protein MutT [Bacteroides] 
gi|494935912|ref|WP_007661943.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935913|ref|WP_007661944.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935914|ref|WP_007661945.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935915|ref|WP_007661946.1|	exonuclease [Bacteroides intestinalis] 
gi|494935918|ref|WP_007661949.1|	MULTISPECIES: inositol monophosphatase [Bacteroides] 
gi|494935920|ref|WP_007661951.1|	MULTISPECIES: amidophosphoribosyltransferase [Bacteroides] 
gi|494935923|ref|WP_007661954.1|	sugar kinase [Bacteroides intestinalis] 
gi|494935925|ref|WP_007661956.1|	peptidase S41 [Bacteroides intestinalis] 
gi|494935927|ref|WP_007661958.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935941|ref|WP_007661972.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935942|ref|WP_007661973.1|	beta-D-glucoside glucohydrolase [Bacteroides intestinalis] 
gi|494935943|ref|WP_007661974.1|	membrane protein [Bacteroides intestinalis] 
gi|494935944|ref|WP_007661975.1|	membrane protein [Bacteroides intestinalis] 
gi|494935945|ref|WP_007661976.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935946|ref|WP_007661977.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935947|ref|WP_007661978.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935948|ref|WP_007661979.1|	endonuclease [Bacteroides intestinalis] 
gi|494935949|ref|WP_007661980.1|	sulfatase [Bacteroides intestinalis] 
gi|494935950|ref|WP_007661981.1|	endo-1,4-beta-xylanase [Bacteroides intestinalis] 
gi|494935951|ref|WP_007661982.1|	phospholipase [Bacteroides intestinalis] 
gi|494935952|ref|WP_007661983.1|	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase [Bacteroides intestinalis] 
gi|494935953|ref|WP_007661984.1|	phosphoribosylaminoimidazole carboxylase [Bacteroides intestinalis] 
gi|494935954|ref|WP_007661985.1|	glycine cleavage system protein H [Bacteroides intestinalis] 
gi|494935955|ref|WP_007661986.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494935956|ref|WP_007661987.1|	RNA polymerase sigma54 factor [Bacteroides intestinalis] 
gi|494935957|ref|WP_007661988.1|	Xaa-Pro aminopeptidase [Bacteroides intestinalis] 
gi|494935958|ref|WP_007661989.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935959|ref|WP_007661990.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935960|ref|WP_007661991.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494935961|ref|WP_007661992.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935962|ref|WP_007661993.1|	MULTISPECIES: ABC transporter ATP-binding protein [Bacteroides] 
gi|494935963|ref|WP_007661994.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935964|ref|WP_007661995.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935965|ref|WP_007661996.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935966|ref|WP_007661997.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935967|ref|WP_007661998.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935968|ref|WP_007661999.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935969|ref|WP_007662000.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935970|ref|WP_007662001.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935971|ref|WP_007662002.1|	sensor histidine kinase [Bacteroides intestinalis] 
gi|494935972|ref|WP_007662003.1|	MULTISPECIES: ATPase AAA [Bacteroides] 
gi|494935973|ref|WP_007662004.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935974|ref|WP_007662005.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935975|ref|WP_007662006.1|	ATPase [Bacteroides intestinalis] 
gi|494935976|ref|WP_007662007.1|	haloacid dehalogenase [Bacteroides intestinalis] 
gi|494935977|ref|WP_007662008.1|	MULTISPECIES: haloacid dehalogenase [Bacteroides] 
gi|494935978|ref|WP_007662009.1|	MULTISPECIES: riboflavin kinase [Bacteroides] 
gi|494935979|ref|WP_007662010.1|	MULTISPECIES: protease [Bacteroides] 
gi|494935980|ref|WP_007662011.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935981|ref|WP_007662012.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935982|ref|WP_007662013.1|	MULTISPECIES: XRE family transcriptional regulator [Bacteroides] 
gi|494935983|ref|WP_007662014.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935984|ref|WP_007662015.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935985|ref|WP_007662016.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935986|ref|WP_007662017.1|	Fe-S metabolism protein SufE [Bacteroides intestinalis] 
gi|494935987|ref|WP_007662018.1|	glutamine cyclotransferase [Bacteroides intestinalis] 
gi|494935988|ref|WP_007662019.1|	MULTISPECIES: peptidase U61 [Bacteroides] 
gi|494935989|ref|WP_007662020.1|	MULTISPECIES: phosphate butyryltransferase [Bacteroides] 
gi|494935990|ref|WP_007662021.1|	MULTISPECIES: butyrate kinase [Bacteroides] 
gi|494935991|ref|WP_007662022.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494935993|ref|WP_007662024.1|	MULTISPECIES: TonB-linked outer membrane protein [Bacteroides] 
gi|494935995|ref|WP_007662026.1|	MULTISPECIES: anti-sigma factor [Bacteroides] 
gi|494935997|ref|WP_007662028.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494935999|ref|WP_007662030.1|	MULTISPECIES: RNA polymerase sigma70 factor [Bacteroides] 
gi|494936001|ref|WP_007662032.1|	polynucleotide phosphorylase [Bacteroides intestinalis] 
gi|494936003|ref|WP_007662034.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494936006|ref|WP_007662037.1|	MULTISPECIES: transcription elongation factor GreA [Bacteroides] 
gi|494936008|ref|WP_007662039.1|	MULTISPECIES: HIT family hydrolase [Bacteroides] 
gi|494936009|ref|WP_007662040.1|	MULTISPECIES: mannose-1-phosphate guanylyltransferase [Bacteroides] 
gi|494936011|ref|WP_007662042.1|	hypothetical protein [Bacteroides intestinalis] 
gi|490439668|ref|WP_004310673.1|	MULTISPECIES: transcriptional regulator [Bacteroidales] 
gi|494936018|ref|WP_007662049.1|	mobilization protein [Bacteroides intestinalis] 
