gi|492370216|ref|WP_005823520.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379147|ref|WP_005825870.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379149|ref|WP_005825871.1|	LuxR family transcriptional regulator [Bacteroides uniformis] 
gi|492379154|ref|WP_005825874.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379156|ref|WP_005825875.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379158|ref|WP_005825876.1|	RNA polymerase sigma70 factor [Bacteroides uniformis] 
gi|492379160|ref|WP_005825877.1|	MULTISPECIES: acetylglutamate kinase [Bacteroides] 
gi|492379162|ref|WP_005825878.1|	MULTISPECIES: arginine decarboxylase [Bacteroides] 
gi|492379166|ref|WP_005825881.1|	MULTISPECIES: shikimate kinase [Bacteroides] 
gi|492379169|ref|WP_005825883.1|	nitroreductase [Bacteroides uniformis] 
gi|492379171|ref|WP_005825884.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379174|ref|WP_005825886.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379176|ref|WP_005825887.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379179|ref|WP_005825889.1|	transposase [Bacteroides uniformis] 
gi|492379181|ref|WP_005825891.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379184|ref|WP_005825893.1|	ribonuclease H [Bacteroides uniformis] 
gi|492379186|ref|WP_005825894.1|	MULTISPECIES: sugar phosphate isomerase [Bacteroides] 
gi|492379190|ref|WP_005825897.1|	MULTISPECIES: glycosyl hydrolase [Bacteroides] 
gi|492379194|ref|WP_005825899.1|	MULTISPECIES: oxidoreductase [Bacteroides] 
gi|492379199|ref|WP_005825902.1|	oxidoreductase [Bacteroides uniformis] 
gi|492379201|ref|WP_005825904.1|	MULTISPECIES: antibiotic ABC transporter ATP-binding protein [Bacteroides] 
gi|492379203|ref|WP_005825905.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379207|ref|WP_005825907.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379210|ref|WP_005825909.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379214|ref|WP_005825912.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379219|ref|WP_005825915.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379222|ref|WP_005825917.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379226|ref|WP_005825919.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379230|ref|WP_005825921.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379237|ref|WP_005825925.1|	MULTISPECIES: glycosyltransferase family 2 [Bacteroides] 
gi|492379242|ref|WP_005825928.1|	MULTISPECIES: glycosyltransferase family 1 [Bacteroides] 
gi|492379246|ref|WP_005825931.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379248|ref|WP_005825933.1|	glycosyl transferase [Bacteroides uniformis] 
gi|492379252|ref|WP_005825937.1|	MULTISPECIES: glycosyl transferase [Bacteroides] 
gi|492379254|ref|WP_005825939.1|	MULTISPECIES: lipopolysaccharide biosynthesis protein [Bacteroides] 
gi|492379256|ref|WP_005825941.1|	MULTISPECIES: glycosyltransferase family 2 [Bacteroides] 
gi|492379258|ref|WP_005825943.1|	MULTISPECIES: CDP-glycerol glycerophosphotransferase [Bacteroides] 
gi|492379261|ref|WP_005825946.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379263|ref|WP_005825948.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379264|ref|WP_005825949.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379265|ref|WP_005825950.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379266|ref|WP_005825951.1|	phosphoheptose isomerase [Bacteroides uniformis] 
gi|492379267|ref|WP_005825952.1|	D,D-heptose 1,7-bisphosphate phosphatase [Bacteroides uniformis] 
gi|492379268|ref|WP_005825953.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379270|ref|WP_005825955.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379272|ref|WP_005825957.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379274|ref|WP_005825959.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379276|ref|WP_005825961.1|	MULTISPECIES: LicD [Bacteroides] 
gi|492379278|ref|WP_005825963.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379281|ref|WP_005825966.1|	aspartate aminotransferase [Bacteroides uniformis] 
gi|492379283|ref|WP_005825968.1|	mannosyltransferase [Bacteroides uniformis] 
gi|492379285|ref|WP_005825970.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379286|ref|WP_005825971.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379288|ref|WP_005825973.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379290|ref|WP_005825975.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379292|ref|WP_005825977.1|	MULTISPECIES: erythronate-4-phosphate dehydrogenase [Bacteroides] 
gi|492379295|ref|WP_005825980.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379297|ref|WP_005825982.1|	phosphoribosylglycinamide formyltransferase [Bacteroides uniformis] 
gi|490419666|ref|WP_004291965.1|	MULTISPECIES: acyl carrier protein [Bacteroides] 
gi|492379299|ref|WP_005825984.1|	MULTISPECIES: 3-oxoacyl-ACP synthase [Bacteroides] 
gi|492379301|ref|WP_005825986.1|	ribonuclease [Bacteroides uniformis] 
gi|492379304|ref|WP_005825989.1|	6-phosphofructokinase [Bacteroides uniformis] 
gi|492379305|ref|WP_005825990.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379308|ref|WP_005825993.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379310|ref|WP_005825995.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379312|ref|WP_005825997.1|	thiouridylase [Bacteroides uniformis] 
gi|492379314|ref|WP_005825999.1|	cysteinyl-tRNA synthetase [Bacteroides uniformis] 
gi|492379316|ref|WP_005826001.1|	phospholipase [Bacteroides uniformis] 
gi|492379317|ref|WP_005826002.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379320|ref|WP_005826005.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379322|ref|WP_005826007.1|	MULTISPECIES: glucuronyl hydrolase [Bacteroides] 
gi|492379324|ref|WP_005826009.1|	MULTISPECIES: phenylacetic acid degradation protein [Bacteroides] 
gi|492379326|ref|WP_005826011.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379328|ref|WP_005826013.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379330|ref|WP_005826015.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379332|ref|WP_005826017.1|	hemolysin D [Bacteroides uniformis] 
gi|492379334|ref|WP_005826019.1|	multidrug transporter AcrB [Bacteroides uniformis] 
gi|492379336|ref|WP_005826021.1|	multidrug transporter [Bacteroides uniformis] 
gi|492379338|ref|WP_005826023.1|	UDP-N-acetylglucosamine acyltransferase [Bacteroides uniformis] 
gi|492379340|ref|WP_005826025.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379342|ref|WP_005826027.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379344|ref|WP_005826029.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379346|ref|WP_005826031.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379348|ref|WP_005826033.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379349|ref|WP_005826034.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379350|ref|WP_005826035.1|	chemotaxis protein CheY [Bacteroides uniformis] 
gi|492379351|ref|WP_005826036.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379352|ref|WP_005826037.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379353|ref|WP_005826038.1|	TonB-linked outer membrane protein [Bacteroides uniformis] 
gi|492379356|ref|WP_005826041.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492379357|ref|WP_005826042.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379358|ref|WP_005826043.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379359|ref|WP_005826044.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379360|ref|WP_005826045.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379361|ref|WP_005826046.1|	MULTISPECIES: dihydrouridine synthase [Bacteroides] 
gi|492379362|ref|WP_005826047.1|	chondroitinase [Bacteroides uniformis] 
gi|492379364|ref|WP_005826049.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379366|ref|WP_005826051.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379368|ref|WP_005826053.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379369|ref|WP_005826054.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379370|ref|WP_005826055.1|	MULTISPECIES: dihydrodipicolinate reductase [Bacteroides] 
gi|492379372|ref|WP_005826057.1|	MULTISPECIES: signal peptidase [Bacteroides] 
gi|492379373|ref|WP_005826058.1|	MULTISPECIES: signal peptidase [Bacteroides] 
gi|492379375|ref|WP_005826060.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379377|ref|WP_005826062.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379378|ref|WP_005826063.1|	dioxygenase [Bacteroides uniformis] 
gi|492379383|ref|WP_005826068.1|	MULTISPECIES: mannonate dehydratase [Bacteroides] 
gi|492379384|ref|WP_005826069.1|	MULTISPECIES: aquaporin [Bacteroides] 
gi|492379385|ref|WP_005826070.1|	glycosyl hydrolase family 3 [Bacteroides uniformis] 
gi|492379386|ref|WP_005826071.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379387|ref|WP_005826072.1|	glycosyl hydrolase family 5 [Bacteroides uniformis] 
gi|492379389|ref|WP_005826074.1|	transcriptional regulator [Bacteroides uniformis] 
gi|492379390|ref|WP_005826075.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379392|ref|WP_005826077.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379394|ref|WP_005826079.1|	zinc protease [Bacteroides uniformis] 
gi|492379396|ref|WP_005826081.1|	sigma factor regulator FecR [Bacteroides uniformis] 
gi|492379405|ref|WP_005826090.1|	fructokinase [Bacteroides uniformis] 
gi|492379407|ref|WP_005826092.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379410|ref|WP_005826095.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379412|ref|WP_005826097.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492379414|ref|WP_005826099.1|	tyrosine phosphatase [Bacteroides uniformis] 
gi|492379415|ref|WP_005826100.1|	DEAD/DEAH box helicase [Bacteroides uniformis] 
gi|492379416|ref|WP_005826101.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379418|ref|WP_005826103.1|	MULTISPECIES: DNA polymerase sliding clamp subunit [Bacteroides] 
gi|492379419|ref|WP_005826104.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|492379420|ref|WP_005826105.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379421|ref|WP_005826106.1|	MULTISPECIES: alkyl hydroperoxide reductase [Bacteroides] 
gi|492379424|ref|WP_005826109.1|	NADH dehydrogenase [Bacteroides uniformis] 
gi|492379425|ref|WP_005826110.1|	hypothetical protein [Bacteroides uniformis] 
gi|492379427|ref|WP_005826112.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492380428|ref|WP_005826113.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492380434|ref|WP_005826114.1|	MULTISPECIES: polysaccharide biosynthesis protein [Bacteroides] 
gi|492380437|ref|WP_005826115.1|	MULTISPECIES: Holliday junction DNA helicase RuvB [Bacteroides] 
gi|492381440|ref|WP_005826117.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381442|ref|WP_005826118.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381443|ref|WP_005826119.1|	MULTISPECIES: TonB-dependent receptor [Bacteroides] 
gi|492381445|ref|WP_005826120.1|	MULTISPECIES: multidrug DMT transporter permease [Bacteroides] 
gi|492381447|ref|WP_005826121.1|	MULTISPECIES: ribokinase [Bacteroides] 
gi|492381449|ref|WP_005826122.1|	ribokinase [Bacteroides uniformis] 
gi|492381451|ref|WP_005826123.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381452|ref|WP_005826124.1|	DNA alkylation repair protein [Bacteroides uniformis] 
gi|492381454|ref|WP_005826125.1|	aminopeptidase [Bacteroides uniformis] 
gi|492381456|ref|WP_005826127.1|	membrane protein [Bacteroides uniformis] 
gi|492381459|ref|WP_005826129.1|	MULTISPECIES: rRNA maturation factor [Bacteroides] 
gi|492381462|ref|WP_005826131.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381465|ref|WP_005826133.1|	aldose 1-epimerase [Bacteroides uniformis] 
gi|492381469|ref|WP_005826135.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381471|ref|WP_005826137.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381475|ref|WP_005826139.1|	alpha-rhamnosidase [Bacteroides uniformis] 
gi|492381479|ref|WP_005826142.1|	MULTISPECIES: arabinan endo-1,5-alpha-L-arabinosidase [Bacteroides] 
gi|492381483|ref|WP_005826144.1|	endo-1,4-beta-xylanase [Bacteroides uniformis] 
gi|492381487|ref|WP_005826146.1|	MULTISPECIES: endo-1,4-beta-xylanase [Bacteroides] 
gi|492381489|ref|WP_005826148.1|	glycoside hydrolase [Bacteroides uniformis] 
gi|492381492|ref|WP_005826150.1|	MULTISPECIES: starch-binding protein [Bacteroides] 
gi|492381496|ref|WP_005826152.1|	collagen-binding protein [Bacteroides uniformis] 
gi|492381500|ref|WP_005826155.1|	sensor histidine kinase [Bacteroides uniformis] 
gi|492381502|ref|WP_005826156.1|	MULTISPECIES: beta-galactosidase [Bacteroides] 
gi|492381505|ref|WP_005826158.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381508|ref|WP_005826159.1|	glycan metabolism protein RagB [Bacteroides uniformis] 
gi|492381511|ref|WP_005826161.1|	TonB-linked outer membrane protein [Bacteroides uniformis] 
gi|492381516|ref|WP_005826164.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381518|ref|WP_005826165.1|	MULTISPECIES: tRNA uridine 5-carboxymethylaminomethyl modification protein [Bacteroides] 
gi|492381521|ref|WP_005826167.1|	MULTISPECIES: adenine phosphoribosyltransferase [Bacteroides] 
gi|492381524|ref|WP_005826169.1|	excinuclease ABC subunit C [Bacteroides uniformis] 
gi|492381527|ref|WP_005826171.1|	MULTISPECIES: D-tyrosyl-tRNA(Tyr) deacylase [Bacteroides] 
gi|492381530|ref|WP_005826173.1|	MULTISPECIES: pyrophosphatase [Bacteroides] 
gi|492381532|ref|WP_005826174.1|	deoxyribose-phosphate aldolase [Bacteroides uniformis] 
gi|492381535|ref|WP_005826176.1|	octaprenyl-diphosphate synthase [Bacteroides uniformis] 
gi|492381538|ref|WP_005826178.1|	DNA polymerase I [Bacteroides uniformis] 
gi|492381541|ref|WP_005826180.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381544|ref|WP_005826182.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381546|ref|WP_005826183.1|	phosphohydrolase [Bacteroides uniformis] 
gi|492381548|ref|WP_005826184.1|	hypothetical protein [Bacteroides uniformis] 
gi|492233136|ref|WP_005783307.1|	MULTISPECIES: hydrolase [Bacteroides] 
gi|492381568|ref|WP_005826188.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381570|ref|WP_005826189.1|	MULTISPECIES: 2-isopropylmalate synthase [Bacteroides] 
gi|492381573|ref|WP_005826191.1|	MULTISPECIES: 3-isopropylmalate dehydratase large subunit [Bacteroides] 
gi|492381576|ref|WP_005826193.1|	MULTISPECIES: 3-isopropylmalate dehydratase small subunit [Bacteroides] 
gi|492381579|ref|WP_005826194.1|	MULTISPECIES: 2-isopropylmalate synthase [Bacteroides] 
gi|492381581|ref|WP_005826195.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381583|ref|WP_005826196.1|	MULTISPECIES: 3-isopropylmalate dehydrogenase [Bacteroides] 
gi|492381585|ref|WP_005826197.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381587|ref|WP_005826198.1|	cysteine synthase [Bacteroides uniformis] 
gi|492381589|ref|WP_005826199.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381593|ref|WP_005826201.1|	ATP-dependent DNA helicase RecQ [Bacteroides uniformis] 
gi|492381598|ref|WP_005826204.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381602|ref|WP_005826207.1|	MULTISPECIES: AraC family transcriptional regulator [Bacteroides] 
gi|492381606|ref|WP_005826209.1|	MULTISPECIES: dihydrofolate reductase [Bacteroides] 
gi|492381611|ref|WP_005826212.1|	MULTISPECIES: peptidase [Bacteroides] 
gi|492381615|ref|WP_005826214.1|	MULTISPECIES: iron transporter [Bacteroides] 
gi|492381618|ref|WP_005826216.1|	MULTISPECIES: adenylosuccinate synthetase [Bacteroides] 
gi|492381622|ref|WP_005826218.1|	MULTISPECIES: alpha-L-fucosidase [Bacteroides] 
gi|492381625|ref|WP_005826220.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381629|ref|WP_005826222.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492381633|ref|WP_005826225.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381636|ref|WP_005826227.1|	transglutaminase [Bacteroides uniformis] 
gi|492381639|ref|WP_005826229.1|	MULTISPECIES: histidyl-tRNA synthase [Bacteroides] 
gi|492381642|ref|WP_005826231.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381646|ref|WP_005826233.1|	MULTISPECIES: (4Fe-4S)-binding protein [Bacteroides] 
gi|492381652|ref|WP_005826236.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490417796|ref|WP_004290132.1|	MULTISPECIES: molecular chaperone GroES [Bacteroides] 
gi|492381658|ref|WP_005826239.1|	MULTISPECIES: molecular chaperone GroEL [Bacteroides] 
gi|492381663|ref|WP_005826242.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381667|ref|WP_005826244.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381671|ref|WP_005826246.1|	threonine aldolase [Bacteroides uniformis] 
gi|492381676|ref|WP_005826249.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381682|ref|WP_005826253.1|	MULTISPECIES: molecular chaperone DnaJ [Bacteroides] 
gi|492381685|ref|WP_005826254.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381688|ref|WP_005826255.1|	MULTISPECIES: transposase [Bacteroides] 
gi|492381690|ref|WP_005826256.1|	MULTISPECIES: acyl-CoA dehydrogenase [Bacteroides] 
gi|492381692|ref|WP_005826257.1|	MULTISPECIES: energry transducer TonB [Bacteroides] 
gi|492381697|ref|WP_005826260.1|	MULTISPECIES: electron transfer flavoprotein subunit alpha [Bacteroides] 
gi|492381700|ref|WP_005826262.1|	MULTISPECIES: electron transfer flavoprotein subunit beta [Bacteroides] 
gi|492381703|ref|WP_005826264.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381706|ref|WP_005826266.1|	MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase [Bacteroides] 
gi|492381710|ref|WP_005826268.1|	MULTISPECIES: aminopeptidase [Bacteroides] 
gi|492381713|ref|WP_005826270.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381716|ref|WP_005826272.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381720|ref|WP_005826274.1|	collagen-binding protein [Bacteroides uniformis] 
gi|492381723|ref|WP_005826276.1|	starch-binding protein [Bacteroides uniformis] 
gi|492381726|ref|WP_005826278.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381729|ref|WP_005826280.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381732|ref|WP_005826282.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381735|ref|WP_005826283.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381737|ref|WP_005826284.1|	2,6-beta-D-fructofuranosidase [Bacteroides uniformis] 
gi|492381739|ref|WP_005826285.1|	major facilitator transporter [Bacteroides uniformis] 
gi|492381742|ref|WP_005826286.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381748|ref|WP_005826288.1|	MULTISPECIES: 2-dehydro-3-deoxygluconokinase [Bacteroides] 
gi|492381750|ref|WP_005826289.1|	sensor histidine kinase [Bacteroides uniformis] 
gi|492381752|ref|WP_005826290.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381754|ref|WP_005826291.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381756|ref|WP_005826292.1|	MULTISPECIES: ATPase AAA [Bacteroides] 
gi|492381759|ref|WP_005826294.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381761|ref|WP_005826295.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381764|ref|WP_005826296.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381767|ref|WP_005826297.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492381769|ref|WP_005826298.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381771|ref|WP_005826299.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381773|ref|WP_005826300.1|	MULTISPECIES: XRE family transcriptional regulator [Bacteroides] 
gi|492381777|ref|WP_005826303.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381779|ref|WP_005826304.1|	energry transducer TonB [Bacteroides uniformis] 
gi|492381781|ref|WP_005826305.1|	excinuclease ABC subunit A [Bacteroides uniformis] 
gi|492381783|ref|WP_005826306.1|	histidine kinase [Bacteroides uniformis] 
gi|492381785|ref|WP_005826307.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381788|ref|WP_005826308.1|	chromate transporter [Bacteroides uniformis] 
gi|492381791|ref|WP_005826309.1|	MULTISPECIES: chromate transporter [Bacteroides] 
gi|492381794|ref|WP_005826311.1|	sensor histidine kinase [Bacteroides uniformis] 
gi|492381796|ref|WP_005826312.1|	phosphoribosylformylglycinamidine synthase [Bacteroides uniformis] 
gi|492381798|ref|WP_005826313.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381800|ref|WP_005826314.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381803|ref|WP_005826316.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381805|ref|WP_005826317.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381807|ref|WP_005826318.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381810|ref|WP_005826319.1|	MULTISPECIES: dTDP-4-dehydrorhamnose reductase [Bacteroides] 
gi|492381812|ref|WP_005826320.1|	MULTISPECIES: peptide chain release factor 3 [Bacteroides] 
gi|492381814|ref|WP_005826321.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381818|ref|WP_005826323.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381819|ref|WP_005826324.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381820|ref|WP_005826325.1|	DNA-binding protein [Bacteroides uniformis] 
gi|492381823|ref|WP_005826326.1|	MULTISPECIES: oxaloacetate decarboxylase [Bacteroides] 
gi|492381826|ref|WP_005826327.1|	MULTISPECIES: oxaloacetate decarboxylase [Bacteroides] 
gi|492381829|ref|WP_005826328.1|	MULTISPECIES: glutaconyl-CoA decarboxylase subunit beta [Bacteroides] 
gi|492381832|ref|WP_005826330.1|	transporter [Bacteroides uniformis] 
gi|492381833|ref|WP_005826331.1|	multidrug transporter AcrB [Bacteroides uniformis] 
gi|492381836|ref|WP_005826332.1|	MULTISPECIES: hemolysin D [Bacteroides] 
gi|492381839|ref|WP_005826333.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381841|ref|WP_005826334.1|	MULTISPECIES: maltose phosphorylase [Bacteroides] 
gi|492381843|ref|WP_005826335.1|	major facilitator transporter [Bacteroides uniformis] 
gi|492381845|ref|WP_005826336.1|	LacI family transcription regulator [Bacteroides uniformis] 
gi|492381847|ref|WP_005826337.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381852|ref|WP_005826340.1|	beta-galactosidase [Bacteroides uniformis] 
gi|492381854|ref|WP_005826341.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381857|ref|WP_005826342.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381860|ref|WP_005826343.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381862|ref|WP_005826344.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381865|ref|WP_005826345.1|	membrane protein [Bacteroides uniformis] 
gi|492381868|ref|WP_005826347.1|	membrane protein [Bacteroides uniformis] 
gi|492381871|ref|WP_005826349.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381873|ref|WP_005826350.1|	MULTISPECIES: alpha-amylase [Bacteroides] 
gi|492381875|ref|WP_005826351.1|	alpha-amylase [Bacteroides uniformis] 
gi|492381877|ref|WP_005826352.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381880|ref|WP_005826353.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381882|ref|WP_005826354.1|	MULTISPECIES: NAD(P)H nitroreductase [Bacteroides] 
gi|492381885|ref|WP_005826356.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492381888|ref|WP_005826357.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381890|ref|WP_005826358.1|	MULTISPECIES: 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase [Bacteroides] 
gi|492381893|ref|WP_005826359.1|	septum formation protein Maf [Bacteroides uniformis] 
gi|492381896|ref|WP_005826360.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381899|ref|WP_005826362.1|	MULTISPECIES: porin [Bacteroides] 
gi|492381904|ref|WP_005826366.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381908|ref|WP_005826368.1|	MULTISPECIES: phosphoglycerate kinase [Bacteroides] 
gi|492381910|ref|WP_005826369.1|	MULTISPECIES: endonuclease III [Bacteroides] 
gi|492381913|ref|WP_005826370.1|	MULTISPECIES: major facilitator transporter [Bacteroides] 
gi|492381915|ref|WP_005826371.1|	MULTISPECIES: phenylalanyl-tRNA synthetase subunit alpha [Bacteroides] 
gi|492381920|ref|WP_005826373.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381922|ref|WP_005826374.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381925|ref|WP_005826375.1|	MULTISPECIES: TonB-linked outer membrane protein [Bacteroides] 
gi|492381927|ref|WP_005826376.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492381929|ref|WP_005826377.1|	MULTISPECIES: major facilitator transporter [Bacteroides] 
gi|492381931|ref|WP_005826378.1|	urea transporter [Bacteroides uniformis] 
gi|492381933|ref|WP_005826379.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492381936|ref|WP_005826381.1|	MULTISPECIES: Holliday junction resolvase [Bacteroides] 
gi|492381938|ref|WP_005826382.1|	pullulanase [Bacteroides uniformis] 
gi|492381941|ref|WP_005826384.1|	molybdenum ABC transporter ATP-binding protein [Bacteroides uniformis] 
gi|492381943|ref|WP_005826385.1|	MULTISPECIES: transaldolase [Bacteroides] 
gi|492381945|ref|WP_005826386.1|	sulfatase [Bacteroides uniformis] 
gi|492381947|ref|WP_005826387.1|	MULTISPECIES: phospholipid phosphatase [Bacteroides] 
gi|492381949|ref|WP_005826388.1|	hypothetical protein [Bacteroides uniformis] 
gi|492381951|ref|WP_005826389.1|	hypothetical protein [Bacteroides uniformis] 
