gi|491563919|ref|WP_005421505.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491565558|ref|WP_005423143.1|	ATPase [[Ruminococcus] obeum] 
gi|491565560|ref|WP_005423145.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565562|ref|WP_005423147.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565564|ref|WP_005423149.1|	ATP-binding protein [[Ruminococcus] obeum] 
gi|491565566|ref|WP_005423151.1|	LytTR family transcriptional regulator [[Ruminococcus] obeum] 
gi|491565568|ref|WP_005423153.1|	histidine kinase [[Ruminococcus] obeum] 
gi|491565570|ref|WP_005423155.1|	beta-glucosidase [[Ruminococcus] obeum] 
gi|491565585|ref|WP_005423170.1|	beta-glucosidase [[Ruminococcus] obeum] 
gi|491565587|ref|WP_005423172.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565352|ref|WP_005422937.1|	transposase [[Ruminococcus] obeum] 
gi|491565589|ref|WP_005423174.1|	transposase [[Ruminococcus] obeum] 
gi|491565590|ref|WP_005423175.1|	collagen-binding protein [[Ruminococcus] obeum] 
gi|491565592|ref|WP_005423177.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565596|ref|WP_005423181.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491565597|ref|WP_005423182.1|	cell division protein FtsK [[Ruminococcus] obeum] 
gi|491565598|ref|WP_005423183.1|	MULTISPECIES: Cro/Cl family transcriptional regulator [Lachnospiraceae] 
gi|491565600|ref|WP_005423185.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|490982459|ref|WP_004844214.1|	MULTISPECIES: conjugal transfer protein [Clostridiales] 
gi|491565602|ref|WP_005423187.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565604|ref|WP_005423189.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565609|ref|WP_005423194.1|	antirestriction protein [[Ruminococcus] obeum] 
gi|491565610|ref|WP_005423195.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565612|ref|WP_005423197.1|	conjugal transfer protein [[Ruminococcus] obeum] 
gi|491565614|ref|WP_005423199.1|	ATP/GTP-binding protein [[Ruminococcus] obeum] 
gi|491565616|ref|WP_005423201.1|	membrane protein [[Ruminococcus] obeum] 
gi|491565617|ref|WP_005423202.1|	peptidase P60 [[Ruminococcus] obeum] 
gi|491565618|ref|WP_005423203.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565619|ref|WP_005423204.1|	DNA-binding protein [[Ruminococcus] obeum] 
gi|491565620|ref|WP_005423205.1|	lantibiotic ABC transporter ATP-binding protein [[Ruminococcus] obeum] 
gi|491565622|ref|WP_005423207.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565624|ref|WP_005423209.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565625|ref|WP_005423210.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565626|ref|WP_005423211.1|	multidrug ABC transporter [[Ruminococcus] obeum] 
gi|491565627|ref|WP_005423212.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565629|ref|WP_005423214.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565631|ref|WP_005423216.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|491565633|ref|WP_005423218.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491565635|ref|WP_005423220.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565638|ref|WP_005423223.1|	recombinase XerC [[Ruminococcus] obeum] 
gi|491565640|ref|WP_005423225.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565642|ref|WP_005423227.1|	heat shock protein Hsp20 [[Ruminococcus] obeum] 
gi|491565644|ref|WP_005423229.1|	heat shock protein Hsp20 [[Ruminococcus] obeum] 
gi|491565654|ref|WP_005423239.1|	multidrug ABC transporter ATP-binding protein [[Ruminococcus] obeum] 
gi|491565657|ref|WP_005423242.1|	MULTISPECIES: phosphoserine phosphatase [Clostridiales] 
gi|491565659|ref|WP_005423244.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565660|ref|WP_005423245.1|	membrane protein [[Ruminococcus] obeum] 
gi|491565663|ref|WP_005423248.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565673|ref|WP_005423258.1|	beta-lactamase [[Ruminococcus] obeum] 
gi|491565674|ref|WP_005423259.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565675|ref|WP_005423260.1|	iron transporter FeoB [[Ruminococcus] obeum] 
gi|491565676|ref|WP_005423261.1|	cell division protein [[Ruminococcus] obeum] 
gi|491565679|ref|WP_005423264.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565683|ref|WP_005423268.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565684|ref|WP_005423269.1|	MULTISPECIES: L-glyceraldehyde 3-phosphate reductase [Clostridiales] 
gi|491565685|ref|WP_005423270.1|	stage III sporulation protein D [[Ruminococcus] obeum] 
gi|491565686|ref|WP_005423271.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565687|ref|WP_005423272.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565688|ref|WP_005423273.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565689|ref|WP_005423274.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565691|ref|WP_005423276.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565692|ref|WP_005423277.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565693|ref|WP_005423278.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565695|ref|WP_005423280.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565696|ref|WP_005423281.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565697|ref|WP_005423282.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565698|ref|WP_005423283.1|	MULTISPECIES: 50S ribosomal protein L10 [Clostridiales] 
gi|491565702|ref|WP_005423287.1|	50S ribosomal protein L7/L12 [[Ruminococcus] obeum] 
gi|491565703|ref|WP_005423288.1|	DNA-directed RNA polymerase subunit beta [[Ruminococcus] obeum] 
gi|491565704|ref|WP_005423289.1|	DNA-directed RNA polymerase subunit beta' [[Ruminococcus] obeum] 
gi|491565705|ref|WP_005423290.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565706|ref|WP_005423291.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565707|ref|WP_005423292.1|	MULTISPECIES: serine/threonine protein kinase [Clostridiales] 
gi|491565708|ref|WP_005423293.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491565709|ref|WP_005423294.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565710|ref|WP_005423295.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565712|ref|WP_005423297.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491565719|ref|WP_005423304.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565720|ref|WP_005423305.1|	30S ribosomal protein S12 [[Ruminococcus] obeum] 
gi|491565722|ref|WP_005423307.1|	30S ribosomal protein S7 [[Ruminococcus] obeum] 
gi|491565724|ref|WP_005423309.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565726|ref|WP_005423311.1|	translation elongation factor G [[Ruminococcus] obeum] 
gi|491565728|ref|WP_005423313.1|	elongation factor Tu [[Ruminococcus] obeum] 
gi|491565731|ref|WP_005423316.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565733|ref|WP_005423318.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565734|ref|WP_005423319.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565735|ref|WP_005423320.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565736|ref|WP_005423321.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565737|ref|WP_005423322.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565738|ref|WP_005423323.1|	chemotaxis protein CheY [[Ruminococcus] obeum] 
gi|491565739|ref|WP_005423324.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565740|ref|WP_005423325.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565742|ref|WP_005423327.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565743|ref|WP_005423328.1|	histidine kinase [[Ruminococcus] obeum] 
gi|491565744|ref|WP_005423329.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565745|ref|WP_005423330.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565746|ref|WP_005423331.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565747|ref|WP_005423332.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565749|ref|WP_005423334.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565751|ref|WP_005423336.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565752|ref|WP_005423337.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565753|ref|WP_005423338.1|	sodium:proton antiporter [[Ruminococcus] obeum] 
gi|491565754|ref|WP_005423339.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565755|ref|WP_005423340.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491565756|ref|WP_005423341.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491565757|ref|WP_005423342.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565758|ref|WP_005423343.1|	multidrug transporter MatE [[Ruminococcus] obeum] 
gi|491565759|ref|WP_005423344.1|	endonuclease [[Ruminococcus] obeum] 
gi|491565760|ref|WP_005423345.1|	glycerate kinase [[Ruminococcus] obeum] 
gi|491565761|ref|WP_005423346.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491565762|ref|WP_005423347.1|	transporter [[Ruminococcus] obeum] 
gi|491565763|ref|WP_005423348.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565770|ref|WP_005423355.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491565772|ref|WP_005423357.1|	phosphate starvation protein PhoH [[Ruminococcus] obeum] 
gi|491565773|ref|WP_005423358.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565775|ref|WP_005423360.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565777|ref|WP_005423362.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565779|ref|WP_005423364.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565781|ref|WP_005423366.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491565784|ref|WP_005423369.1|	cupin [[Ruminococcus] obeum] 
gi|491565785|ref|WP_005423370.1|	MULTISPECIES: 50S rRNA methyltransferase [Clostridiales] 
gi|491565786|ref|WP_005423371.1|	cell division protein FtsK [[Ruminococcus] obeum] 
gi|491565787|ref|WP_005423372.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565797|ref|WP_005423382.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565803|ref|WP_005423388.1|	glutamate synthase [[Ruminococcus] obeum] 
gi|491565805|ref|WP_005423390.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565807|ref|WP_005423392.1|	ferredoxin-NADP(+) reductase subunit alpha [[Ruminococcus] obeum] 
gi|491565809|ref|WP_005423394.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565811|ref|WP_005423396.1|	transcriptional regulator [[Ruminococcus] obeum] 
gi|491565813|ref|WP_005423398.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565821|ref|WP_005423406.1|	PemK family transcriptional regulator [[Ruminococcus] obeum] 
gi|491565823|ref|WP_005423408.1|	alanine racemase [[Ruminococcus] obeum] 
gi|491565825|ref|WP_005423410.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565827|ref|WP_005423412.1|	REX family transcriptional regulator [[Ruminococcus] obeum] 
gi|491565829|ref|WP_005423414.1|	ABC transporter [[Ruminococcus] obeum] 
gi|491565830|ref|WP_005423415.1|	isocitrate dehydrogenase [[Ruminococcus] obeum] 
gi|491565832|ref|WP_005423417.1|	peptidase S8 [[Ruminococcus] obeum] 
gi|491565833|ref|WP_005423418.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565834|ref|WP_005423419.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565836|ref|WP_005423421.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565838|ref|WP_005423423.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565840|ref|WP_005423425.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565842|ref|WP_005423427.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565843|ref|WP_005423428.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565845|ref|WP_005423430.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565847|ref|WP_005423432.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565848|ref|WP_005423433.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565849|ref|WP_005423434.1|	glutamine amidotransferase [[Ruminococcus] obeum] 
gi|491565850|ref|WP_005423435.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565851|ref|WP_005423436.1|	K+-dependent Na+/Ca+ exchanger [[Ruminococcus] obeum] 
gi|491565852|ref|WP_005423437.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565853|ref|WP_005423438.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565855|ref|WP_005423440.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565857|ref|WP_005423442.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565861|ref|WP_005423446.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565862|ref|WP_005423447.1|	glyoxalase [[Ruminococcus] obeum] 
gi|491565863|ref|WP_005423448.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565864|ref|WP_005423449.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565866|ref|WP_005423451.1|	nucleotidyltransferase [[Ruminococcus] obeum] 
gi|491565867|ref|WP_005423452.1|	UDP-galactopyranose mutase [[Ruminococcus] obeum] 
gi|491565869|ref|WP_005423454.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565871|ref|WP_005423456.1|	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [[Ruminococcus] obeum] 
gi|491565873|ref|WP_005423458.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565876|ref|WP_005423461.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565878|ref|WP_005423463.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565880|ref|WP_005423465.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565881|ref|WP_005423466.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565883|ref|WP_005423468.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565884|ref|WP_005423469.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565886|ref|WP_005423471.1|	multidrug MFS transporter [[Ruminococcus] obeum] 
gi|491565888|ref|WP_005423473.1|	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase [[Ruminococcus] obeum] 
gi|491565890|ref|WP_005423475.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565892|ref|WP_005423477.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565893|ref|WP_005423478.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565895|ref|WP_005423480.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491565897|ref|WP_005423482.1|	nucleoside-diphosphate sugar epimerase [[Ruminococcus] obeum] 
gi|491565899|ref|WP_005423484.1|	MULTISPECIES: stage IV sporulation protein A [Clostridiales] 
gi|491565900|ref|WP_005423485.1|	hydrolyase [[Ruminococcus] obeum] 
gi|491565903|ref|WP_005423488.1|	fumarate hydratase [[Ruminococcus] obeum] 
gi|491565905|ref|WP_005423490.1|	MULTISPECIES: ferredoxin [Clostridiales] 
gi|491565906|ref|WP_005423491.1|	MULTISPECIES: NADH dehydrogenase [Clostridiales] 
gi|491565908|ref|WP_005423493.1|	MULTISPECIES: NADH dehydrogenase [Clostridiales] 
gi|491565910|ref|WP_005423495.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565912|ref|WP_005423497.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565913|ref|WP_005423498.1|	iron hydrogenase [[Ruminococcus] obeum] 
gi|491565915|ref|WP_005423500.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565917|ref|WP_005423502.1|	MULTISPECIES: tetrahydrofolate dehydrogenase [Clostridiales] 
gi|491565919|ref|WP_005423504.1|	sugar ABC transporter substrate-binding protein [[Ruminococcus] obeum] 
gi|491565921|ref|WP_005423506.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491565927|ref|WP_005423512.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491565929|ref|WP_005423514.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565931|ref|WP_005423516.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565932|ref|WP_005423517.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565935|ref|WP_005423520.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565937|ref|WP_005423522.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565938|ref|WP_005423523.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565940|ref|WP_005423525.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565942|ref|WP_005423527.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565944|ref|WP_005423529.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565946|ref|WP_005423531.1|	chromosome partitioning protein ParA [[Ruminococcus] obeum] 
gi|491565948|ref|WP_005423533.1|	chromosome partitioning protein ParB [[Ruminococcus] obeum] 
gi|491565950|ref|WP_005423535.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565952|ref|WP_005423537.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565953|ref|WP_005423538.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565955|ref|WP_005423540.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565957|ref|WP_005423542.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491478021|ref|WP_005335762.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491565959|ref|WP_005423544.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565961|ref|WP_005423546.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565963|ref|WP_005423548.1|	methyltransferase [[Ruminococcus] obeum] 
gi|491565965|ref|WP_005423550.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565967|ref|WP_005423552.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565969|ref|WP_005423554.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565971|ref|WP_005423556.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491565973|ref|WP_005423558.1|	MULTISPECIES: XRE family transcriptional regulator [Lachnospiraceae] 
gi|491565975|ref|WP_005423560.1|	DNA repair protein [[Ruminococcus] obeum] 
gi|489961312|ref|WP_003864619.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|491565977|ref|WP_005423562.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565978|ref|WP_005423563.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565979|ref|WP_005423564.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565981|ref|WP_005423566.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565982|ref|WP_005423567.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565983|ref|WP_005423568.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491477088|ref|WP_005334829.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491565984|ref|WP_005423569.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565985|ref|WP_005423570.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565986|ref|WP_005423571.1|	conjugal transfer protein TraG [[Ruminococcus] obeum] 
gi|491477074|ref|WP_005334815.1|	MULTISPECIES: conjugative transfer protein [Firmicutes] 
gi|491565987|ref|WP_005423572.1|	membrane protein [[Ruminococcus] obeum] 
gi|491565988|ref|WP_005423573.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565989|ref|WP_005423574.1|	conjugal transfer protein TraE [[Ruminococcus] obeum] 
gi|491565996|ref|WP_005423581.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491565997|ref|WP_005423582.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565998|ref|WP_005423583.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491565999|ref|WP_005423584.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566000|ref|WP_005423585.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566001|ref|WP_005423586.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566002|ref|WP_005423587.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566005|ref|WP_005423590.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564064|ref|WP_005421650.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564065|ref|WP_005421651.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564066|ref|WP_005421652.1|	integrase [[Ruminococcus] obeum] 
gi|491566007|ref|WP_005423592.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566009|ref|WP_005423594.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566010|ref|WP_005423595.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566012|ref|WP_005423597.1|	molecular chaperone [[Ruminococcus] obeum] 
gi|491566013|ref|WP_005423598.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566015|ref|WP_005423600.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566016|ref|WP_005423601.1|	AraC family transcriptional regulator [[Ruminococcus] obeum] 
gi|491566017|ref|WP_005423602.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566018|ref|WP_005423603.1|	MULTISPECIES: cobalt transporter [Lachnospiraceae] 
gi|491566020|ref|WP_005423605.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566022|ref|WP_005423607.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566024|ref|WP_005423609.1|	MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|491566025|ref|WP_005423610.1|	MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|491566027|ref|WP_005423612.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566029|ref|WP_005423614.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566031|ref|WP_005423616.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|489961241|ref|WP_003864548.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|491566033|ref|WP_005423618.1|	MULTISPECIES: deoxyuridine 5'-triphosphate nucleotidohydrolase [Lachnospiraceae] 
gi|491566034|ref|WP_005423619.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566035|ref|WP_005423620.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566036|ref|WP_005423621.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566037|ref|WP_005423622.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566038|ref|WP_005423623.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566040|ref|WP_005423625.1|	methyltransferase type 11 [[Ruminococcus] obeum] 
gi|491566041|ref|WP_005423626.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566043|ref|WP_005423628.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566046|ref|WP_005423631.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566047|ref|WP_005423632.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566049|ref|WP_005423634.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566050|ref|WP_005423635.1|	alpha/beta hydrolase [[Ruminococcus] obeum] 
gi|491566052|ref|WP_005423637.1|	transcriptional regulator [[Ruminococcus] obeum] 
gi|491566054|ref|WP_005423639.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566055|ref|WP_005423640.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566057|ref|WP_005423642.1|	integrase [[Ruminococcus] obeum] 
gi|491566059|ref|WP_005423644.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566061|ref|WP_005423646.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566063|ref|WP_005423648.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491563985|ref|WP_005421571.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566065|ref|WP_005423650.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566068|ref|WP_005423653.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566070|ref|WP_005423655.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566072|ref|WP_005423657.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566074|ref|WP_005423659.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566076|ref|WP_005423661.1|	ABC transporter permease [[Ruminococcus] obeum] 
gi|491566078|ref|WP_005423663.1|	sugar ABC transporter permease [[Ruminococcus] obeum] 
gi|491566080|ref|WP_005423665.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566082|ref|WP_005423667.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566084|ref|WP_005423669.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566086|ref|WP_005423671.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566088|ref|WP_005423673.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566090|ref|WP_005423675.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566091|ref|WP_005423676.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566093|ref|WP_005423678.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566095|ref|WP_005423680.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566097|ref|WP_005423682.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566099|ref|WP_005423684.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566101|ref|WP_005423686.1|	transcriptional regulator [[Ruminococcus] obeum] 
gi|491566103|ref|WP_005423688.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566105|ref|WP_005423690.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566106|ref|WP_005423691.1|	integrase [[Ruminococcus] obeum] 
gi|491566107|ref|WP_005423692.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566108|ref|WP_005423693.1|	acetyltransferase [[Ruminococcus] obeum] 
gi|491566109|ref|WP_005423694.1|	type 11 methyltransferase [[Ruminococcus] obeum] 
gi|491566110|ref|WP_005423695.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491479537|ref|WP_005337278.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491566111|ref|WP_005423696.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566113|ref|WP_005423698.1|	MULTISPECIES: transposase [Firmicutes] 
gi|491566115|ref|WP_005423700.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566116|ref|WP_005423701.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491566118|ref|WP_005423703.1|	hypothetical protein [[Ruminococcus] obeum] 
