gi|489933481|ref|WP_003836795.1|	hypothetical protein partial [Bifidobacterium dentium] 
gi|489934368|ref|WP_003837678.1|	phosphotransferase [Bifidobacterium dentium] 
gi|489934373|ref|WP_003837683.1|	LacI family transcriptional regulator [Bifidobacterium dentium] 
gi|489934375|ref|WP_003837685.1|	DNA polymerase III subunit delta' [Bifidobacterium dentium] 
gi|489934376|ref|WP_003837686.1|	thymidylate kinase [Bifidobacterium dentium] 
gi|489934378|ref|WP_003837688.1|	DNA topoisomerase I [Bifidobacterium dentium] 
gi|489934380|ref|WP_003837690.1|	PAP2 family phosphoesterase [Bifidobacterium dentium] 
gi|489934382|ref|WP_003837692.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934381|ref|WP_003837691.1|	UDP-galactopyranose mutase [Bifidobacterium dentium] 
gi|489934383|ref|WP_003837693.1|	inositol-3-phosphate synthase [Bifidobacterium dentium] 
gi|489934384|ref|WP_003837694.1|	penicillin-binding protein [Bifidobacterium dentium] 
gi|489934385|ref|WP_003837695.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934390|ref|WP_003837700.1|	sugar ABC transporter permease [Bifidobacterium dentium] 
gi|489934392|ref|WP_003837702.1|	sugar ABC transporter permease [Bifidobacterium dentium] 
gi|489934394|ref|WP_003837704.1|	ABC transporter [Bifidobacterium dentium] 
gi|489934396|ref|WP_003837706.1|	alpha-N-arabinofuranosidase [Bifidobacterium dentium] 
gi|489934397|ref|WP_003837707.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934398|ref|WP_003837708.1|	LacI family transcription regulator [Bifidobacterium dentium] 
gi|489934400|ref|WP_003837710.1|	alpha-arabinofuranosidase [Bifidobacterium dentium] 
gi|489934402|ref|WP_003837712.1|	beta-xylosidase [Bifidobacterium dentium] 
gi|489934404|ref|WP_003837714.1|	2-isopropylmalate synthase [Bifidobacterium dentium] 
gi|489934406|ref|WP_003837716.1|	metallophosphatase [Bifidobacterium dentium] 
gi|489934407|ref|WP_003837717.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934411|ref|WP_003837721.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934414|ref|WP_003837724.1|	aspartate-semialdehyde dehydrogenase [Bifidobacterium dentium] 
gi|489934415|ref|WP_003837725.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934416|ref|WP_003837726.1|	aspartokinase [Bifidobacterium dentium] 
gi|489934418|ref|WP_003837728.1|	aspartokinase [Bifidobacterium dentium] 
gi|489934420|ref|WP_003837730.1|	recombinase RecR [Bifidobacterium dentium] 
gi|489934422|ref|WP_003837732.1|	DNA polymerase III subunit gamma/tau [Bifidobacterium dentium] 
gi|489934425|ref|WP_003837735.1|	alpha-galactosidase [Bifidobacterium dentium] 
gi|489934427|ref|WP_003837737.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934426|ref|WP_003837736.1|	AraC family transcriptional regulator [Bifidobacterium dentium] 
gi|489934429|ref|WP_003837739.1|	AcrR family transcriptional regulator [Bifidobacterium dentium] 
gi|489934432|ref|WP_003837742.1|	membrane protein [Bifidobacterium dentium] 
gi|489934433|ref|WP_003837743.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934435|ref|WP_003837745.1|	glycosyl hydrolase family 2 [Bifidobacterium dentium] 
gi|489934437|ref|WP_003837747.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934439|ref|WP_003837749.1|	beta-glucosidase [Bifidobacterium dentium] 
gi|489934441|ref|WP_003837751.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934443|ref|WP_003837753.1|	histidine kinase [Bifidobacterium dentium] 
gi|489934445|ref|WP_003837755.1|	DNA-binding protein [Bifidobacterium dentium] 
gi|489934447|ref|WP_003837757.1|	beta-glucosidase [Bifidobacterium dentium] 
gi|489934448|ref|WP_003837758.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934450|ref|WP_003837760.1|	DNA-binding protein [Bifidobacterium dentium] 
gi|489934451|ref|WP_003837761.1|	DeoR family transcriptional regulator [Bifidobacterium dentium] 
gi|489934453|ref|WP_003837763.1|	pilus biosynthesis protein TadE [Bifidobacterium dentium] 
gi|489934455|ref|WP_003837765.1|	pilus biosynthesis protein TadE [Bifidobacterium dentium] 
gi|489934457|ref|WP_003837767.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934460|ref|WP_003837770.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934464|ref|WP_003837774.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934465|ref|WP_003837775.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934468|ref|WP_003837778.1|	pilus biosynthesis protein [Bifidobacterium dentium] 
gi|489934469|ref|WP_003837779.1|	ATPase [Bifidobacterium dentium] 
gi|489934471|ref|WP_003837781.1|	MFS transporter [Bifidobacterium dentium] 
gi|489934472|ref|WP_003837782.1|	beta-glucosidase [Bifidobacterium dentium] 
gi|489934473|ref|WP_003837783.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934474|ref|WP_003837784.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934475|ref|WP_003837785.1|	dihydroneopterin aldolase [Bifidobacterium dentium] 
gi|489934476|ref|WP_003837786.1|	polyphosphate kinase [Bifidobacterium dentium] 
gi|489934478|ref|WP_003837788.1|	DNA mismatch repair protein MutT [Bifidobacterium dentium] 
gi|489934480|ref|WP_003837790.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934481|ref|WP_003837791.1|	uracil phosphoribosyltransferase [Bifidobacterium dentium] 
gi|489934484|ref|WP_003837794.1|	glycerophosphodiester phosphodiesterase [Bifidobacterium dentium] 
gi|489934482|ref|WP_003837792.1|	UDP-N-acetylmuramate--alanine ligase [Bifidobacterium dentium] 
gi|489934485|ref|WP_003837795.1|	peptidase [Bifidobacterium dentium] 
gi|489934487|ref|WP_003837797.1|	pilus assembly protein [Bifidobacterium dentium] 
gi|489934488|ref|WP_003837798.1|	sortase [Bifidobacterium dentium] 
gi|489934490|ref|WP_003837800.1|	ABC transporter [Bifidobacterium dentium] 
gi|489934492|ref|WP_003837802.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934493|ref|WP_003837803.1|	glutamine amidotransferase [Bifidobacterium dentium] 
gi|489934494|ref|WP_003837804.1|	glutamate ligase [Bifidobacterium dentium] 
gi|489934495|ref|WP_003837805.1|	DNA helicase [Bifidobacterium dentium] 
gi|489934497|ref|WP_003837807.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934499|ref|WP_003837809.1|	protein-P-II uridylyltransferase [Bifidobacterium dentium] 
gi|489924755|ref|WP_003828096.1|	MULTISPECIES: nitrogen regulatory protein P-II 1 [Bifidobacterium] 
gi|489934501|ref|WP_003837811.1|	ammonium transporter [Bifidobacterium dentium] 
gi|489934503|ref|WP_003837813.1|	sodium:proton antiporter [Bifidobacterium dentium] 
gi|489934505|ref|WP_003837815.1|	cell division protein FtsY [Bifidobacterium dentium] 
gi|489934507|ref|WP_003837817.1|	TetR family transcriptional regulator [Bifidobacterium dentium] 
gi|489934509|ref|WP_003837819.1|	glycosyl transferase [Bifidobacterium dentium] 
gi|489934511|ref|WP_003837821.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934512|ref|WP_003837822.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934513|ref|WP_003837823.1|	glutaredoxin [Bifidobacterium dentium] 
gi|489934515|ref|WP_003837825.1|	membrane protein [Bifidobacterium dentium] 
gi|489934517|ref|WP_003837827.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934521|ref|WP_003837831.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934519|ref|WP_003837829.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934523|ref|WP_003837833.1|	membrane protein [Bifidobacterium dentium] 
gi|489934526|ref|WP_003837836.1|	phage infection protein [Bifidobacterium dentium] 
gi|489934527|ref|WP_003837837.1|	TetR family transcriptional regulator [Bifidobacterium dentium] 
gi|489934528|ref|WP_003837838.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934530|ref|WP_003837840.1|	ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489934532|ref|WP_003837842.1|	ribose ABC transporter permease [Bifidobacterium dentium] 
gi|489934534|ref|WP_003837844.1|	D-ribose transporter ATP binding protein [Bifidobacterium dentium] 
gi|489934538|ref|WP_003837848.1|	LacI family transcriptional regulator [Bifidobacterium dentium] 
gi|489934539|ref|WP_003837849.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934540|ref|WP_003837850.1|	FMN-binding protein [Bifidobacterium dentium] 
gi|489934541|ref|WP_003837851.1|	ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489934542|ref|WP_003837852.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489934545|ref|WP_003837855.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489934547|ref|WP_003837857.1|	membrane protein [Bifidobacterium dentium] 
gi|489934548|ref|WP_003837858.1|	amino acid ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489934549|ref|WP_003837859.1|	iron permease [Bifidobacterium dentium] 
gi|489934551|ref|WP_003837861.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934553|ref|WP_003837863.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934555|ref|WP_003837865.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934556|ref|WP_003837866.1|	sugar transporter [Bifidobacterium dentium] 
gi|489934557|ref|WP_003837867.1|	sugar-binding protein [Bifidobacterium dentium] 
gi|489934559|ref|WP_003837869.1|	sodium:solute symporter [Bifidobacterium dentium] 
gi|489934561|ref|WP_003837871.1|	thiamine biosynthesis lipoprotein ApbE [Bifidobacterium dentium] 
gi|489934564|ref|WP_003837874.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934565|ref|WP_003837875.1|	ABC transporter [Bifidobacterium dentium] 
gi|489934567|ref|WP_003837877.1|	multidrug ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489934569|ref|WP_003837879.1|	MarR family transcriptional regulator [Bifidobacterium dentium] 
gi|489934571|ref|WP_003837881.1|	oxidoreductase [Bifidobacterium dentium] 
gi|489934572|ref|WP_003837882.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934573|ref|WP_003837883.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934577|ref|WP_003837887.1|	pyridoxamine 5-phosphate oxidase [Bifidobacterium dentium] 
gi|489934576|ref|WP_003837886.1|	thiamine biosynthesis protein ThiF [Bifidobacterium dentium] 
gi|489934578|ref|WP_003837888.1|	thiazole synthase [Bifidobacterium dentium] 
gi|489934579|ref|WP_003837889.1|	amino acid transporter [Bifidobacterium dentium] 
gi|489934580|ref|WP_003837890.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934582|ref|WP_003837892.1|	fimbrial protein [Bifidobacterium dentium] 
gi|489934583|ref|WP_003837893.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934586|ref|WP_003837896.1|	sortase [Bifidobacterium dentium] 
gi|489934587|ref|WP_003837897.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934589|ref|WP_003837899.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489934591|ref|WP_003837901.1|	sugar ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489934594|ref|WP_003837904.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489934596|ref|WP_003837906.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934598|ref|WP_003837908.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934601|ref|WP_003837911.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934604|ref|WP_003837914.1|	transcriptional regulator [Bifidobacterium dentium] 
gi|489934606|ref|WP_003837916.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934608|ref|WP_003837918.1|	amino acid permease [Bifidobacterium dentium] 
gi|489934609|ref|WP_003837919.1|	alpha-galactosidase [Bifidobacterium dentium] 
gi|489934611|ref|WP_003837921.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934612|ref|WP_003837922.1|	transferase [Bifidobacterium dentium] 
gi|489934614|ref|WP_003837924.1|	glycosyl hydrolase [Bifidobacterium dentium] 
gi|489934615|ref|WP_003837925.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934617|ref|WP_003837927.1|	LacI family transcription regulator [Bifidobacterium dentium] 
gi|489934619|ref|WP_003837929.1|	beta-mannosidase [Bifidobacterium dentium] 
gi|489934621|ref|WP_003837931.1|	sugar ABC transporter permease [Bifidobacterium dentium] 
gi|489934622|ref|WP_003837932.1|	sugar ABC transporter permease [Bifidobacterium dentium] 
gi|489934624|ref|WP_003837934.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934626|ref|WP_003837936.1|	chitinase [Bifidobacterium dentium] 
gi|489934627|ref|WP_003837937.1|	beta-glucosidase [Bifidobacterium dentium] 
gi|489934631|ref|WP_003837941.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934628|ref|WP_003837938.1|	electron transporter RnfD [Bifidobacterium dentium] 
gi|489934632|ref|WP_003837942.1|	9-O-acetylesterase [Bifidobacterium dentium] 
gi|489934634|ref|WP_003837944.1|	transposase [Bifidobacterium dentium] 
gi|489934638|ref|WP_003837948.1|	transposase [Bifidobacterium dentium] 
gi|489934639|ref|WP_003837949.1|	ketol-acid reductoisomerase [Bifidobacterium dentium] 
gi|489934641|ref|WP_003837951.1|	ketol-acid reductoisomerase [Bifidobacterium dentium] 
gi|489934642|ref|WP_003837952.1|	MFS transporter [Bifidobacterium dentium] 
gi|489934643|ref|WP_003837953.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934644|ref|WP_003837954.1|	MFS transporter [Bifidobacterium dentium] 
gi|489934646|ref|WP_003837956.1|	membrane protein [Bifidobacterium dentium] 
gi|489934648|ref|WP_003837958.1|	sugar ABC transporter permease [Bifidobacterium dentium] 
gi|489934650|ref|WP_003837960.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489934651|ref|WP_003837961.1|	capsular polysaccharide biosynthesis protein [Bifidobacterium dentium] 
gi|489934652|ref|WP_003837962.1|	alpha-amylase [Bifidobacterium dentium] 
gi|489934653|ref|WP_003837963.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934654|ref|WP_003837964.1|	sucrose phosphorylase [Bifidobacterium dentium] 
gi|489934655|ref|WP_003837965.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934657|ref|WP_003837967.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934659|ref|WP_003837969.1|	acetyl-CoA carboxylase [Bifidobacterium dentium] 
gi|489934660|ref|WP_003837970.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934661|ref|WP_003837971.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934662|ref|WP_003837972.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934663|ref|WP_003837973.1|	4-amino-4-deoxychorismate lyase [Bifidobacterium dentium] 
gi|489934664|ref|WP_003837974.1|	LacI family transcription regulator [Bifidobacterium dentium] 
gi|489934665|ref|WP_003837975.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934666|ref|WP_003837976.1|	branched-chain amino acid ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489934667|ref|WP_003837977.1|	branched-chain amino acid ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489934668|ref|WP_003837978.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934669|ref|WP_003837979.1|	branched-chain amino acid ABC transporter ATPase [Bifidobacterium dentium] 
gi|489934671|ref|WP_003837980.1|	branched-chain amino acid ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489934672|ref|WP_003837981.1|	branched-chain amino acid ABC transporter permease [Bifidobacterium dentium] 
gi|489934673|ref|WP_003837982.1|	branched-chain amino acid ABC transporter permease [Bifidobacterium dentium] 
gi|489934674|ref|WP_003837983.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934675|ref|WP_003837984.1|	chromosome condensation protein CrcB [Bifidobacterium dentium] 
gi|489934676|ref|WP_003837985.1|	chromosome condensation protein CrcB [Bifidobacterium dentium] 
gi|489934678|ref|WP_003837987.1|	sodium:proton antiporter [Bifidobacterium dentium] 
gi|489934677|ref|WP_003837986.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934679|ref|WP_003837988.1|	adenylosuccinate synthetase [Bifidobacterium dentium] 
gi|489934680|ref|WP_003837989.1|	polysaccharide deacetylase [Bifidobacterium dentium] 
gi|489934681|ref|WP_003837990.1|	fructose-bisphosphate aldolase [Bifidobacterium dentium] 
gi|489934682|ref|WP_003837991.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934683|ref|WP_003837992.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934684|ref|WP_003837993.1|	membrane protein [Bifidobacterium dentium] 
gi|489934685|ref|WP_003837994.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934686|ref|WP_003837995.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934687|ref|WP_003837996.1|	nitroreductase [Bifidobacterium dentium] 
gi|489934688|ref|WP_003837997.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934690|ref|WP_003837999.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934695|ref|WP_003838004.1|	mobilization protein [Bifidobacterium dentium] 
gi|489934693|ref|WP_003838002.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934696|ref|WP_003838005.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934698|ref|WP_003838007.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934700|ref|WP_003838009.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934702|ref|WP_003838011.1|	dehydrogenase [Bifidobacterium dentium] 
gi|489934704|ref|WP_003838013.1|	NADH oxidase [Bifidobacterium dentium] 
gi|489934706|ref|WP_003838015.1|	transporter [Bifidobacterium dentium] 
gi|489934708|ref|WP_003838017.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934710|ref|WP_003838019.1|	CAAX protease [Bifidobacterium dentium] 
gi|489934711|ref|WP_003838020.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934712|ref|WP_003838021.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934713|ref|WP_003838022.1|	integrase [Bifidobacterium dentium] 
gi|489934714|ref|WP_003838023.1|	heat shock protein HtpX [Bifidobacterium dentium] 
gi|489934715|ref|WP_003838024.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934716|ref|WP_003838025.1|	glutamate synthase [Bifidobacterium dentium] 
gi|489934718|ref|WP_003838027.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489934717|ref|WP_003838026.1|	L-asparagine permease [Bifidobacterium dentium] 
gi|489934719|ref|WP_003838028.1|	asparaginase [Bifidobacterium dentium] 
gi|489934720|ref|WP_003838029.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934721|ref|WP_003838030.1|	peptidase [Bifidobacterium dentium] 
gi|489934722|ref|WP_003838031.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934723|ref|WP_003838032.1|	queuine tRNA-ribosyltransferase [Bifidobacterium dentium] 
gi|489934724|ref|WP_003838033.1|	MarR family transcriptional regulator [Bifidobacterium dentium] 
gi|489934726|ref|WP_003838035.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934725|ref|WP_003838034.1|	dihydrodipicolinate reductase [Bifidobacterium dentium] 
gi|489934728|ref|WP_003838037.1|	membrane protein [Bifidobacterium dentium] 
gi|489934731|ref|WP_003838040.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934730|ref|WP_003838039.1|	aspartate aminotransferase [Bifidobacterium dentium] 
gi|489934733|ref|WP_003838042.1|	lysophospholipase [Bifidobacterium dentium] 
gi|489934735|ref|WP_003838044.1|	membrane protein [Bifidobacterium dentium] 
gi|489934737|ref|WP_003838046.1|	ABC transporter [Bifidobacterium dentium] 
gi|489934738|ref|WP_003838047.1|	cytochrome C [Bifidobacterium dentium] 
gi|489934739|ref|WP_003838048.1|	signal peptide protein [Bifidobacterium dentium] 
gi|489934741|ref|WP_003838050.1|	signal peptide protein [Bifidobacterium dentium] 
gi|489934743|ref|WP_003838052.1|	phosphoprotein phosphatase [Bifidobacterium dentium] 
gi|489934745|ref|WP_003838054.1|	cell division protein FtsW [Bifidobacterium dentium] 
gi|489934747|ref|WP_003838056.1|	penicillin-binding protein [Bifidobacterium dentium] 
gi|489934748|ref|WP_003838057.1|	serine/threonine protein kinase [Bifidobacterium dentium] 
gi|489934749|ref|WP_003838058.1|	serine/threonine protein kinase [Bifidobacterium dentium] 
gi|489934750|ref|WP_003838059.1|	para-aminobenzoate synthase [Bifidobacterium dentium] 
gi|489934751|ref|WP_003838060.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934753|ref|WP_003838062.1|	membrane protein [Bifidobacterium dentium] 
gi|489934752|ref|WP_003838061.1|	septation inhibitor protein [Bifidobacterium dentium] 
gi|489934755|ref|WP_003838064.1|	DNA methyltransferase [Bifidobacterium dentium] 
gi|489934756|ref|WP_003838065.1|	membrane protein [Bifidobacterium dentium] 
gi|489934758|ref|WP_003838067.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934760|ref|WP_003838069.1|	glycogen phosphorylase [Bifidobacterium dentium] 
gi|489934761|ref|WP_003838070.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934763|ref|WP_003838072.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934766|ref|WP_003838075.1|	tryptophanyl-tRNA synthetase [Bifidobacterium dentium] 
gi|489934767|ref|WP_003838076.1|	proline:sodium symporter [Bifidobacterium dentium] 
gi|489934769|ref|WP_003838078.1|	membrane protein [Bifidobacterium dentium] 
gi|489934772|ref|WP_003838081.1|	phosphoenolpyruvate carboxylase [Bifidobacterium dentium] 
gi|489934774|ref|WP_003838083.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934775|ref|WP_003838084.1|	carbonate dehydratase [Bifidobacterium dentium] 
gi|489934777|ref|WP_003838086.1|	membrane protein [Bifidobacterium dentium] 
gi|489934779|ref|WP_003838088.1|	DNA polymerase sliding clamp subunit [Bifidobacterium dentium] 
gi|489934780|ref|WP_003838089.1|	metal-dependent hydrolase [Bifidobacterium dentium] 
gi|489934782|ref|WP_003838091.1|	large conductance mechanosensitive channel protein MscL [Bifidobacterium dentium] 
gi|489934784|ref|WP_003838093.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934785|ref|WP_003838094.1|	6-phospho 3-hexuloisomerase [Bifidobacterium dentium] 
gi|489934787|ref|WP_003838096.1|	3-hexulose-6-phosphate synthase [Bifidobacterium dentium] 
gi|489934788|ref|WP_003838097.1|	2-dehydro-3-deoxygluconokinase [Bifidobacterium dentium] 
gi|489934790|ref|WP_003838099.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934791|ref|WP_003838100.1|	gluconate:proton symporter [Bifidobacterium dentium] 
gi|489934792|ref|WP_003838101.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934794|ref|WP_003838103.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934796|ref|WP_003838105.1|	glutamate dehydrogenase [Bifidobacterium dentium] 
gi|489934797|ref|WP_003838106.1|	membrane protein [Bifidobacterium dentium] 
gi|489934799|ref|WP_003838108.1|	DNA gyrase subunit A [Bifidobacterium dentium] 
gi|489934801|ref|WP_003838110.1|	DNA gyrase subunit B [Bifidobacterium dentium] 
gi|489934803|ref|WP_003838112.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934805|ref|WP_003838114.1|	DNA repair protein RecF [Bifidobacterium dentium] 
gi|489934807|ref|WP_003838116.1|	DNA polymerase III subunit beta [Bifidobacterium dentium] 
gi|489934810|ref|WP_003838119.1|	chromosomal replication initiation protein [Bifidobacterium dentium] 
gi|489934813|ref|WP_003838122.1|	ribonuclease P [Bifidobacterium dentium] 
gi|489934815|ref|WP_003838124.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934817|ref|WP_003838126.1|	membrane protein [Bifidobacterium dentium] 
gi|489934819|ref|WP_003838128.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934820|ref|WP_003838129.1|	16S rRNA methyltransferase [Bifidobacterium dentium] 
gi|489934823|ref|WP_003838132.1|	chromosome partitioning protein [Bifidobacterium dentium] 
gi|489934826|ref|WP_003838135.1|	chromosome partitioning protein ParB [Bifidobacterium dentium] 
gi|489934827|ref|WP_003838136.1|	thioredoxin reductase [Bifidobacterium dentium] 
gi|489934828|ref|WP_003838137.1|	acetolactate synthase [Bifidobacterium dentium] 
gi|489934830|ref|WP_003838139.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934831|ref|WP_003838140.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934833|ref|WP_003838142.1|	phosphohydrolase [Bifidobacterium dentium] 
gi|489934835|ref|WP_003838144.1|	RNA nucleotidyltransferase [Bifidobacterium dentium] 
gi|489934837|ref|WP_003838146.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934838|ref|WP_003838147.1|	4-diphosphocytidyl-2C-methyl-D-erythritol kinase [Bifidobacterium dentium] 
gi|489934841|ref|WP_003838150.1|	16S rRNA methyltransferase [Bifidobacterium dentium] 
gi|489934843|ref|WP_003838152.1|	lytic transglycosylase [Bifidobacterium dentium] 
gi|489934846|ref|WP_003838155.1|	DSBA oxidoreductase [Bifidobacterium dentium] 
gi|489934849|ref|WP_003838158.1|	protein kinase [Bifidobacterium dentium] 
gi|489934847|ref|WP_003838156.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934850|ref|WP_003838159.1|	glycosyl hydrolase [Bifidobacterium dentium] 
gi|489934852|ref|WP_003838161.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934853|ref|WP_003838162.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934854|ref|WP_003838163.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934857|ref|WP_003838166.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934858|ref|WP_003838167.1|	NADPH-flavin oxidoreductase [Bifidobacterium dentium] 
gi|489934860|ref|WP_003838169.1|	histidine kinase [Bifidobacterium dentium] 
gi|489934862|ref|WP_003838171.1|	transcriptional regulator [Bifidobacterium dentium] 
gi|489934863|ref|WP_003838172.1|	beta-glucosidase [Bifidobacterium dentium] 
gi|489934865|ref|WP_003838174.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934867|ref|WP_003838176.1|	glycosyl hydrolase family 2 [Bifidobacterium dentium] 
gi|489934868|ref|WP_003838177.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934870|ref|WP_003838179.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934871|ref|WP_003838180.1|	histidine phosphatase [Bifidobacterium dentium] 
gi|489934873|ref|WP_003838182.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934874|ref|WP_003838183.1|	ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489934876|ref|WP_003838185.1|	LacI family transcription regulator [Bifidobacterium dentium] 
gi|489934878|ref|WP_003838187.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934881|ref|WP_003838190.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489934883|ref|WP_003838192.1|	sugar ABC transporter permease [Bifidobacterium dentium] 
gi|489934884|ref|WP_003838193.1|	beta-carotene 15,15-monooxygenase [Bifidobacterium dentium] 
gi|489934885|ref|WP_003838194.1|	alpha-amylase [Bifidobacterium dentium] 
gi|489934886|ref|WP_003838195.1|	4-alpha-glucanotransferase [Bifidobacterium dentium] 
