WP_000027050.1	MULTISPECIES: class A broad-spectrum beta-lactamase TEM-116 [Bacteria] 
WP_004611991.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611993.1	transcriptional regulator [Tyzzerella nexilis] 
WP_004611994.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611995.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611996.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612001.1	recombinase TnpX [Tyzzerella nexilis] 
WP_004612002.1	recombinase [Tyzzerella nexilis] 
WP_004612003.1	recombinase [Tyzzerella nexilis] 
WP_004612004.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612006.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612007.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612008.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612009.1	polyketide cyclase [Tyzzerella nexilis] 
WP_004612010.1	acetyltransferase [Tyzzerella nexilis] 
WP_004612011.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612013.1	MBL fold metallo-hydrolase [Tyzzerella nexilis] 
WP_004612014.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612015.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612016.1	DNA recombinase [Tyzzerella nexilis] 
WP_004612018.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612019.1	multidrug ABC transporter permease [Tyzzerella nexilis] 
WP_004612022.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612023.1	cobalt transporter [Tyzzerella nexilis] 
WP_004612026.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612028.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004612030.1	4Fe-4S ferredoxin [Tyzzerella nexilis] 
WP_004612033.1	multidrug ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612034.1	peptide ABC transporter permease [Tyzzerella nexilis] 
WP_004612037.1	DNA-binding response regulator [Tyzzerella nexilis] 
WP_004612052.1	tyrosine--tRNA ligase [Tyzzerella nexilis] 
WP_004612054.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612055.1	D-ribose transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612058.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004612059.1	histidine kinase [Tyzzerella nexilis] 
WP_004612060.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612061.1	galactose ABC transporter substrate-binding protein [Tyzzerella nexilis] 
WP_004612062.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612063.1	maltodextrin glucosidase [Tyzzerella nexilis] 
WP_004612066.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612067.1	coenzyme PQQ synthesis protein [Tyzzerella nexilis] 
WP_004612068.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612069.1	50S ribosomal protein L13 [Tyzzerella nexilis] 
WP_004612070.1	30S ribosomal protein S9 [Tyzzerella nexilis] 
WP_004612071.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612072.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612076.1	MULTISPECIES: Rrf2 family transcriptional regulator [Firmicutes] 
WP_004612078.1	MULTISPECIES: amino acid ABC transporter substrate-binding protein [Firmicutes] 
WP_004612079.1	MULTISPECIES: polar amino acid ABC transporter permease [Firmicutes] 
WP_004612080.1	MULTISPECIES: amino acid ABC transporter permease [Firmicutes] 
WP_004612081.1	glutamine ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612082.1	transcription elongation factor GreA [Tyzzerella nexilis] 
WP_004612086.1	transcriptional regulator [Tyzzerella nexilis] 
WP_004612088.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004612090.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612092.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004612095.1	peptidase P60 [Tyzzerella nexilis] 
WP_004612096.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612097.1	AraC family transcriptional regulator [Tyzzerella nexilis] 
WP_004612098.1	multidrug MFS transporter [Tyzzerella nexilis] 
WP_004612099.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612103.1	AraC family transcriptional regulator [Tyzzerella nexilis] 
WP_004612105.1	MerR family transcriptional regulator [Tyzzerella nexilis] 
WP_004612106.1	ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612107.1	ABC transporter [Tyzzerella nexilis] 
WP_004612108.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612111.1	resolvase [Tyzzerella nexilis] 
WP_004612112.1	N-acetylmuramoyl-L-alanine amidase [Tyzzerella nexilis] 
WP_004612117.1	RNase adaptor protein RapZ [Tyzzerella nexilis] 
WP_004612119.1	HPr kinase [Tyzzerella nexilis] 
WP_004612120.1	diacylglycerol kinase [Tyzzerella nexilis] 
WP_004612121.1	transporter [Tyzzerella nexilis] 
WP_004612122.1	fructose-1,6-bisphosphate aldolase class II [Tyzzerella nexilis] 
WP_004612123.1	glutamine synthetase [Tyzzerella nexilis] 
WP_004612124.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612125.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612126.1	RNA methyltransferase [Tyzzerella nexilis] 
WP_004612127.1	non-canonical purine NTP pyrophosphatase [Tyzzerella nexilis] 
WP_004612128.1	phosphodiesterase [Tyzzerella nexilis] 
WP_004612130.1	LacI family transcriptional regulator [Tyzzerella nexilis] 
WP_004612131.1	sugar-binding protein [Tyzzerella nexilis] 
WP_004612132.1	sugar ABC transporter permease [Tyzzerella nexilis] 
WP_004612133.1	sugar ABC transporter permease [Tyzzerella nexilis] 
WP_004612134.1	type I pullulanase [Tyzzerella nexilis] 
WP_004612135.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612138.1	alpha-glycosidase [Tyzzerella nexilis] 
WP_004612139.1	glucan 1,6-alpha-glucosidase [Tyzzerella nexilis] 
WP_004612140.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612141.1	YARHG domain-containing protein [Tyzzerella nexilis] 
WP_004612142.1	hemerythrin [Tyzzerella nexilis] 
WP_004612143.1	3-oxoacyl-ACP synthase [Tyzzerella nexilis] 
WP_004612146.1	malonyl CoA-acyl carrier protein transacylase [Tyzzerella nexilis] 
WP_004612147.1	beta-ketoacyl-ACP reductase [Tyzzerella nexilis] 
WP_004612148.1	beta-ketoacyl-[acyl-carrier-protein] synthase II [Tyzzerella nexilis] 
WP_004612150.1	beta-hydroxyacyl-ACP dehydratase [Tyzzerella nexilis] 
WP_004612151.1	acetyl-CoA carboxylase biotin carboxylase subunit [Tyzzerella nexilis] 
WP_004612152.1	acetyl-CoA carboxylase subunit beta [Tyzzerella nexilis] 
WP_004612153.1	acetyl-CoA carboxylase carboxyltransferase subunit alpha [Tyzzerella nexilis] 
WP_004612154.1	2-nitropropane dioxygenase [Tyzzerella nexilis] 
WP_004612155.1	MarR family transcriptional regulator [Tyzzerella nexilis] 
WP_004612157.1	phosphodiesterase [Tyzzerella nexilis] 
WP_004612159.1	ABC transporter [Tyzzerella nexilis] 
WP_004612160.1	ABC transporter [Tyzzerella nexilis] 
WP_004612161.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612162.1	class C sortase [Tyzzerella nexilis] 
WP_004612164.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612166.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612168.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612169.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612170.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612171.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612172.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612173.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612175.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612176.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612180.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612181.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612182.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612183.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612184.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612185.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612186.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612188.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612189.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612192.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612194.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612195.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612196.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612197.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612199.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612201.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612202.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612203.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612204.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612205.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612207.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612208.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612209.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612210.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612212.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612213.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612214.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612215.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612218.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612224.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612225.1	ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612227.1	AraC family transcriptional regulator [Tyzzerella nexilis] 
WP_004612228.1	cobalt transporter [Tyzzerella nexilis] 
WP_004612229.1	ABC transporter [Tyzzerella nexilis] 
WP_004612230.1	ABC transporter [Tyzzerella nexilis] 
WP_004612231.1	ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612232.1	TetR family transcriptional regulator [Tyzzerella nexilis] 
WP_004612236.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612242.1	nickel ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612243.1	ATPase [Tyzzerella nexilis] 
WP_004612244.1	peptide ABC transporter permease [Tyzzerella nexilis] 
WP_004612246.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612248.1	MULTISPECIES: transcriptional regulator [Firmicutes] 
WP_004612251.1	recombinase [Tyzzerella nexilis] 
WP_004612252.1	ATP-binding protein [Tyzzerella nexilis] 
WP_004612255.1	relaxase [Tyzzerella nexilis] 
WP_004612261.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612262.1	ABC transporter [Tyzzerella nexilis] 
WP_004612263.1	GntR family transcriptional regulator [Tyzzerella nexilis] 
WP_004612271.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612272.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612275.1	two-component sensor histidine kinase [Tyzzerella nexilis] 
WP_004612278.1	MULTISPECIES: diguanylate cyclase [Lachnospiraceae] 
WP_004612290.1	MULTISPECIES: CRISPR-associated endonuclease Cas2 [Lachnospiraceae] 
WP_004612291.1	subtype I-C CRISPR-associated endonuclease Cas1 [Tyzzerella nexilis] 
WP_004612292.1	MULTISPECIES: CRISPR-associated protein Cas4 [Lachnospiraceae] 
WP_004612293.1	MULTISPECIES: type I-C CRISPR-associated protein Cas7/Csd2 [Lachnospiraceae] 
WP_004612294.1	MULTISPECIES: type I-C CRISPR-associated protein Cas8c/Csd1 [Lachnospiraceae] 
WP_004612295.1	MULTISPECIES: type I-C CRISPR-associated protein Cas5 [Lachnospiraceae] 
WP_004612296.1	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
WP_004612298.1	MULTISPECIES: CRISPR-associated helicase/endonuclease Cas3 [Lachnospiraceae] 
WP_004612300.1	MULTISPECIES: serine recombinase [Lachnospiraceae] 
WP_004612304.1	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
WP_004612305.1	MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae] 
WP_004612306.1	MULTISPECIES: transporter [Lachnospiraceae] 
WP_004612308.1	MULTISPECIES: two-component sensor histidine kinase [Clostridiales] 
WP_004612313.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004612314.1	ATP-binding protein [Tyzzerella nexilis] 
WP_004612316.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612317.1	DUF4825 domain-containing protein [Tyzzerella nexilis] 
WP_004612325.1	transcriptional regulator [Tyzzerella nexilis] 
WP_004612326.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612328.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612332.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612333.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612335.1	integrase [Tyzzerella nexilis] 
WP_004612336.1	preprotein translocase subunit YajC [Tyzzerella nexilis] 
WP_004612337.1	3-isopropylmalate dehydrogenase [Tyzzerella nexilis] 
WP_004612338.1	dihydroxy-acid dehydratase [Tyzzerella nexilis] 
WP_004612339.1	acetolactate synthase large subunit biosynthetic type [Tyzzerella nexilis] 
WP_004612340.1	3-phosphoserine/phosphohydroxythreonine aminotransferase [Tyzzerella nexilis] 
WP_004612341.1	3-phosphoglycerate dehydrogenase [Tyzzerella nexilis] 
WP_004612344.1	ribosome biogenesis GTPase Der [Tyzzerella nexilis] 
WP_004612345.1	acyl-phosphate glycerol 3-phosphate acyltransferase [Tyzzerella nexilis] 
WP_004612346.1	glycerol-3-phosphate dehydrogenase [Tyzzerella nexilis] 
WP_004612347.1	stage IV sporulation protein A [Tyzzerella nexilis] 
WP_004612348.1	amino acid lyase [Tyzzerella nexilis] 
WP_004612349.1	bifunctional molybdenum cofactor biosynthesis protein MoaC/MoaB [Tyzzerella nexilis] 
WP_004612350.1	molybdopterin-binding protein [Tyzzerella nexilis] 
WP_004612351.1	molybdenum cofactor biosynthesis protein MoaC [Tyzzerella nexilis] 
WP_004612352.1	metal-dependent hydrolase [Tyzzerella nexilis] 
WP_004612353.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612354.1	ribonuclease HI [Tyzzerella nexilis] 
WP_004612355.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612356.1	aspartate carbamoyltransferase regulatory subunit [Tyzzerella nexilis] 
WP_004612358.1	nitroreductase [Tyzzerella nexilis] 
WP_004612359.1	prephenate dehydratase [Tyzzerella nexilis] 
WP_004612360.1	ATPase AAA [Tyzzerella nexilis] 
WP_004612361.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612362.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612363.1	guanylate kinase [Tyzzerella nexilis] 
WP_004612365.1	ribosomal protein S12 methylthiotransferase RimO [Tyzzerella nexilis] 
WP_004612366.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Tyzzerella nexilis] 
WP_004612367.1	damage-inducible protein CinA [Tyzzerella nexilis] 
WP_004612368.1	nitrogen-fixing protein NifU [Tyzzerella nexilis] 
WP_004612369.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612370.1	radical SAM protein [Tyzzerella nexilis] 
WP_004612371.1	radical SAM protein [Tyzzerella nexilis] 
WP_004612372.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612374.1	hemolysin expression modulating protein [Tyzzerella nexilis] 
WP_004612375.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612376.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612377.1	dipicolinate synthase subunit B [Tyzzerella nexilis] 
WP_004612378.1	MATE family efflux transporter [Tyzzerella nexilis] 
WP_004612379.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612380.1	MFS transporter [Tyzzerella nexilis] 
WP_004612381.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612382.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612383.1	membrane protein [Tyzzerella nexilis] 
WP_004612384.1	haloacid dehalogenase [Tyzzerella nexilis] 
WP_004612385.1	glutamate decarboxylase [Tyzzerella nexilis] 
WP_004612386.1	LysR family transcriptional regulator [Tyzzerella nexilis] 
WP_004612387.1	ABC transporter permease [Tyzzerella nexilis] 
WP_004612388.1	glycine/betaine ABC transporter substrate-binding protein [Tyzzerella nexilis] 
WP_004612389.1	glycine/betaine ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612391.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612392.1	ArsC family transcriptional regulator [Tyzzerella nexilis] 
WP_004612393.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612399.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612400.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612401.1	competence protein TfoX [Tyzzerella nexilis] 
WP_004612402.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612404.1	MULTISPECIES: radical SAM mobile pair system MarR family transcriptional regulator [Lachnospiraceae] 
WP_004612405.1	radical SAM mobile pair protein A [Tyzzerella nexilis] 
WP_004612406.1	radical SAM mobile pair protein B [Tyzzerella nexilis] 
WP_004612408.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_004612409.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_004612410.1	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
WP_004612411.1	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
WP_004612412.1	MULTISPECIES: MerR family transcriptional regulator [Bacteria] 
WP_004612414.1	MULTISPECIES: integrase [Firmicutes] 
WP_004612415.1	MerR family transcriptional regulator [Tyzzerella nexilis] 
WP_004612416.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612418.1	topoisomerase [Tyzzerella nexilis] 
WP_004612420.1	transposase [Tyzzerella nexilis] 
WP_004612424.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612425.1	WYL domain-containing protein [Tyzzerella nexilis] 
WP_004612426.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612427.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612429.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612430.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612431.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612432.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612433.1	transposase [Tyzzerella nexilis] 
WP_004612434.1	TnpV protein [Tyzzerella nexilis] 
WP_004612435.1	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
WP_004612437.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612438.1	conjugal transfer protein [Tyzzerella nexilis] 
WP_004612439.1	DNA primase [Tyzzerella nexilis] 
WP_004612441.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004612442.1	transposase [Tyzzerella nexilis] 
WP_004612448.1	multidrug ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612449.1	acetolactate synthase small subunit [Tyzzerella nexilis] 
WP_004612450.1	ketol-acid reductoisomerase [Tyzzerella nexilis] 
WP_004612451.1	DNA-deoxyinosine glycosylase [Tyzzerella nexilis] 
WP_004612453.1	GPR endopeptidase [Tyzzerella nexilis] 
WP_004612455.1	DNA gyrase subunit B [Tyzzerella nexilis] 
WP_004612456.1	DNA topoisomerase [Tyzzerella nexilis] 
WP_004612458.1	transcription termination/antitermination protein NusA [Tyzzerella nexilis] 
WP_004612460.1	50S ribosomal protein L7ae [Tyzzerella nexilis] 
WP_004612462.1	ribosome-binding factor A [Tyzzerella nexilis] 
WP_004612463.1	exopolyphosphatase [Tyzzerella nexilis] 
WP_004612464.1	tRNA pseudouridine(55) synthase [Tyzzerella nexilis] 
WP_004612465.1	riboflavin biosynthesis protein RibF [Tyzzerella nexilis] 
WP_004612466.1	30S ribosomal protein S15 [Tyzzerella nexilis] 
WP_004612468.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612470.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612471.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612473.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612474.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612475.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612476.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612477.1	multidrug ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004612478.1	DUF5028 domain-containing protein [Tyzzerella nexilis] 
WP_004612479.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612480.1	asparagine synthetase B [Tyzzerella nexilis] 
WP_004612482.1	aldo/keto reductase [Tyzzerella nexilis] 
WP_004612483.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612484.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612485.1	DNA polymerase I [Tyzzerella nexilis] 
WP_004612486.1	dephospho-CoA kinase [Tyzzerella nexilis] 
WP_004612487.1	ribonuclease Z [Tyzzerella nexilis] 
WP_004612488.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612490.1	dihydroxyacetone kinase [Tyzzerella nexilis] 
WP_004612492.1	nucleotidyltransferase [Tyzzerella nexilis] 
WP_004612494.1	magnesium transporter [Tyzzerella nexilis] 
WP_004612495.1	phosphate acetyltransferase [Tyzzerella nexilis] 
WP_004612496.1	acetate kinase [Tyzzerella nexilis] 
WP_004612497.1	DNA-binding protein [Tyzzerella nexilis] 
WP_004612498.1	50S ribosomal protein L32 [Tyzzerella nexilis] 
WP_004612500.1	acyl carrier protein [Tyzzerella nexilis] 
WP_004612501.1	ribonuclease III [Tyzzerella nexilis] 
WP_004612502.1	chromosome segregation protein SMC [Tyzzerella nexilis] 
WP_004612503.1	signal recognition particle-docking protein FtsY [Tyzzerella nexilis] 
WP_004612504.1	threonine ammonia-lyase [Tyzzerella nexilis] 
WP_004612505.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612506.1	DNA-binding response regulator [Tyzzerella nexilis] 
WP_004612507.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612511.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612514.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612516.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612518.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612520.1	GntR family transcriptional regulator [Tyzzerella nexilis] 
WP_004612521.1	isocitrate dehydrogenase [Tyzzerella nexilis] 
WP_004612522.1	ABC transporter [Tyzzerella nexilis] 
WP_004612524.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612525.1	alanine racemase [Tyzzerella nexilis] 
WP_004612526.1	mRNA interferase PemK [Tyzzerella nexilis] 
WP_004612527.1	hemolysin [Tyzzerella nexilis] 
WP_004612528.1	transcriptional regulator [Tyzzerella nexilis] 
WP_004612530.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612531.1	cell division protein FtsK [Tyzzerella nexilis] 
WP_004612532.1	formate--tetrahydrofolate ligase [Tyzzerella nexilis] 
WP_004612533.1	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase [Tyzzerella nexilis] 
WP_004612534.1	NADPH-dependent butanol dehydrogenase [Tyzzerella nexilis] 
WP_004612536.1	ferredoxin-NADP+ reductase subunit alpha [Tyzzerella nexilis] 
WP_004612537.1	glutamate synthase (NADPH) homotetrameric [Tyzzerella nexilis] 
WP_004612538.1	ZIP family metal transporter [Tyzzerella nexilis] 
WP_004612539.1	MBL fold metallo-hydrolase [Tyzzerella nexilis] 
WP_004612541.1	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH [Tyzzerella nexilis] 
WP_004612542.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612544.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612546.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612547.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612548.1	DNA polymerase III subunit epsilon [Tyzzerella nexilis] 
WP_004612549.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612550.1	translation elongation factor G [Tyzzerella nexilis] 
WP_004612551.1	MATE family efflux transporter [Tyzzerella nexilis] 
WP_004612552.1	sporulation protein YqfC [Tyzzerella nexilis] 
WP_004612553.1	stage IV sporulation protein [Tyzzerella nexilis] 
WP_004612555.1	16S rRNA maturation RNase YbeY [Tyzzerella nexilis] 
WP_004612556.1	stage V sporulation protein B [Tyzzerella nexilis] 
WP_004612559.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612560.1	1-pyrroline-5-carboxylate dehydrogenase [Tyzzerella nexilis] 
WP_004612561.1	5-formyltetrahydrofolate cyclo-ligase [Tyzzerella nexilis] 
WP_004612562.1	DUF4250 domain-containing protein [Tyzzerella nexilis] 
WP_004612567.1	DNA mismatch repair protein MutS [Tyzzerella nexilis] 
WP_004612568.1	DNA mismatch repair protein MutL [Tyzzerella nexilis] 
WP_004612569.1	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA [Tyzzerella nexilis] 
WP_004612570.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612571.1	pyridine nucleotide-disulfide oxidoreductase [Tyzzerella nexilis] 
WP_004612572.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612573.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612574.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612575.1	rod shape-determining protein [Tyzzerella nexilis] 
WP_004612579.1	septum site-determining protein MinD [Tyzzerella nexilis] 
WP_004612580.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612581.1	rod shape-determining protein RodA [Tyzzerella nexilis] 
WP_004612582.1	methylglyoxal synthase [Tyzzerella nexilis] 
WP_004612583.1	D-Ala-D-Ala carboxypeptidase [Tyzzerella nexilis] 
WP_004612585.1	TIGR01212 family radical SAM protein [Tyzzerella nexilis] 
WP_004612587.1	YggS family pyridoxal phosphate enzyme [Tyzzerella nexilis] 
WP_004612588.1	cell division protein SepF [Tyzzerella nexilis] 
WP_004612590.1	signal peptidase II [Tyzzerella nexilis] 
WP_004612591.1	RNA pseudouridine synthase [Tyzzerella nexilis] 
WP_004612592.1	cytidylate kinase [Tyzzerella nexilis] 
WP_004612593.1	tRNA 2-thiocytidine biosynthesis protein TtcA [Tyzzerella nexilis] 
WP_004612594.1	D-tyrosyl-tRNA(Tyr) deacylase [Tyzzerella nexilis] 
WP_004612595.1	integrase [Tyzzerella nexilis] 
WP_004612596.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612597.1	repressor LexA [Tyzzerella nexilis] 
WP_004612598.1	glyceraldehyde-3-phosphate dehydrogenase [Tyzzerella nexilis] 
WP_004612599.1	ribosome silencing factor RsfS [Tyzzerella nexilis] 
WP_004612600.1	phosphodiesterase [Tyzzerella nexilis] 
WP_004612602.1	RNA-binding protein [Tyzzerella nexilis] 
WP_004612603.1	GTPase CgtA [Tyzzerella nexilis] 
WP_004612604.1	50S ribosomal protein L27 [Tyzzerella nexilis] 
WP_004612605.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612606.1	50S ribosomal protein L21 [Tyzzerella nexilis] 
WP_004612607.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612608.1	membrane protein [Tyzzerella nexilis] 
WP_004612609.1	aspartate kinase [Tyzzerella nexilis] 
WP_004612611.1	hypothetical protein [Tyzzerella nexilis] 
WP_004612612.1	ribonuclease [Tyzzerella nexilis] 
WP_004612613.1	radical SAM protein [Tyzzerella nexilis] 
WP_004612616.1	replication initiation protein [Tyzzerella nexilis] 
WP_004612621.1	MULTISPECIES: competence protein TfoX [Firmicutes] 
WP_004612622.1	hypothetical protein [Tyzzerella nexilis] 
