gi|493484097|ref|WP_006438921.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484688|ref|WP_006439504.1|	multidrug ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484689|ref|WP_006439505.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484690|ref|WP_006439506.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484691|ref|WP_006439507.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484692|ref|WP_006439508.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484693|ref|WP_006439509.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484694|ref|WP_006439510.1|	multidrug ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484695|ref|WP_006439511.1|	GntR family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484696|ref|WP_006439512.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484697|ref|WP_006439513.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484698|ref|WP_006439514.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484699|ref|WP_006439515.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484700|ref|WP_006439516.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484701|ref|WP_006439517.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484702|ref|WP_006439518.1|	2-hydroxyglutaryl-CoA dehydratase [[Clostridium] hiranonis] 
gi|493484703|ref|WP_006439519.1|	peptidase M24 [[Clostridium] hiranonis] 
gi|493484704|ref|WP_006439520.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484705|ref|WP_006439521.1|	sodium transporter [[Clostridium] hiranonis] 
gi|493484706|ref|WP_006439522.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484707|ref|WP_006439523.1|	lantibiotic ABC transporter permease [[Clostridium] hiranonis] 
gi|493484708|ref|WP_006439524.1|	lantibiotic ABC transporter permease [[Clostridium] hiranonis] 
gi|493484709|ref|WP_006439525.1|	bacitracin ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484710|ref|WP_006439526.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484711|ref|WP_006439527.1|	transcriptional regulator [[Clostridium] hiranonis] 
gi|493484712|ref|WP_006439528.1|	peptidase M23 [[Clostridium] hiranonis] 
gi|493484713|ref|WP_006439529.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484714|ref|WP_006439530.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484715|ref|WP_006439531.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484716|ref|WP_006439532.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484717|ref|WP_006439533.1|	RNA polymerase subunit sigma-24 [[Clostridium] hiranonis] 
gi|493484718|ref|WP_006439534.1|	sulfate permease [[Clostridium] hiranonis] 
gi|493484719|ref|WP_006439535.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484720|ref|WP_006439536.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484721|ref|WP_006439537.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484722|ref|WP_006439538.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484723|ref|WP_006439539.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484724|ref|WP_006439540.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484726|ref|WP_006439542.1|	sodium:proton antiporter [[Clostridium] hiranonis] 
gi|493484727|ref|WP_006439543.1|	DNA-binding protein [[Clostridium] hiranonis] 
gi|493484729|ref|WP_006439545.1|	peptidase M24 [[Clostridium] hiranonis] 
gi|493484730|ref|WP_006439546.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484732|ref|WP_006439547.1|	polyphosphate kinase [[Clostridium] hiranonis] 
gi|493484733|ref|WP_006439548.1|	potassium transporter [[Clostridium] hiranonis] 
gi|493484734|ref|WP_006439549.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484735|ref|WP_006439550.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484736|ref|WP_006439551.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484737|ref|WP_006439552.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484738|ref|WP_006439553.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484739|ref|WP_006439554.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484740|ref|WP_006439555.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484741|ref|WP_006439556.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484742|ref|WP_006439557.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484743|ref|WP_006439558.1|	glutathione reductase [[Clostridium] hiranonis] 
gi|493484744|ref|WP_006439559.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484745|ref|WP_006439560.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484746|ref|WP_006439561.1|	serine protease [[Clostridium] hiranonis] 
gi|493484747|ref|WP_006439562.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484748|ref|WP_006439563.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484749|ref|WP_006439564.1|	hydroxyethylthiazole kinase [[Clostridium] hiranonis] 
gi|493484750|ref|WP_006439565.1|	thiamine-phosphate pyrophosphorylase [[Clostridium] hiranonis] 
gi|493484751|ref|WP_006439566.1|	phosphomethylpyrimidine kinase [[Clostridium] hiranonis] 
gi|493484752|ref|WP_006439567.1|	PEP phosphonomutase [[Clostridium] hiranonis] 
gi|493484753|ref|WP_006439568.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484754|ref|WP_006439569.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484755|ref|WP_006439570.1|	magnesium transporter [[Clostridium] hiranonis] 
gi|493484756|ref|WP_006439571.1|	K+-dependent Na+/Ca+ exchanger [[Clostridium] hiranonis] 
gi|493484757|ref|WP_006439572.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484758|ref|WP_006439573.1|	excinuclease ABC subunit B [[Clostridium] hiranonis] 
gi|493484759|ref|WP_006439574.1|	excinuclease ABC subunit A [[Clostridium] hiranonis] 
gi|493484760|ref|WP_006439575.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484761|ref|WP_006439576.1|	histidine kinase [[Clostridium] hiranonis] 
gi|493484762|ref|WP_006439577.1|	ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484763|ref|WP_006439578.1|	ABC transporter permease [[Clostridium] hiranonis] 
gi|493484764|ref|WP_006439579.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484765|ref|WP_006439580.1|	excinuclease ABC subunit C [[Clostridium] hiranonis] 
gi|493484766|ref|WP_006439581.1|	HPr kinase/phosphorylase [[Clostridium] hiranonis] 
gi|493484767|ref|WP_006439582.1|	cardiolipin synthase [[Clostridium] hiranonis] 
gi|493484768|ref|WP_006439583.1|	UDP-N-acetylenolpyruvoylglucosamine reductase [[Clostridium] hiranonis] 
gi|493484769|ref|WP_006439584.1|	phosphoesterase [[Clostridium] hiranonis] 
gi|493484770|ref|WP_006439585.1|	glmZ(sRNA)-inactivating NTPase [[Clostridium] hiranonis] 
gi|493484771|ref|WP_006439586.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484772|ref|WP_006439587.1|	NUDIX hydrolase [[Clostridium] hiranonis] 
gi|493484773|ref|WP_006439588.1|	sporulation protein [[Clostridium] hiranonis] 
gi|493484774|ref|WP_006439589.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484775|ref|WP_006439590.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484776|ref|WP_006439591.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484777|ref|WP_006439592.1|	6-phosphofructokinase [[Clostridium] hiranonis] 
gi|493484778|ref|WP_006439593.1|	pyruvate kinase [[Clostridium] hiranonis] 
gi|493484779|ref|WP_006439594.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484780|ref|WP_006439595.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484781|ref|WP_006439596.1|	inorganic pyrophosphatase [[Clostridium] hiranonis] 
gi|493484782|ref|WP_006439597.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484783|ref|WP_006439598.1|	acetaldehyde dehydrogenase [[Clostridium] hiranonis] 
gi|493484784|ref|WP_006439599.1|	PTS sugar transporter [[Clostridium] hiranonis] 
gi|493484785|ref|WP_006439600.1|	PTS fructose transporter subunit IIA [[Clostridium] hiranonis] 
gi|493484786|ref|WP_006439601.1|	PTS galactitol transporter subunit IIB [[Clostridium] hiranonis] 
gi|493484787|ref|WP_006439602.1|	PTS galactitol transporter subunit IIC [[Clostridium] hiranonis] 
gi|493484788|ref|WP_006439603.1|	fructose-bisphosphate aldolase [[Clostridium] hiranonis] 
gi|493484789|ref|WP_006439604.1|	alcohol dehydrogenase [[Clostridium] hiranonis] 
gi|493484790|ref|WP_006439605.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484791|ref|WP_006439606.1|	cobyric acid synthase [[Clostridium] hiranonis] 
gi|493484792|ref|WP_006439607.1|	cobyrinic acid a,c-diamide synthase [[Clostridium] hiranonis] 
gi|493484793|ref|WP_006439608.1|	cobalamin biosynthesis protein CobD [[Clostridium] hiranonis] 
gi|493484794|ref|WP_006439609.1|	threonine-phosphate decarboxylase [[Clostridium] hiranonis] 
gi|493484795|ref|WP_006439610.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484796|ref|WP_006439611.1|	precorrin-8X methylmutase [[Clostridium] hiranonis] 
gi|493484797|ref|WP_006439612.1|	cobalt-precorrin-6A synthase [[Clostridium] hiranonis] 
gi|493484798|ref|WP_006439613.1|	cobalt-precorrin-6Y C(5)-methyltransferase [[Clostridium] hiranonis] 
gi|493484799|ref|WP_006439614.1|	cobalt-precorrin-6Y C(15)-methyltransferase [[Clostridium] hiranonis] 
gi|493484800|ref|WP_006439615.1|	cobalt-precorrin-4 C(11)-methyltransferase [[Clostridium] hiranonis] 
gi|493484801|ref|WP_006439616.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484802|ref|WP_006439617.1|	cobalt-precorrin-3B C(17)-methyltransferase [[Clostridium] hiranonis] 
gi|493484803|ref|WP_006439618.1|	cobalt-precorrin-6A reductase [[Clostridium] hiranonis] 
gi|493484804|ref|WP_006439619.1|	sirohydrochlorin cobaltochelatase [[Clostridium] hiranonis] 
gi|493484805|ref|WP_006439620.1|	cobalt-precorrin-2 C(20)-methyltransferase [[Clostridium] hiranonis] 
gi|493484806|ref|WP_006439621.1|	porphobilinogen deaminase [[Clostridium] hiranonis] 
gi|493484807|ref|WP_006439622.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484808|ref|WP_006439623.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484809|ref|WP_006439624.1|	general secretion pathway protein E [[Clostridium] hiranonis] 
gi|493484810|ref|WP_006439625.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484811|ref|WP_006439626.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484812|ref|WP_006439627.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484813|ref|WP_006439628.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484814|ref|WP_006439629.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484815|ref|WP_006439630.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484816|ref|WP_006439631.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484817|ref|WP_006439632.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484818|ref|WP_006439633.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484819|ref|WP_006439634.1|	Na/Pi cotransporter [[Clostridium] hiranonis] 
gi|493484821|ref|WP_006439636.1|	protease [[Clostridium] hiranonis] 
gi|493484822|ref|WP_006439637.1|	ferredoxin [[Clostridium] hiranonis] 
gi|493484824|ref|WP_006439638.1|	formate acetyltransferase [[Clostridium] hiranonis] 
gi|493484825|ref|WP_006439639.1|	pyrroline-5-carboxylate reductase [[Clostridium] hiranonis] 
gi|493484826|ref|WP_006439640.1|	sulfate permease [[Clostridium] hiranonis] 
gi|493484827|ref|WP_006439641.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484828|ref|WP_006439642.1|	iron transporter FeoB [[Clostridium] hiranonis] 
gi|493484829|ref|WP_006439643.1|	iron transporter FeoA [[Clostridium] hiranonis] 
gi|493484830|ref|WP_006439644.1|	NADH oxidase [[Clostridium] hiranonis] 
gi|493484831|ref|WP_006439645.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484832|ref|WP_006439646.1|	heptaprenyl diphosphate synthase subunit I [[Clostridium] hiranonis] 
gi|493484833|ref|WP_006439647.1|	6-phosphogluconate dehydratase [[Clostridium] hiranonis] 
gi|493484834|ref|WP_006439648.1|	oligopeptidase PepB [[Clostridium] hiranonis] 
gi|493484835|ref|WP_006439649.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484836|ref|WP_006439650.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484837|ref|WP_006439651.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484838|ref|WP_006439652.1|	phosphate ABC transporter substrate-binding protein [[Clostridium] hiranonis] 
gi|493484839|ref|WP_006439653.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484840|ref|WP_006439654.1|	phosphate ABC transporter permease [[Clostridium] hiranonis] 
gi|493484841|ref|WP_006439655.1|	phosphate ABC transporter permease [[Clostridium] hiranonis] 
gi|493484842|ref|WP_006439656.1|	phosphate ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484843|ref|WP_006439657.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484844|ref|WP_006439658.1|	valyl-tRNA synthase [[Clostridium] hiranonis] 
gi|493484845|ref|WP_006439659.1|	folylpolyglutamate synthase [[Clostridium] hiranonis] 
gi|493484846|ref|WP_006439660.1|	ATPase [[Clostridium] hiranonis] 
gi|493484847|ref|WP_006439661.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484848|ref|WP_006439662.1|	NAD-dependent DNA ligase LigA [[Clostridium] hiranonis] 
gi|493484849|ref|WP_006439663.1|	ribonuclease PH [[Clostridium] hiranonis] 
gi|493484850|ref|WP_006439664.1|	phosphoesterase [[Clostridium] hiranonis] 
gi|493484851|ref|WP_006439665.1|	trigger factor [[Clostridium] hiranonis] 
gi|493484852|ref|WP_006439666.1|	ATP-dependent Clp protease proteolytic subunit [[Clostridium] hiranonis] 
gi|493484853|ref|WP_006439667.1|	ATP-dependent protease [[Clostridium] hiranonis] 
gi|493484854|ref|WP_006439668.1|	chromate transporter [[Clostridium] hiranonis] 
gi|493484855|ref|WP_006439669.1|	chromate transporter [[Clostridium] hiranonis] 
gi|493484856|ref|WP_006439670.1|	peptidase [[Clostridium] hiranonis] 
gi|493484857|ref|WP_006439671.1|	GTP-binding protein YsxC [[Clostridium] hiranonis] 
gi|493484858|ref|WP_006439672.1|	alanine racemase [[Clostridium] hiranonis] 
gi|493484859|ref|WP_006439673.1|	Rrf2 family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484860|ref|WP_006439674.1|	carbon monoxide dehydrogenase [[Clostridium] hiranonis] 
gi|493484861|ref|WP_006439675.1|	nitrate reductase subunit beta [[Clostridium] hiranonis] 
gi|493484862|ref|WP_006439676.1|	pyridine nucleotide-disulfide oxidoreductase [[Clostridium] hiranonis] 
gi|493484863|ref|WP_006439677.1|	RNA methyltransferase [[Clostridium] hiranonis] 
gi|493484864|ref|WP_006439678.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484865|ref|WP_006439679.1|	ATP-dependent DNA helicase RecG [[Clostridium] hiranonis] 
gi|493484866|ref|WP_006439680.1|	RNA 2'-phosphotransferase [[Clostridium] hiranonis] 
gi|493484867|ref|WP_006439681.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484868|ref|WP_006439682.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484869|ref|WP_006439683.1|	glutamate decarboxylase [[Clostridium] hiranonis] 
gi|493484870|ref|WP_006439684.1|	dihydroxyacetone kinase [[Clostridium] hiranonis] 
gi|493484871|ref|WP_006439685.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484872|ref|WP_006439686.1|	radical SAM protein [[Clostridium] hiranonis] 
gi|493484873|ref|WP_006439687.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484874|ref|WP_006439688.1|	major facilitator transporter [[Clostridium] hiranonis] 
gi|493484875|ref|WP_006439689.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484876|ref|WP_006439690.1|	nucleotidyltransferase [[Clostridium] hiranonis] 
gi|493484877|ref|WP_006439691.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484878|ref|WP_006439692.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484879|ref|WP_006439693.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484880|ref|WP_006439694.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484881|ref|WP_006439695.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484882|ref|WP_006439696.1|	MFS transporter [[Clostridium] hiranonis] 
gi|493484883|ref|WP_006439697.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484884|ref|WP_006439698.1|	NADH dehydrogenase [[Clostridium] hiranonis] 
gi|493484885|ref|WP_006439699.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484886|ref|WP_006439700.1|	dihydrofolate reductase [[Clostridium] hiranonis] 
gi|493484887|ref|WP_006439701.1|	glutamate synthase [[Clostridium] hiranonis] 
gi|493484888|ref|WP_006439702.1|	hydrogenase [[Clostridium] hiranonis] 
gi|493484889|ref|WP_006439703.1|	electron transporter RnfC [[Clostridium] hiranonis] 
gi|493484890|ref|WP_006439704.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484891|ref|WP_006439705.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484892|ref|WP_006439706.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484893|ref|WP_006439707.1|	electron transporter RnfC [[Clostridium] hiranonis] 
gi|493484894|ref|WP_006439708.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484895|ref|WP_006439709.1|	proline reductase [[Clostridium] hiranonis] 
gi|493484896|ref|WP_006439710.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484897|ref|WP_006439711.1|	proline reductase [[Clostridium] hiranonis] 
gi|493484898|ref|WP_006439712.1|	proline reductase [[Clostridium] hiranonis] 
gi|493484899|ref|WP_006439713.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484900|ref|WP_006439714.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484901|ref|WP_006439715.1|	proline racemase [[Clostridium] hiranonis] 
gi|493484902|ref|WP_006439716.1|	permease [[Clostridium] hiranonis] 
gi|493484903|ref|WP_006439717.1|	permease [[Clostridium] hiranonis] 
gi|493484904|ref|WP_006439718.1|	permease [[Clostridium] hiranonis] 
gi|493484905|ref|WP_006439719.1|	permease [[Clostridium] hiranonis] 
gi|493484906|ref|WP_006439720.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484907|ref|WP_006439721.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484908|ref|WP_006439722.1|	ATPase AAA [[Clostridium] hiranonis] 
gi|493484909|ref|WP_006439723.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484910|ref|WP_006439724.1|	hypoxanthine phosphoribosyltransferase [[Clostridium] hiranonis] 
gi|493484911|ref|WP_006439725.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484912|ref|WP_006439726.1|	dihydrodipicolinate reductase [[Clostridium] hiranonis] 
gi|493484913|ref|WP_006439727.1|	2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase [[Clostridium] hiranonis] 
gi|493484914|ref|WP_006439728.1|	dihydrodipicolinate reductase [[Clostridium] hiranonis] 
gi|493484915|ref|WP_006439729.1|	dihydrodipicolinate synthase [[Clostridium] hiranonis] 
gi|493484916|ref|WP_006439730.1|	semialdehyde dehydrogenase [[Clostridium] hiranonis] 
gi|493484917|ref|WP_006439731.1|	serine dehydratase [[Clostridium] hiranonis] 
gi|493484918|ref|WP_006439732.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484919|ref|WP_006439733.1|	amidohydrolase [[Clostridium] hiranonis] 
gi|493484920|ref|WP_006439734.1|	amidohydrolase [[Clostridium] hiranonis] 
gi|493484921|ref|WP_006439735.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484922|ref|WP_006439736.1|	methyltransferase [[Clostridium] hiranonis] 
gi|493484923|ref|WP_006439737.1|	molecular chaperone Hsp33 [[Clostridium] hiranonis] 
gi|493484924|ref|WP_006439738.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484925|ref|WP_006439739.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484926|ref|WP_006439740.1|	iron transporter [[Clostridium] hiranonis] 
gi|493484927|ref|WP_006439741.1|	GNAT family acetyltransferase [[Clostridium] hiranonis] 
gi|493484928|ref|WP_006439742.1|	cell filamentation protein [[Clostridium] hiranonis] 
gi|493484929|ref|WP_006439743.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484930|ref|WP_006439744.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484931|ref|WP_006439745.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484932|ref|WP_006439746.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484933|ref|WP_006439747.1|	RNA polymerase sigma54 factor [[Clostridium] hiranonis] 
gi|493484934|ref|WP_006439748.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484935|ref|WP_006439749.1|	glyceraldehyde-3-phosphate dehydrogenase [[Clostridium] hiranonis] 
gi|493484936|ref|WP_006439750.1|	phosphoglycerate kinase [[Clostridium] hiranonis] 
gi|493484937|ref|WP_006439751.1|	triosephosphate isomerase [[Clostridium] hiranonis] 
gi|493484938|ref|WP_006439752.1|	phosphoglyceromutase [[Clostridium] hiranonis] 
gi|493484939|ref|WP_006439753.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484940|ref|WP_006439754.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484941|ref|WP_006439755.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484942|ref|WP_006439756.1|	DNA-cytosine methyltransferase [[Clostridium] hiranonis] 
gi|493484943|ref|WP_006439757.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484944|ref|WP_006439758.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484945|ref|WP_006439759.1|	ribonuclease R [[Clostridium] hiranonis] 
gi|493484946|ref|WP_006439760.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484947|ref|WP_006439761.1|	transporter [[Clostridium] hiranonis] 
gi|493484948|ref|WP_006439762.1|	transporter [[Clostridium] hiranonis] 
gi|493484949|ref|WP_006439763.1|	transcriptional regulator [[Clostridium] hiranonis] 
gi|493484950|ref|WP_006439764.1|	single-stranded DNA-binding protein [[Clostridium] hiranonis] 
gi|493484951|ref|WP_006439765.1|	lactoylglutathione lyase [[Clostridium] hiranonis] 
gi|493484952|ref|WP_006439766.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484953|ref|WP_006439767.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484954|ref|WP_006439768.1|	glycosyl transferase [[Clostridium] hiranonis] 
gi|493484955|ref|WP_006439769.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484957|ref|WP_006439770.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484958|ref|WP_006439771.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484959|ref|WP_006439772.1|	transcription antiterminator BglG [[Clostridium] hiranonis] 
gi|493484960|ref|WP_006439773.1|	PTS glucose transporter subunit IIA [[Clostridium] hiranonis] 
gi|493484961|ref|WP_006439774.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484962|ref|WP_006439775.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484963|ref|WP_006439776.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484964|ref|WP_006439777.1|	PTS cellobiose transporter subunit IIA [[Clostridium] hiranonis] 
gi|493484965|ref|WP_006439778.1|	PTS cellobiose transporter subunit IIB [[Clostridium] hiranonis] 
gi|493484966|ref|WP_006439779.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484967|ref|WP_006439780.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484968|ref|WP_006439781.1|	proline reductase [[Clostridium] hiranonis] 
gi|493484969|ref|WP_006439782.1|	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase [[Clostridium] hiranonis] 
gi|493484970|ref|WP_006439783.1|	peptidase M20 [[Clostridium] hiranonis] 
gi|493484971|ref|WP_006439784.1|	copper homeostasis protein CutC [[Clostridium] hiranonis] 
gi|493484972|ref|WP_006439785.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484973|ref|WP_006439786.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484974|ref|WP_006439787.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484975|ref|WP_006439788.1|	V-type ATP synthase subunit K [[Clostridium] hiranonis] 
gi|493484976|ref|WP_006439789.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484977|ref|WP_006439790.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484978|ref|WP_006439791.1|	V-type ATP synthase subunit F [[Clostridium] hiranonis] 
gi|493484979|ref|WP_006439792.1|	V-type ATP synthase subunit A [[Clostridium] hiranonis] 
gi|493484980|ref|WP_006439793.1|	V-type ATP synthase subunit B [[Clostridium] hiranonis] 
gi|493484981|ref|WP_006439794.1|	V-type ATP synthase subunit D [[Clostridium] hiranonis] 
gi|493484982|ref|WP_006439795.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484983|ref|WP_006439796.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484984|ref|WP_006439797.1|	methyltransferase [[Clostridium] hiranonis] 
gi|493484985|ref|WP_006439798.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484986|ref|WP_006439799.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484988|ref|WP_006439801.1|	hydrolase [[Clostridium] hiranonis] 
gi|493484989|ref|WP_006439802.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484990|ref|WP_006439803.1|	multidrug transporter MatE [[Clostridium] hiranonis] 
gi|493484991|ref|WP_006439804.1|	cation diffusion facilitator family transporter [[Clostridium] hiranonis] 
gi|493484992|ref|WP_006439805.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484993|ref|WP_006439806.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484995|ref|WP_006439807.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484996|ref|WP_006439808.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484997|ref|WP_006439809.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484998|ref|WP_006439810.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484999|ref|WP_006439811.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493485000|ref|WP_006439812.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493485001|ref|WP_006439813.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493485002|ref|WP_006439814.1|	hypothetical protein [[Clostridium] hiranonis] 
