gi|495665869|ref|WP_008390448.1|	hypothetical protein partial [Clostridium sp. SS2/1] 
gi|495667075|ref|WP_008391654.1|	MULTISPECIES: imidazole glycerol phosphate synthase [Clostridiales] 
gi|495667076|ref|WP_008391655.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667077|ref|WP_008391656.1|	histidine kinase [Clostridium sp. SS2/1] 
gi|495667078|ref|WP_008391657.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667079|ref|WP_008391658.1|	transcriptional regulator [Clostridium sp. SS2/1] 
gi|495667080|ref|WP_008391659.1|	membrane protein [Clostridium sp. SS2/1] 
gi|495667082|ref|WP_008391661.1|	MULTISPECIES: thiouridylase [Clostridiales] 
gi|495667083|ref|WP_008391662.1|	MULTISPECIES: FeS cluster assembly scaffold IscU [Clostridiales] 
gi|495667084|ref|WP_008391663.1|	MULTISPECIES: cysteine desulfurase [Clostridiales] 
gi|495667085|ref|WP_008391664.1|	MULTISPECIES: Rrf2 family transcriptional regulator [Clostridiales] 
gi|495667086|ref|WP_008391665.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667094|ref|WP_008391673.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667097|ref|WP_008391676.1|	fructose-1,6-bisphosphatase [Clostridium sp. SS2/1] 
gi|495667105|ref|WP_008391684.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667106|ref|WP_008391685.1|	MULTISPECIES: branched-chain amino acid aminotransferase [Clostridiales] 
gi|495667107|ref|WP_008391686.1|	ATPase AAA [Clostridium sp. SS2/1] 
gi|495667108|ref|WP_008391687.1|	DeoR family transcriptional regulator [Clostridium sp. SS2/1] 
gi|495667109|ref|WP_008391688.1|	peptidyl-prolyl cis-trans isomerase [Clostridium sp. SS2/1] 
gi|495667111|ref|WP_008391690.1|	oxidoreductase [Clostridium sp. SS2/1] 
gi|495667113|ref|WP_008391692.1|	K+-dependent Na+/Ca+ exchanger [Clostridium sp. SS2/1] 
gi|495667114|ref|WP_008391693.1|	phosphohydrolase [Clostridium sp. SS2/1] 
gi|495667115|ref|WP_008391694.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667116|ref|WP_008391695.1|	divalent cation transporter [Clostridium sp. SS2/1] 
gi|495667117|ref|WP_008391696.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667125|ref|WP_008391704.1|	MULTISPECIES: 3-oxoacyl-ACP reductase [Clostridiales] 
gi|495667127|ref|WP_008391706.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667128|ref|WP_008391707.1|	MULTISPECIES: CdaR family transcriptional regulator [Clostridiales] 
gi|495667131|ref|WP_008391710.1|	MULTISPECIES: cell division protein FtsE [Clostridiales] 
gi|495667133|ref|WP_008391712.1|	cell division protein FtsX [Clostridium sp. SS2/1] 
gi|495667134|ref|WP_008391713.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667136|ref|WP_008391715.1|	peptidase [Clostridium sp. SS2/1] 
gi|495667137|ref|WP_008391716.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667138|ref|WP_008391717.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667139|ref|WP_008391718.1|	MULTISPECIES: glyoxalase [Clostridiales] 
gi|495667140|ref|WP_008391719.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667141|ref|WP_008391720.1|	transposase [Clostridium sp. SS2/1] 
gi|495667142|ref|WP_008391721.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667143|ref|WP_008391722.1|	excinuclease ABC subunit B [Clostridium sp. SS2/1] 
gi|495667144|ref|WP_008391723.1|	excinuclease ABC subunit A [Clostridium sp. SS2/1] 
gi|495667145|ref|WP_008391724.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667146|ref|WP_008391725.1|	MULTISPECIES: DeoR family transcriptional regulator [Clostridiales] 
gi|495667147|ref|WP_008391726.1|	MULTISPECIES: pyruvate formate-lyase [Clostridiales] 
gi|495667148|ref|WP_008391727.1|	glycyl radical-activating protein [Clostridium sp. SS2/1] 
gi|495667150|ref|WP_008391729.1|	MULTISPECIES: stage V sporulation protein T [Clostridiales] 
gi|495667153|ref|WP_008391732.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667152|ref|WP_008391731.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667154|ref|WP_008391733.1|	MULTISPECIES: ATP-binding protein [Clostridiales] 
gi|495667155|ref|WP_008391734.1|	MULTISPECIES: O-sialoglycoprotein endopeptidase [Clostridiales] 
gi|495667156|ref|WP_008391735.1|	MULTISPECIES: alanine acetyltransferase [Clostridiales] 
gi|495667157|ref|WP_008391736.1|	MULTISPECIES: ribonuclease Z [Clostridiales] 
gi|495667158|ref|WP_008391737.1|	MULTISPECIES: O-sialoglycoprotein endopeptidase [Clostridiales] 
gi|495667160|ref|WP_008391739.1|	MULTISPECIES: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Clostridiales] 
gi|495667164|ref|WP_008391743.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667165|ref|WP_008391744.1|	MULTISPECIES: ABC transporter substrate-binding protein [Clostridiales] 
gi|495667166|ref|WP_008391745.1|	MULTISPECIES: ABC transporter ATP-binding protein [Clostridiales] 
gi|495667167|ref|WP_008391746.1|	MULTISPECIES: methionine ABC transporter permease [Clostridiales] 
gi|495667168|ref|WP_008391747.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667169|ref|WP_008391748.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667170|ref|WP_008391749.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667172|ref|WP_008391751.1|	MULTISPECIES: helicase [Clostridiales] 
gi|495667173|ref|WP_008391752.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667175|ref|WP_008391754.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667177|ref|WP_008391756.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667179|ref|WP_008391758.1|	MULTISPECIES: methyltransferase [Clostridiales] 
gi|495667181|ref|WP_008391760.1|	MULTISPECIES: molecular chaperone Hsp33 [Clostridiales] 
gi|495667184|ref|WP_008391763.1|	MULTISPECIES: fibronectin [Clostridiales] 
gi|495667185|ref|WP_008391764.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667186|ref|WP_008391765.1|	ribose 5-phosphate isomerase [Clostridium sp. SS2/1] 
gi|495667187|ref|WP_008391766.1|	MULTISPECIES: oxidoreductase [Clostridiales] 
gi|495667188|ref|WP_008391767.1|	MULTISPECIES: magnesium transporter [Clostridiales] 
gi|495667190|ref|WP_008391769.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667189|ref|WP_008391768.1|	MULTISPECIES: ABC transporter substrate-binding protein [Clostridiales] 
gi|495667191|ref|WP_008391770.1|	metallopeptidase [Clostridium sp. SS2/1] 
gi|495667192|ref|WP_008391771.1|	MULTISPECIES: 6-phosphofructokinase [Clostridiales] 
gi|495667194|ref|WP_008391773.1|	MULTISPECIES: ribonuclease BN [Clostridiales] 
gi|495667195|ref|WP_008391774.1|	MULTISPECIES: transcription antiterminator LicT [Clostridiales] 
gi|495667198|ref|WP_008391777.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667201|ref|WP_008391780.1|	MULTISPECIES: PTS mannose transporter subunit IIAB [Clostridiales] 
gi|495667203|ref|WP_008391782.1|	MULTISPECIES: PTS alpha-glucoside transporter subunit IIBC [Clostridiales] 
gi|495667204|ref|WP_008391783.1|	PTS mannose transporter subunit IID [Clostridium sp. SS2/1] 
gi|495667205|ref|WP_008391784.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667206|ref|WP_008391785.1|	mannose-6-phosphate isomerase [Clostridium sp. SS2/1] 
gi|495667207|ref|WP_008391786.1|	PTS glucose transporter subunit IIA [Clostridium sp. SS2/1] 
gi|495667208|ref|WP_008391787.1|	membrane protein [Clostridium sp. SS2/1] 
gi|495667209|ref|WP_008391788.1|	MULTISPECIES: phenylalanyl-tRNA synthase subunit alpha [Clostridiales] 
gi|495667210|ref|WP_008391789.1|	MULTISPECIES: phenylalanyl-tRNA synthetase subunit beta [Clostridiales] 
gi|495667211|ref|WP_008391790.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667212|ref|WP_008391791.1|	MULTISPECIES: DNA-binding protein [Clostridiales] 
gi|495667213|ref|WP_008391792.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667215|ref|WP_008391794.1|	MULTISPECIES: sodium-dependent tryptophan transporter [Clostridiales] 
gi|495667217|ref|WP_008391796.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667220|ref|WP_008391799.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667222|ref|WP_008391801.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667223|ref|WP_008391802.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667225|ref|WP_008391804.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667229|ref|WP_008391808.1|	hypothetical protein partial [Clostridium sp. SS2/1] 
gi|495667230|ref|WP_008391809.1|	MULTISPECIES: multidrug transporter MatE [Clostridiales] 
gi|495667231|ref|WP_008391810.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667232|ref|WP_008391811.1|	MULTISPECIES: 2-hydroxyglutaryl-CoA dehydratase [Clostridiales] 
gi|495667233|ref|WP_008391812.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667234|ref|WP_008391813.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667235|ref|WP_008391814.1|	homocysteine methyltransferase [Clostridium sp. SS2/1] 
gi|495667238|ref|WP_008391817.1|	diguanylate cyclase [Clostridium sp. SS2/1] 
gi|495667240|ref|WP_008391819.1|	MULTISPECIES: diguanylate phosphodiesterase [Clostridiales] 
gi|495667242|ref|WP_008391821.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667244|ref|WP_008391823.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667246|ref|WP_008391825.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667248|ref|WP_008391827.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667250|ref|WP_008391829.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667251|ref|WP_008391830.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667252|ref|WP_008391831.1|	MULTISPECIES: MarR family transcriptional regulator [Firmicutes] 
gi|495667253|ref|WP_008391832.1|	MULTISPECIES: ABC transporter [Clostridiales] 
gi|495667254|ref|WP_008391833.1|	MULTISPECIES: ABC transporter [Clostridiales] 
gi|495667260|ref|WP_008391839.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666132|ref|WP_008390711.1|	hydrolase [Clostridium sp. SS2/1] 
gi|495667262|ref|WP_008391841.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667264|ref|WP_008391843.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667267|ref|WP_008391846.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667268|ref|WP_008391847.1|	biotin biosynthesis protein BioY [Clostridium sp. SS2/1] 
gi|495667270|ref|WP_008391849.1|	MULTISPECIES: serine O-acetyltransferase [Clostridiales] 
gi|495667271|ref|WP_008391850.1|	MULTISPECIES: cysteinyl-tRNA synthetase [Clostridiales] 
gi|495667272|ref|WP_008391851.1|	MULTISPECIES: ribonuclease III [Clostridiales] 
gi|495667273|ref|WP_008391852.1|	MULTISPECIES: RNA methyltransferase [Clostridiales] 
gi|495667274|ref|WP_008391853.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667275|ref|WP_008391854.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667277|ref|WP_008391856.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667279|ref|WP_008391858.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667281|ref|WP_008391860.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667282|ref|WP_008391861.1|	LrgA [Clostridium sp. SS2/1] 
gi|495667283|ref|WP_008391862.1|	hypothetical protein partial [Clostridium sp. SS2/1] 
gi|495667291|ref|WP_008391870.1|	MULTISPECIES: cytidine deaminase [Clostridiales] 
gi|495667293|ref|WP_008391872.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667295|ref|WP_008391874.1|	transposase IS116/IS110/IS902 family [Clostridium sp. SS2/1] 
gi|495667297|ref|WP_008391876.1|	hypothetical protein partial [Clostridium sp. SS2/1] 
gi|495667298|ref|WP_008391877.1|	hypothetical protein partial [Clostridium sp. SS2/1] 
gi|495667299|ref|WP_008391878.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667300|ref|WP_008391879.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667307|ref|WP_008391886.1|	hypothetical protein partial [Clostridium sp. SS2/1] 
gi|495667309|ref|WP_008391888.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667311|ref|WP_008391890.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667315|ref|WP_008391894.1|	MULTISPECIES: CDP-alcohol phosphatidyltransferase [Clostridiales] 
gi|495667316|ref|WP_008391895.1|	MULTISPECIES: phosphatidylserine decarboxylase [Clostridiales] 
gi|495667317|ref|WP_008391896.1|	MULTISPECIES: transporter [Clostridiales] 
gi|495667318|ref|WP_008391897.1|	MULTISPECIES: RNA polymerase subunit sigma-54 [Clostridiales] 
gi|495667319|ref|WP_008391898.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667320|ref|WP_008391899.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667321|ref|WP_008391900.1|	MULTISPECIES: PTS beta-glucoside transporter subunit IIABC [Clostridiales] 
gi|495667322|ref|WP_008391901.1|	MULTISPECIES: aryl-phospho-beta-D-glucosidase [Clostridiales] 
gi|495667324|ref|WP_008391903.1|	MULTISPECIES: pyruvate phosphate dikinase [Clostridiales] 
gi|495667326|ref|WP_008391905.1|	MULTISPECIES: hydrolase [Clostridiales] 
gi|495667328|ref|WP_008391907.1|	MULTISPECIES: phospholipase [Clostridiales] 
gi|495667329|ref|WP_008391908.1|	MULTISPECIES: HAD family hydrolase [Clostridiales] 
gi|495667331|ref|WP_008391910.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667334|ref|WP_008391913.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667336|ref|WP_008391915.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667338|ref|WP_008391917.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667339|ref|WP_008391918.1|	lactate dehydrogenase [Clostridium sp. SS2/1] 
gi|495667340|ref|WP_008391919.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667341|ref|WP_008391920.1|	multidrug transporter MatE [Clostridium sp. SS2/1] 
gi|495667342|ref|WP_008391921.1|	MULTISPECIES: 2-dehydropantoate 2-reductase [Clostridiales] 
gi|495667343|ref|WP_008391922.1|	DNA-binding protein [Clostridium sp. SS2/1] 
gi|495667344|ref|WP_008391923.1|	MULTISPECIES: TetR family transcriptional regulator [Clostridiales] 
gi|495667345|ref|WP_008391924.1|	MULTISPECIES: acetyltransferase [Clostridiales] 
gi|495667346|ref|WP_008391925.1|	MULTISPECIES: ABC transporter [Clostridiales] 
gi|495667347|ref|WP_008391926.1|	MULTISPECIES: ABC transporter [Clostridiales] 
gi|495667348|ref|WP_008391927.1|	MULTISPECIES: TetR family transcriptional regulator [Clostridiales] 
gi|495667350|ref|WP_008391929.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667352|ref|WP_008391931.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667353|ref|WP_008391932.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|495667354|ref|WP_008391933.1|	MULTISPECIES: flavodoxin [Clostridiales] 
gi|495667355|ref|WP_008391934.1|	MULTISPECIES: gamma-carboxymuconolactone decarboxylase [Clostridiales] 
gi|495667356|ref|WP_008391935.1|	2,5-diketo-D-gluconic acid reductase [Clostridium sp. SS2/1] 
gi|495667357|ref|WP_008391936.1|	MULTISPECIES: DNA-binding protein [Clostridiales] 
gi|495667358|ref|WP_008391937.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667359|ref|WP_008391938.1|	MULTISPECIES: transposase [Clostridiales] 
gi|495667360|ref|WP_008391939.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667361|ref|WP_008391940.1|	MULTISPECIES: sodium:proton antiporter [Clostridiales] 
gi|495667363|ref|WP_008391942.1|	MULTISPECIES: uridine/cytidine kinase [Clostridiales] 
gi|495667364|ref|WP_008391943.1|	MULTISPECIES: integrase [Clostridiales] 
gi|495667365|ref|WP_008391944.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667366|ref|WP_008391945.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667367|ref|WP_008391946.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667368|ref|WP_008391947.1|	protein tyrosine phosphatase [Clostridium sp. SS2/1] 
gi|495667369|ref|WP_008391948.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667370|ref|WP_008391949.1|	MULTISPECIES: DNA-binding protein [Clostridiales] 
gi|495667371|ref|WP_008391950.1|	MULTISPECIES: PTS sugar transporter [Clostridiales] 
gi|495667372|ref|WP_008391951.1|	MULTISPECIES: LacI family transcriptional regulator [Clostridiales] 
gi|495667373|ref|WP_008391952.1|	MULTISPECIES: arabinose isomerase [Clostridiales] 
gi|495667374|ref|WP_008391953.1|	MULTISPECIES: ATPase [Clostridiales] 
gi|495667375|ref|WP_008391954.1|	MULTISPECIES: L-ribulose-5-phosphate 4-epimerase [Clostridiales] 
gi|495667376|ref|WP_008391955.1|	MULTISPECIES: aldose 1-epimerase [Clostridiales] 
gi|495667378|ref|WP_008391957.1|	AraC family transcriptional regulator [Clostridium sp. SS2/1] 
gi|495667380|ref|WP_008391959.1|	MULTISPECIES: histidine kinase [Clostridiales] 
gi|495667381|ref|WP_008391960.1|	MULTISPECIES: LacI family transcription regulator [Clostridiales] 
gi|495667382|ref|WP_008391961.1|	MULTISPECIES: sugar ABC transporter ATP-binding protein [Clostridiales] 
gi|495667383|ref|WP_008391962.1|	MULTISPECIES: sugar ABC transporter permease [Clostridiales] 
gi|495667384|ref|WP_008391963.1|	MULTISPECIES: ABC transporter permease [Clostridiales] 
gi|495667385|ref|WP_008391964.1|	MULTISPECIES: fucose isomerase [Clostridiales] 
gi|495667386|ref|WP_008391965.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|495667387|ref|WP_008391966.1|	MULTISPECIES: sugar:sodium symporter [Clostridiales] 
gi|495667388|ref|WP_008391967.1|	MULTISPECIES: galactokinase [Clostridiales] 
gi|495667389|ref|WP_008391968.1|	MULTISPECIES: aldose 1-epimerase [Clostridiales] 
gi|495667390|ref|WP_008391969.1|	MULTISPECIES: galactose-1-phosphate uridylyltransferase [Clostridiales] 
gi|495667391|ref|WP_008391970.1|	MULTISPECIES: UDP-galactose 4-epimerase [Clostridiales] 
gi|495667392|ref|WP_008391971.1|	MULTISPECIES: multidrug ABC transporter ATP-binding protein [Clostridiales] 
gi|495667393|ref|WP_008391972.1|	MULTISPECIES: sugar ABC transporter ATP-binding protein [Clostridiales] 
gi|495667395|ref|WP_008391974.1|	MULTISPECIES: chromate transporter [Clostridiales] 
gi|495667397|ref|WP_008391976.1|	MULTISPECIES: chromate transporter [Clostridiales] 
gi|495667398|ref|WP_008391977.1|	ATP-dependent DNA helicase RecQ [Clostridium sp. SS2/1] 
gi|495667399|ref|WP_008391978.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667400|ref|WP_008391979.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667401|ref|WP_008391980.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667402|ref|WP_008391981.1|	MULTISPECIES: dipicolinate synthase [Clostridiales] 
gi|495667403|ref|WP_008391982.1|	MULTISPECIES: asparagine synthase [Clostridiales] 
gi|495667404|ref|WP_008391983.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|495667405|ref|WP_008391984.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667406|ref|WP_008391985.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667407|ref|WP_008391986.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667408|ref|WP_008391987.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667409|ref|WP_008391988.1|	heat shock protein Hsp90 [Clostridium sp. SS2/1] 
gi|495667410|ref|WP_008391989.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667411|ref|WP_008391990.1|	MULTISPECIES: carbamoyl phosphate synthase [Clostridiales] 
gi|495667412|ref|WP_008391991.1|	MULTISPECIES: carbamoyl phosphate synthase large subunit [Clostridiales] 
gi|495667413|ref|WP_008391992.1|	MULTISPECIES: glutamine synthetase [Clostridiales] 
gi|495667414|ref|WP_008391993.1|	MULTISPECIES: transcription antitermination regulator [Clostridiales] 
gi|495667416|ref|WP_008391995.1|	MULTISPECIES: aspartate aminotransferase [Clostridiales] 
gi|495667418|ref|WP_008391997.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667420|ref|WP_008391999.1|	MULTISPECIES: inosine monophosphate cyclohydrolase [Clostridiales] 
gi|495667422|ref|WP_008392001.1|	MULTISPECIES: 5-aminoimidazole-4-carboxamide ribonucleotide transformylase [Clostridiales] 
gi|495667424|ref|WP_008392003.1|	MULTISPECIES: formate acetyltransferase [Clostridiales] 
gi|495667425|ref|WP_008392004.1|	MULTISPECIES: pyruvate formate lyase-activating protein [Clostridiales] 
gi|495667427|ref|WP_008392006.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667428|ref|WP_008392007.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667430|ref|WP_008392009.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667432|ref|WP_008392011.1|	antibiotic resistance protein VanZ [Clostridium sp. SS2/1] 
gi|495667433|ref|WP_008392012.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666093|ref|WP_008390672.1|	transposase [Clostridium sp. SS2/1] 
gi|495667435|ref|WP_008392014.1|	MULTISPECIES: GTP-binding protein YchF [Clostridiales] 
gi|495667437|ref|WP_008392016.1|	MULTISPECIES: diacylglyceryl transferase [Clostridiales] 
gi|495667438|ref|WP_008392017.1|	cell division protein MraZ [Clostridium sp. SS2/1] 
gi|495667439|ref|WP_008392018.1|	MULTISPECIES: 16S rRNA methyltransferase [Clostridiales] 
gi|495667440|ref|WP_008392019.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667441|ref|WP_008392020.1|	peptidase [Clostridium sp. SS2/1] 
gi|495667442|ref|WP_008392021.1|	MULTISPECIES: peptidoglycan glycosyltransferase [Clostridiales] 
gi|495667443|ref|WP_008392022.1|	MULTISPECIES: phospho-N-acetylmuramoyl-pentapeptide-transferase [Clostridiales] 
gi|495667444|ref|WP_008392023.1|	MULTISPECIES: UDP-N-acetylmuramoylalanine--D-glutamate ligase [Clostridiales] 
gi|495667445|ref|WP_008392024.1|	cell division protein [Clostridium sp. SS2/1] 
gi|495667446|ref|WP_008392025.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667447|ref|WP_008392026.1|	MULTISPECIES: cell division protein FtsZ [Clostridiales] 
gi|495667448|ref|WP_008392027.1|	MULTISPECIES: biotin synthase [Clostridiales] 
gi|495667450|ref|WP_008392029.1|	MULTISPECIES: GTP-binding protein [Clostridiales] 
gi|495667451|ref|WP_008392030.1|	MULTISPECIES: single-stranded DNA-binding protein [Clostridiales] 
gi|495667452|ref|WP_008392031.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667453|ref|WP_008392032.1|	MULTISPECIES: dihydrodipicolinate synthase [Clostridiales] 
gi|495667454|ref|WP_008392033.1|	MULTISPECIES: dihydrodipicolinate reductase [Clostridiales] 
gi|495667455|ref|WP_008392034.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|495667456|ref|WP_008392035.1|	glycerol dehydrogenase [Clostridium sp. SS2/1] 
gi|495667457|ref|WP_008392036.1|	MULTISPECIES: LytTR family transcriptional regulator [Clostridiales] 
gi|495667458|ref|WP_008392037.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667459|ref|WP_008392038.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667461|ref|WP_008392040.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667463|ref|WP_008392042.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667466|ref|WP_008392045.1|	MULTISPECIES: 5-dehydro-2-deoxygluconokinase [Clostridiales] 
gi|495667467|ref|WP_008392046.1|	MULTISPECIES: 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase [Clostridiales] 
gi|495667468|ref|WP_008392047.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667470|ref|WP_008392049.1|	MULTISPECIES: alcohol dehydrogenase [Clostridiales] 
gi|495667471|ref|WP_008392050.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667472|ref|WP_008392051.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667473|ref|WP_008392052.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667474|ref|WP_008392053.1|	MULTISPECIES: deoxyribose-phosphate aldolase [Clostridiales] 
gi|495667475|ref|WP_008392054.1|	MULTISPECIES: oxidoreductase [Clostridiales] 
gi|495667476|ref|WP_008392055.1|	MULTISPECIES: PTS mannitol transporter subunit IIB [Clostridiales] 
gi|495667477|ref|WP_008392056.1|	MULTISPECIES: DeoR family transcriptional regulator [Clostridiales] 
gi|495667478|ref|WP_008392057.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667479|ref|WP_008392058.1|	MULTISPECIES: cupin [Clostridiales] 
gi|495667480|ref|WP_008392059.1|	aminopeptidase [Clostridium sp. SS2/1] 
gi|495667481|ref|WP_008392060.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|495667482|ref|WP_008392061.1|	MULTISPECIES: phosphohydrolase [Clostridiales] 
gi|495667484|ref|WP_008392063.1|	prephenate dehydrogenase [Clostridium sp. SS2/1] 
gi|495667486|ref|WP_008392065.1|	MULTISPECIES: 3-phosphoshikimate 1-carboxyvinyltransferase [Clostridiales] 
gi|495667487|ref|WP_008392066.1|	MULTISPECIES: hydrolase [Clostridiales] 
gi|495667488|ref|WP_008392067.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667489|ref|WP_008392068.1|	PadR family transcriptional regulator [Clostridium sp. SS2/1] 
gi|495667490|ref|WP_008392069.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667491|ref|WP_008392070.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667493|ref|WP_008392072.1|	phage-shock protein [Clostridium sp. SS2/1] 
gi|495667494|ref|WP_008392073.1|	MULTISPECIES: proline:sodium symporter [Clostridiales] 
gi|495667495|ref|WP_008392074.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495667496|ref|WP_008392075.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495667497|ref|WP_008392076.1|	MULTISPECIES: CotJC [Clostridiales] 
