gi|490742429|ref|WP_004604737.1|	hypothetical protein partial [[Clostridium] scindens] 
gi|490743451|ref|WP_004605759.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743452|ref|WP_004605760.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743453|ref|WP_004605761.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743454|ref|WP_004605762.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743455|ref|WP_004605763.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743456|ref|WP_004605764.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743457|ref|WP_004605765.1|	tail protein [[Clostridium] scindens] 
gi|490743458|ref|WP_004605766.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743459|ref|WP_004605767.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743460|ref|WP_004605768.1|	head-tail adaptor protein [[Clostridium] scindens] 
gi|490743461|ref|WP_004605769.1|	AraC family transcriptional regulator [[Clostridium] scindens] 
gi|490743462|ref|WP_004605770.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743463|ref|WP_004605771.1|	capsid protein [[Clostridium] scindens] 
gi|490743464|ref|WP_004605772.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743465|ref|WP_004605773.1|	peptidase [[Clostridium] scindens] 
gi|490743466|ref|WP_004605774.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743467|ref|WP_004605775.1|	terminase [[Clostridium] scindens] 
gi|490743468|ref|WP_004605776.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743469|ref|WP_004605777.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743470|ref|WP_004605778.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743471|ref|WP_004605779.1|	hydrogenase maturation protein HypF [[Clostridium] scindens] 
gi|490743472|ref|WP_004605780.1|	gamma-glutamyl cyclotransferase [[Clostridium] scindens] 
gi|490743473|ref|WP_004605781.1|	alpha-L-fucosidase [[Clostridium] scindens] 
gi|490743474|ref|WP_004605782.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743475|ref|WP_004605783.1|	virulence protein [[Clostridium] scindens] 
gi|490743476|ref|WP_004605784.1|	lactate dehydrogenase [[Clostridium] scindens] 
gi|490743477|ref|WP_004605785.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743478|ref|WP_004605786.1|	terminase [[Clostridium] scindens] 
gi|490743479|ref|WP_004605787.1|	HNH endonuclease [[Clostridium] scindens] 
gi|490743480|ref|WP_004605788.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743481|ref|WP_004605789.1|	DEAD/DEAH box helicase [[Clostridium] scindens] 
gi|490743482|ref|WP_004605790.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743483|ref|WP_004605791.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743484|ref|WP_004605792.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743485|ref|WP_004605793.1|	XRE family transcriptional regulator [[Clostridium] scindens] 
gi|490743486|ref|WP_004605794.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743487|ref|WP_004605795.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743488|ref|WP_004605796.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743490|ref|WP_004605798.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743489|ref|WP_004605797.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743491|ref|WP_004605799.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743492|ref|WP_004605800.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743493|ref|WP_004605801.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743494|ref|WP_004605802.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743495|ref|WP_004605803.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743496|ref|WP_004605804.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743497|ref|WP_004605805.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743498|ref|WP_004605806.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743499|ref|WP_004605807.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743500|ref|WP_004605808.1|	ABC transporter [[Clostridium] scindens] 
gi|490743501|ref|WP_004605809.1|	ABC transporter [[Clostridium] scindens] 
gi|490743502|ref|WP_004605810.1|	MerR family transcriptional regulator [[Clostridium] scindens] 
gi|490743503|ref|WP_004605811.1|	beta-lactamase [[Clostridium] scindens] 
gi|490743504|ref|WP_004605812.1|	MerR family transcriptional regulator [[Clostridium] scindens] 
gi|490743505|ref|WP_004605813.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743506|ref|WP_004605814.1|	resolvase [[Clostridium] scindens] 
gi|490743507|ref|WP_004605815.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743508|ref|WP_004605816.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743509|ref|WP_004605817.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743510|ref|WP_004605818.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743511|ref|WP_004605819.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743512|ref|WP_004605820.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743513|ref|WP_004605821.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743514|ref|WP_004605822.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743515|ref|WP_004605823.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743516|ref|WP_004605824.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743517|ref|WP_004605825.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743518|ref|WP_004605826.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743519|ref|WP_004605827.1|	holin [[Clostridium] scindens] 
gi|490743520|ref|WP_004605828.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743521|ref|WP_004605829.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743522|ref|WP_004605830.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743523|ref|WP_004605831.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743524|ref|WP_004605832.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743525|ref|WP_004605833.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743526|ref|WP_004605834.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743527|ref|WP_004605835.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743528|ref|WP_004605836.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743529|ref|WP_004605837.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743530|ref|WP_004605838.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743531|ref|WP_004605839.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743532|ref|WP_004605840.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743533|ref|WP_004605841.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743534|ref|WP_004605842.1|	coat protein [[Clostridium] scindens] 
gi|490743535|ref|WP_004605843.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743536|ref|WP_004605844.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743537|ref|WP_004605845.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743538|ref|WP_004605846.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743539|ref|WP_004605847.1|	minor head protein [[Clostridium] scindens] 
gi|490743540|ref|WP_004605848.1|	portal protein [[Clostridium] scindens] 
gi|490743541|ref|WP_004605849.1|	terminase [[Clostridium] scindens] 
gi|490743542|ref|WP_004605850.1|	transposase [[Clostridium] scindens] 
gi|490743543|ref|WP_004605851.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743544|ref|WP_004605852.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743545|ref|WP_004605853.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743546|ref|WP_004605854.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743547|ref|WP_004605855.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743548|ref|WP_004605856.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743549|ref|WP_004605857.1|	DNA methyltransferase [[Clostridium] scindens] 
gi|490743550|ref|WP_004605858.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743551|ref|WP_004605859.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743552|ref|WP_004605860.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743553|ref|WP_004605861.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743554|ref|WP_004605862.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743555|ref|WP_004605863.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743556|ref|WP_004605864.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743557|ref|WP_004605865.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743558|ref|WP_004605866.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743559|ref|WP_004605867.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743560|ref|WP_004605868.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743561|ref|WP_004605869.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743562|ref|WP_004605870.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743563|ref|WP_004605871.1|	HD family phosphohydrolase [[Clostridium] scindens] 
gi|490743564|ref|WP_004605872.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743565|ref|WP_004605873.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743566|ref|WP_004605874.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743567|ref|WP_004605875.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743568|ref|WP_004605876.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743569|ref|WP_004605877.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743570|ref|WP_004605878.1|	transcriptional regulator [[Clostridium] scindens] 
gi|490743571|ref|WP_004605879.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743572|ref|WP_004605880.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743573|ref|WP_004605881.1|	MULTISPECIES: dihydrodipicolinate reductase [Lachnospiraceae] 
gi|490743574|ref|WP_004605882.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743575|ref|WP_004605883.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743576|ref|WP_004605884.1|	RNA helicase [[Clostridium] scindens] 
gi|490743577|ref|WP_004605885.1|	membrane protein [[Clostridium] scindens] 
gi|490743578|ref|WP_004605886.1|	membrane protein [[Clostridium] scindens] 
gi|490743579|ref|WP_004605887.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743580|ref|WP_004605888.1|	Crp/Fnr family transcriptional regulator [[Clostridium] scindens] 
gi|490743581|ref|WP_004605889.1|	MerR family transcriptional regulator [[Clostridium] scindens] 
gi|490743582|ref|WP_004605890.1|	thiol-disulfide isomerase [[Clostridium] scindens] 
gi|490743583|ref|WP_004605891.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743584|ref|WP_004605892.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743585|ref|WP_004605893.1|	MULTISPECIES: lysine 2,3-aminomutase [Lachnospiraceae] 
gi|490743586|ref|WP_004605894.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743587|ref|WP_004605895.1|	peptidase S8 [[Clostridium] scindens] 
gi|490743588|ref|WP_004605896.1|	MULTISPECIES: rubrerythrin [Lachnospiraceae] 
gi|490743589|ref|WP_004605897.1|	glycosyl transferase [[Clostridium] scindens] 
gi|490743590|ref|WP_004605898.1|	6-phosphofructokinase [[Clostridium] scindens] 
gi|490743591|ref|WP_004605899.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743592|ref|WP_004605900.1|	pyruvate dikinase [[Clostridium] scindens] 
gi|490743593|ref|WP_004605901.1|	aminotransferase [[Clostridium] scindens] 
gi|490743594|ref|WP_004605902.1|	glutamate dehydrogenase [[Clostridium] scindens] 
gi|490743595|ref|WP_004605903.1|	LysR family transcriptional regulator [[Clostridium] scindens] 
gi|490743596|ref|WP_004605904.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743597|ref|WP_004605905.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743598|ref|WP_004605906.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743599|ref|WP_004605907.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743600|ref|WP_004605908.1|	MULTISPECIES: 6-phosphofructokinase [Clostridiales] 
gi|490743601|ref|WP_004605909.1|	NAD(FAD)-dependent dehydrogenase [[Clostridium] scindens] 
gi|490743602|ref|WP_004605910.1|	MULTISPECIES: oxidoreductase [Lachnospiraceae] 
gi|490743603|ref|WP_004605911.1|	FAD-dependent oxidoreductase [[Clostridium] scindens] 
gi|490743604|ref|WP_004605912.1|	glycerol kinase [[Clostridium] scindens] 
gi|490743605|ref|WP_004605913.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743606|ref|WP_004605914.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743607|ref|WP_004605915.1|	MULTISPECIES: hydrogenase [Lachnospiraceae] 
gi|490743608|ref|WP_004605916.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743609|ref|WP_004605917.1|	cysteine synthase [[Clostridium] scindens] 
gi|490743610|ref|WP_004605918.1|	O-acetylhomoserine aminocarboxypropyltransferase [[Clostridium] scindens] 
gi|490743611|ref|WP_004605919.1|	Rrf2 family transcriptional regulator [[Clostridium] scindens] 
gi|490743612|ref|WP_004605920.1|	MULTISPECIES: Rrf2 family transcriptional regulator [Lachnospiraceae] 
gi|490743613|ref|WP_004605921.1|	cold-shock protein [[Clostridium] scindens] 
gi|490743614|ref|WP_004605922.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743615|ref|WP_004605923.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743616|ref|WP_004605924.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743617|ref|WP_004605925.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743618|ref|WP_004605926.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743619|ref|WP_004605927.1|	MULTISPECIES: phosphorylase [Lachnospiraceae] 
gi|490743620|ref|WP_004605928.1|	TetR family transcriptional regulator [[Clostridium] scindens] 
gi|490743621|ref|WP_004605929.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743622|ref|WP_004605930.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743623|ref|WP_004605931.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743624|ref|WP_004605932.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743625|ref|WP_004605933.1|	GntR family transcriptional regulator [[Clostridium] scindens] 
gi|490743626|ref|WP_004605934.1|	membrane protein [[Clostridium] scindens] 
gi|490743627|ref|WP_004605935.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743628|ref|WP_004605936.1|	FAD-dependent pyridine nucleotide-disulfide oxidoreductase [[Clostridium] scindens] 
gi|490743629|ref|WP_004605937.1|	MULTISPECIES: hydrogenase nickel incorporation protein HypB [Lachnospiraceae] 
gi|490743630|ref|WP_004605938.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743631|ref|WP_004605939.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743156|ref|WP_004605464.1|	MULTISPECIES: transposase [Lachnospiraceae] 
gi|490743632|ref|WP_004605940.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743633|ref|WP_004605941.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743634|ref|WP_004605942.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743635|ref|WP_004605943.1|	5'-nucleotidase [[Clostridium] scindens] 
gi|490743636|ref|WP_004605944.1|	acetolactate synthase [[Clostridium] scindens] 
gi|490743637|ref|WP_004605945.1|	ketol-acid reductoisomerase [[Clostridium] scindens] 
gi|490743638|ref|WP_004605946.1|	MULTISPECIES: orotate phosphoribosyltransferase [Lachnospiraceae] 
gi|490743639|ref|WP_004605947.1|	MULTISPECIES: orotate phosphoribosyltransferase [Lachnospiraceae] 
gi|490743640|ref|WP_004605948.1|	30S ribosomal protein S20 [[Clostridium] scindens] 
gi|490743641|ref|WP_004605949.1|	MULTISPECIES: peptidase [Lachnospiraceae] 
gi|490743642|ref|WP_004605950.1|	stage II sporulation protein P [[Clostridium] scindens] 
gi|490743643|ref|WP_004605951.1|	DNA topoisomerase [[Clostridium] scindens] 
gi|490743644|ref|WP_004605952.1|	DNA topoisomerase [[Clostridium] scindens] 
gi|490743645|ref|WP_004605953.1|	MULTISPECIES: zinc ribbon NADH pyrophosphatase [Lachnospiraceae] 
gi|490743646|ref|WP_004605954.1|	MULTISPECIES: ribosome maturation factor RimP [Clostridiales] 
gi|490743647|ref|WP_004605955.1|	MULTISPECIES: transcription elongation factor NusA [Lachnospiraceae] 
gi|490743648|ref|WP_004605956.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490743649|ref|WP_004605957.1|	MULTISPECIES: 50S ribosomal protein L7ae [Lachnospiraceae] 
gi|490743650|ref|WP_004605958.1|	translation initiation factor IF-2 [[Clostridium] scindens] 
gi|490743651|ref|WP_004605959.1|	MULTISPECIES: ribosome-binding factor A [Lachnospiraceae] 
gi|490743652|ref|WP_004605960.1|	exopolyphosphatase [[Clostridium] scindens] 
gi|490743653|ref|WP_004605961.1|	MULTISPECIES: tRNA pseudouridine synthase B [Lachnospiraceae] 
gi|490743654|ref|WP_004605962.1|	FAD synthetase [[Clostridium] scindens] 
gi|490743655|ref|WP_004605963.1|	Na/Pi cotransporter [[Clostridium] scindens] 
gi|490743656|ref|WP_004605964.1|	30S ribosomal protein S15 [[Clostridium] scindens] 
gi|490743657|ref|WP_004605965.1|	polyribonucleotide nucleotidyltransferase [[Clostridium] scindens] 
gi|490743658|ref|WP_004605966.1|	phosphoesterase [[Clostridium] scindens] 
gi|490743659|ref|WP_004605967.1|	stage III sporulation protein AA [[Clostridium] scindens] 
gi|490743660|ref|WP_004605968.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743661|ref|WP_004605969.1|	MULTISPECIES: stage III sporulation protein AC [Clostridiales] 
gi|490743662|ref|WP_004605970.1|	stage III sporulation protein AD [[Clostridium] scindens] 
gi|490743663|ref|WP_004605971.1|	stage III sporulation protein AF [[Clostridium] scindens] 
gi|490743664|ref|WP_004605972.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743665|ref|WP_004605973.1|	stage III sporulation protein AG [[Clostridium] scindens] 
gi|490743666|ref|WP_004605974.1|	MULTISPECIES: stage III sporulation protein AH [Lachnospiraceae] 
gi|490743667|ref|WP_004605975.1|	MULTISPECIES: peptide chain release factor 3 [Lachnospiraceae] 
gi|490743668|ref|WP_004605976.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743669|ref|WP_004605977.1|	MULTISPECIES: transcription antitermination protein NusB [Lachnospiraceae] 
gi|490743670|ref|WP_004605978.1|	exodeoxyribonuclease VII [[Clostridium] scindens] 
gi|490743671|ref|WP_004605979.1|	MULTISPECIES: exodeoxyribonuclease VII [Lachnospiraceae] 
gi|490743672|ref|WP_004605980.1|	farnesyl-diphosphate synthase [[Clostridium] scindens] 
gi|490743673|ref|WP_004605981.1|	MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase [Lachnospiraceae] 
gi|490743674|ref|WP_004605982.1|	RNA methyltransferase [[Clostridium] scindens] 
gi|490743675|ref|WP_004605983.1|	inorganic polyphosphate/ATP-NAD kinase [[Clostridium] scindens] 
gi|490743676|ref|WP_004605984.1|	MULTISPECIES: arginine repressor ArgR [Clostridiales] 
gi|490743677|ref|WP_004605985.1|	MULTISPECIES: DNA repair protein RecN [Lachnospiraceae] 
gi|490743678|ref|WP_004605986.1|	MULTISPECIES: stage IV sporulation protein B [Lachnospiraceae] 
gi|490743679|ref|WP_004605987.1|	MULTISPECIES: sporulation protein [Lachnospiraceae] 
gi|490743680|ref|WP_004605988.1|	glycogen synthase [[Clostridium] scindens] 
gi|490743681|ref|WP_004605989.1|	5,10-methylenetetrahydrofolate reductase [[Clostridium] scindens] 
gi|490743682|ref|WP_004605990.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743683|ref|WP_004605991.1|	homocysteine methyltransferase [[Clostridium] scindens] 
gi|490743684|ref|WP_004605992.1|	MULTISPECIES: iron hydrogenase [Lachnospiraceae] 
gi|490743685|ref|WP_004605993.1|	alanyl-tRNA synthase [[Clostridium] scindens] 
gi|490743686|ref|WP_004605994.1|	amino acid permease [[Clostridium] scindens] 
gi|490155554|ref|WP_004054229.1|	MULTISPECIES: 30S ribosomal protein S21 [Bacteria] 
gi|490743687|ref|WP_004605995.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490743688|ref|WP_004605996.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743689|ref|WP_004605997.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743690|ref|WP_004605998.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743691|ref|WP_004605999.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743692|ref|WP_004606000.1|	MULTISPECIES: septum formation inhibitor Maf [Lachnospiraceae] 
gi|490743693|ref|WP_004606001.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743694|ref|WP_004606002.1|	MULTISPECIES: aminoacyl-tRNA synthetase [Clostridiales] 
gi|490743695|ref|WP_004606003.1|	MULTISPECIES: isopentenyl-diphosphate delta-isomerase [Lachnospiraceae] 
gi|490743696|ref|WP_004606004.1|	MULTISPECIES: methyltransferase [Lachnospiraceae] 
gi|490743697|ref|WP_004606005.1|	MULTISPECIES: phosphopantetheine adenylyltransferase [Clostridiales] 
gi|490743698|ref|WP_004606006.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743699|ref|WP_004606007.1|	MULTISPECIES: transporter [Lachnospiraceae] 
gi|490743700|ref|WP_004606008.1|	MULTISPECIES: peptidase M20 [Lachnospiraceae] 
gi|490743701|ref|WP_004606009.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743702|ref|WP_004606010.1|	SAM-dependent methyltransferase [[Clostridium] scindens] 
gi|490743703|ref|WP_004606011.1|	RNA pseudouridine synthase [[Clostridium] scindens] 
gi|490743704|ref|WP_004606012.1|	MULTISPECIES: HAD family hydrolase [Lachnospiraceae] 
gi|490743705|ref|WP_004606013.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743706|ref|WP_004606014.1|	MULTISPECIES: short-chain dehydrogenase [Lachnospiraceae] 
gi|490743707|ref|WP_004606015.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743708|ref|WP_004606016.1|	pseudouridine synthase [[Clostridium] scindens] 
gi|490743709|ref|WP_004606017.1|	endonuclease [[Clostridium] scindens] 
gi|490743710|ref|WP_004606018.1|	MULTISPECIES: histidyl-tRNA synthetase [Lachnospiraceae] 
gi|490743711|ref|WP_004606019.1|	MULTISPECIES: ATP phosphoribosyltransferase [Clostridiales] 
gi|490743712|ref|WP_004606020.1|	MULTISPECIES: histidinol dehydrogenase [Lachnospiraceae] 
gi|490743713|ref|WP_004606021.1|	MULTISPECIES: imidazoleglycerol-phosphate dehydratase [Lachnospiraceae] 
gi|490743714|ref|WP_004606022.1|	MULTISPECIES: imidazole glycerol phosphate synthase [Lachnospiraceae] 
gi|490743715|ref|WP_004606023.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743716|ref|WP_004606024.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743717|ref|WP_004606025.1|	sodium:dicarboxylate symporter [[Clostridium] scindens] 
gi|490743718|ref|WP_004606026.1|	Fe-S oxidoreductase [[Clostridium] scindens] 
gi|490743719|ref|WP_004606027.1|	MULTISPECIES: Fe-S oxidoreductase [Lachnospiraceae] 
gi|490743720|ref|WP_004606028.1|	MULTISPECIES: radical SAM protein [Lachnospiraceae] 
gi|490743721|ref|WP_004606029.1|	prolyl-tRNA synthetase [[Clostridium] scindens] 
gi|490743722|ref|WP_004606030.1|	MULTISPECIES: aspartate kinase [Lachnospiraceae] 
gi|490743723|ref|WP_004606031.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490743724|ref|WP_004606032.1|	MULTISPECIES: metal-dependent hydrolase [Lachnospiraceae] 
gi|490743725|ref|WP_004606033.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743726|ref|WP_004606034.1|	MULTISPECIES: 50S ribosomal protein L21 [Clostridiales] 
gi|490743727|ref|WP_004606035.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743728|ref|WP_004606036.1|	MULTISPECIES: 50S ribosomal protein L27 [Clostridiales] 
gi|490743729|ref|WP_004606037.1|	GTPase [[Clostridium] scindens] 
gi|490743730|ref|WP_004606038.1|	RNA-binding protein [[Clostridium] scindens] 
gi|490743731|ref|WP_004606039.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743732|ref|WP_004606040.1|	phosphodiesterase [[Clostridium] scindens] 
gi|490743733|ref|WP_004606041.1|	ribosome-associated protein IOJAP [[Clostridium] scindens] 
gi|490743734|ref|WP_004606042.1|	ArsR family transcriptional regulator [[Clostridium] scindens] 
gi|490743735|ref|WP_004606043.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743736|ref|WP_004606044.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743737|ref|WP_004606045.1|	MULTISPECIES: integrase [Lachnospiraceae] 
gi|490743738|ref|WP_004606046.1|	MULTISPECIES: ABC transporter [Lachnospiraceae] 
gi|490743739|ref|WP_004606047.1|	MULTISPECIES: ABC transporter [Lachnospiraceae] 
gi|490743740|ref|WP_004606048.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743741|ref|WP_004606049.1|	transcriptional regulator [[Clostridium] scindens] 
gi|490743742|ref|WP_004606050.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743743|ref|WP_004606051.1|	ATPase [[Clostridium] scindens] 
gi|490743744|ref|WP_004606052.1|	cytidylate kinase [[Clostridium] scindens] 
gi|490743745|ref|WP_004606053.1|	RNA pseudouridine synthase [[Clostridium] scindens] 
gi|490743746|ref|WP_004606054.1|	MULTISPECIES: peptidase A8 [Lachnospiraceae] 
gi|490743747|ref|WP_004606055.1|	RNA-binding protein [[Clostridium] scindens] 
gi|490743748|ref|WP_004606056.1|	MULTISPECIES: cell division protein SepF [Lachnospiraceae] 
gi|490743749|ref|WP_004606057.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743750|ref|WP_004606058.1|	hypothetical protein [[Clostridium] scindens] 
gi|490743751|ref|WP_004606059.1|	radical SAM protein [[Clostridium] scindens] 
gi|490743752|ref|WP_004606060.1|	membrane protein [[Clostridium] scindens] 
gi|490743753|ref|WP_004606061.1|	D-Ala-D-Ala carboxypeptidase [[Clostridium] scindens] 
gi|490743754|ref|WP_004606062.1|	MULTISPECIES: methylglyoxal synthase [Lachnospiraceae] 
gi|490743755|ref|WP_004606063.1|	MULTISPECIES: rod shape-determining protein RodA [Lachnospiraceae] 
gi|490743756|ref|WP_004606064.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490743757|ref|WP_004606065.1|	MULTISPECIES: septum site-determining protein MinD [Clostridiales] 
gi|490743758|ref|WP_004606066.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490743759|ref|WP_004606067.1|	penicillin-binding protein [[Clostridium] scindens] 
gi|490743760|ref|WP_004606068.1|	MULTISPECIES: rod shape-determining protein MreD [Lachnospiraceae] 
