gi|489629876|ref|WP_003534316.1|	hypothetical protein partial [Erysipelatoclostridium ramosum] 
gi|489631430|ref|WP_003535870.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631436|ref|WP_003535876.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631437|ref|WP_003535877.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631438|ref|WP_003535878.1|	MULTISPECIES: peptide ABC transporter substrate-binding protein [Erysipelotrichaceae] 
gi|489631439|ref|WP_003535879.1|	MULTISPECIES: ABC transporter permease [Firmicutes] 
gi|489631440|ref|WP_003535880.1|	MULTISPECIES: ABC transporter ATP-binding protein [Firmicutes] 
gi|489631443|ref|WP_003535883.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631445|ref|WP_003535885.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631452|ref|WP_003535892.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631456|ref|WP_003535896.1|	capsular polysaccharide biosynthesis protein [Erysipelatoclostridium ramosum] 
gi|489631457|ref|WP_003535897.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631458|ref|WP_003535898.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631459|ref|WP_003535899.1|	UDP-phosphate galactose phosphotransferase [Erysipelatoclostridium ramosum] 
gi|489631460|ref|WP_003535900.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631461|ref|WP_003535901.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631463|ref|WP_003535903.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631464|ref|WP_003535904.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631465|ref|WP_003535905.1|	UDP-glucose dehydrogenase [Erysipelatoclostridium ramosum] 
gi|489631466|ref|WP_003535906.1|	polysaccharide biosynthesis protein [Erysipelatoclostridium ramosum] 
gi|489631467|ref|WP_003535907.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631468|ref|WP_003535908.1|	MULTISPECIES: 2-enoate reductase [Erysipelotrichaceae] 
gi|489631470|ref|WP_003535910.1|	PTS lactose transporter subunit IIC [Erysipelatoclostridium ramosum] 
gi|489631472|ref|WP_003535912.1|	glycoside hydrolase family 4 [Erysipelatoclostridium ramosum] 
gi|489631475|ref|WP_003535915.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631477|ref|WP_003535917.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631479|ref|WP_003535919.1|	MULTISPECIES: acylphosphatase [Firmicutes] 
gi|489631480|ref|WP_003535920.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631482|ref|WP_003535922.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631484|ref|WP_003535924.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631487|ref|WP_003535927.1|	MULTISPECIES: glycosyl transferase [Firmicutes] 
gi|489631488|ref|WP_003535928.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631491|ref|WP_003535931.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631493|ref|WP_003535933.1|	cobalamin biosynthesis protein CbiM [Erysipelatoclostridium ramosum] 
gi|489631495|ref|WP_003535935.1|	MULTISPECIES: cobalt ABC transporter permease [Firmicutes] 
gi|489631497|ref|WP_003535937.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631499|ref|WP_003535939.1|	MULTISPECIES: 1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate carboxylase [Firmicutes] 
gi|489631501|ref|WP_003535941.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631504|ref|WP_003535944.1|	MULTISPECIES: multidrug transporter MatE [Firmicutes] 
gi|489631506|ref|WP_003535946.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631508|ref|WP_003535948.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631510|ref|WP_003535950.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631511|ref|WP_003535951.1|	hydrolase [Erysipelatoclostridium ramosum] 
gi|489631512|ref|WP_003535952.1|	hydrolase [Erysipelatoclostridium ramosum] 
gi|489631513|ref|WP_003535953.1|	2-oxoacid:acceptor oxidoreductase [Erysipelatoclostridium ramosum] 
gi|489631514|ref|WP_003535954.1|	pyruvate synthase [Erysipelatoclostridium ramosum] 
gi|489631515|ref|WP_003535955.1|	MULTISPECIES: beta-lactamase [Erysipelotrichaceae] 
gi|489631516|ref|WP_003535956.1|	DeoR family transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489631517|ref|WP_003535957.1|	MULTISPECIES: pyruvate formate lyase-activating protein [Erysipelotrichaceae] 
gi|489631518|ref|WP_003535958.1|	MULTISPECIES: pyruvate formate-lyase [Erysipelotrichaceae] 
gi|489631519|ref|WP_003535959.1|	fructose-bisphosphate aldolase [Erysipelatoclostridium ramosum] 
gi|489631521|ref|WP_003535961.1|	MULTISPECIES: peroxiredoxin [Firmicutes] 
gi|489631523|ref|WP_003535963.1|	phage-shock protein [Erysipelatoclostridium ramosum] 
gi|489631525|ref|WP_003535965.1|	MULTISPECIES: hydrolase [Erysipelotrichaceae] 
gi|489631528|ref|WP_003535968.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631530|ref|WP_003535970.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631532|ref|WP_003535972.1|	MULTISPECIES: hisitidine kinase [Firmicutes] 
gi|489631533|ref|WP_003535973.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631535|ref|WP_003535975.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631538|ref|WP_003535978.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631540|ref|WP_003535980.1|	MULTISPECIES: cyclase [Firmicutes] 
gi|489631542|ref|WP_003535982.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|489631544|ref|WP_003535984.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631546|ref|WP_003535986.1|	MULTISPECIES: ROK family transcriptional regulator [Erysipelotrichaceae] 
gi|489631548|ref|WP_003535988.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631550|ref|WP_003535990.1|	glycosyl transferase family 1 [Erysipelatoclostridium ramosum] 
gi|489631552|ref|WP_003535992.1|	diguanylate cyclase [Erysipelatoclostridium ramosum] 
gi|489631555|ref|WP_003535995.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631556|ref|WP_003535996.1|	6-phospho-alpha-glucosidase [Erysipelatoclostridium ramosum] 
gi|489631557|ref|WP_003535997.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|489631558|ref|WP_003535998.1|	transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489631559|ref|WP_003535999.1|	MULTISPECIES: PTS glucose transporter subunit IIB [Firmicutes] 
gi|489631560|ref|WP_003536000.1|	MULTISPECIES: ribulose-phosphate 3-epimerase [Firmicutes] 
gi|489631561|ref|WP_003536001.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631562|ref|WP_003536002.1|	PTS glucose transporter subunit IIA [Erysipelatoclostridium ramosum] 
gi|489631563|ref|WP_003536003.1|	MULTISPECIES: ribose 5-phosphate isomerase [Erysipelotrichaceae] 
gi|489631564|ref|WP_003536004.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631565|ref|WP_003536005.1|	MULTISPECIES: PTS alpha-glucoside transporter subunit IIBC [Firmicutes] 
gi|489631567|ref|WP_003536007.1|	6-phospho-alpha-glucosidase [Erysipelatoclostridium ramosum] 
gi|489631581|ref|WP_003536021.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631583|ref|WP_003536023.1|	PTS glucose transporter subunit IIA [Erysipelatoclostridium ramosum] 
gi|489631585|ref|WP_003536025.1|	MULTISPECIES: multidrug transporter MatE [Firmicutes] 
gi|489631587|ref|WP_003536027.1|	MULTISPECIES: molecular chaperone GroES [Firmicutes] 
gi|489631589|ref|WP_003536029.1|	MULTISPECIES: molecular chaperone GroEL [Firmicutes] 
gi|489631597|ref|WP_003536037.1|	NAD synthetase [Erysipelatoclostridium ramosum] 
gi|489631599|ref|WP_003536039.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631601|ref|WP_003536041.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631603|ref|WP_003536043.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631605|ref|WP_003536045.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631607|ref|WP_003536047.1|	membrane protein [Erysipelatoclostridium ramosum] 
gi|489631609|ref|WP_003536049.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631619|ref|WP_003536059.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631620|ref|WP_003536060.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631621|ref|WP_003536061.1|	PTS cellbiose transporter [Erysipelatoclostridium ramosum] 
gi|489631622|ref|WP_003536062.1|	MULTISPECIES: shikimate 5-dehydrogenase [Firmicutes] 
gi|489631623|ref|WP_003536063.1|	nucleoside-triphosphate diphosphatase [Erysipelatoclostridium ramosum] 
gi|489631624|ref|WP_003536064.1|	MULTISPECIES: RNA methyltransferase [Firmicutes] 
gi|489631625|ref|WP_003536065.1|	MULTISPECIES: membrane protein [Erysipelotrichaceae] 
gi|489631626|ref|WP_003536066.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631627|ref|WP_003536067.1|	MULTISPECIES: rubrerythrin [Firmicutes] 
gi|489631628|ref|WP_003536068.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631629|ref|WP_003536069.1|	HAD family hydrolase [Erysipelatoclostridium ramosum] 
gi|489631630|ref|WP_003536070.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631631|ref|WP_003536071.1|	GTP-binding protein [Erysipelatoclostridium ramosum] 
gi|489631632|ref|WP_003536072.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631633|ref|WP_003536073.1|	MULTISPECIES: ornithine carbamoyltransferase [Erysipelotrichaceae] 
gi|489631634|ref|WP_003536074.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631635|ref|WP_003536075.1|	serine/threonine protein kinase [Erysipelatoclostridium ramosum] 
gi|489631636|ref|WP_003536076.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631637|ref|WP_003536077.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631638|ref|WP_003536078.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631639|ref|WP_003536079.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631640|ref|WP_003536080.1|	histidine kinase [Erysipelatoclostridium ramosum] 
gi|489631641|ref|WP_003536081.1|	MULTISPECIES: PhoB family transcriptional regulator [Firmicutes] 
gi|489631642|ref|WP_003536082.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631643|ref|WP_003536083.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631644|ref|WP_003536084.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631645|ref|WP_003536085.1|	MULTISPECIES: argininosuccinate lyase [Erysipelotrichaceae] 
gi|489631646|ref|WP_003536086.1|	MULTISPECIES: argininosuccinate synthase [Erysipelotrichaceae] 
gi|489631647|ref|WP_003536087.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631648|ref|WP_003536088.1|	MULTISPECIES: ABC transporter [Firmicutes] 
gi|489631649|ref|WP_003536089.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631650|ref|WP_003536090.1|	MULTISPECIES: N-acetyl-gamma-glutamyl-phosphate reductase [Firmicutes] 
gi|489631651|ref|WP_003536091.1|	ornithine acetyltransferase [Erysipelatoclostridium ramosum] 
gi|489631652|ref|WP_003536092.1|	MULTISPECIES: acetylglutamate kinase [Firmicutes] 
gi|489631653|ref|WP_003536093.1|	MULTISPECIES: phosphoesterase [Erysipelotrichaceae] 
gi|489631654|ref|WP_003536094.1|	MULTISPECIES: beta-lactamase [Firmicutes] 
gi|489631655|ref|WP_003536095.1|	MULTISPECIES: dihydroxyacetone kinase [Firmicutes] 
gi|489631656|ref|WP_003536096.1|	MULTISPECIES: transcriptional regulator [Erysipelotrichaceae] 
gi|489631657|ref|WP_003536097.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631658|ref|WP_003536098.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631659|ref|WP_003536099.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631660|ref|WP_003536100.1|	MULTISPECIES: thioredoxin [Erysipelotrichaceae] 
gi|489631661|ref|WP_003536101.1|	DNA mismatch repair protein MutT [Erysipelatoclostridium ramosum] 
gi|489631662|ref|WP_003536102.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631663|ref|WP_003536103.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631664|ref|WP_003536104.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631665|ref|WP_003536105.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631666|ref|WP_003536106.1|	MULTISPECIES: hydrolase [Erysipelotrichaceae] 
gi|489631667|ref|WP_003536107.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631668|ref|WP_003536108.1|	MULTISPECIES: glucanase [Firmicutes] 
gi|489631669|ref|WP_003536109.1|	hydrolase [Erysipelatoclostridium ramosum] 
gi|489631670|ref|WP_003536110.1|	MULTISPECIES: GntR family transcriptional regulator [Erysipelotrichaceae] 
gi|489631671|ref|WP_003536111.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631672|ref|WP_003536112.1|	PTS trehalose transporter subunit IIBC [Erysipelatoclostridium ramosum] 
gi|489631673|ref|WP_003536113.1|	trehalose-6-phosphate hydrolase [Erysipelatoclostridium ramosum] 
gi|489631674|ref|WP_003536114.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631675|ref|WP_003536115.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631676|ref|WP_003536116.1|	N-terminal cleavage protein [Erysipelatoclostridium ramosum] 
gi|489631677|ref|WP_003536117.1|	peptidase [Erysipelatoclostridium ramosum] 
gi|489631678|ref|WP_003536118.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631679|ref|WP_003536119.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631680|ref|WP_003536120.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631681|ref|WP_003536121.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631682|ref|WP_003536122.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631683|ref|WP_003536123.1|	MULTISPECIES: N-terminal cleavage protein [Erysipelotrichaceae] 
gi|489631684|ref|WP_003536124.1|	MULTISPECIES: N-terminal cleavage protein [Erysipelotrichaceae] 
gi|489631685|ref|WP_003536125.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631686|ref|WP_003536126.1|	MULTISPECIES: twitching motility protein pilT [Firmicutes] 
gi|489631687|ref|WP_003536127.1|	MULTISPECIES: N-terminal cleavage protein [Erysipelotrichaceae] 
gi|489631688|ref|WP_003536128.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631689|ref|WP_003536129.1|	MULTISPECIES: esterase [Erysipelotrichaceae] 
gi|489631690|ref|WP_003536130.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631691|ref|WP_003536131.1|	MULTISPECIES: 6-phospho-beta-glucosidase [Erysipelotrichaceae] 
gi|489631692|ref|WP_003536132.1|	hydrolase [Erysipelatoclostridium ramosum] 
gi|489631693|ref|WP_003536133.1|	hydrolase [Erysipelatoclostridium ramosum] 
gi|489631694|ref|WP_003536134.1|	phosphohydrolase [Erysipelatoclostridium ramosum] 
gi|489631695|ref|WP_003536135.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631696|ref|WP_003536136.1|	MULTISPECIES: 6-phospho-beta-glucosidase [Firmicutes] 
gi|489631697|ref|WP_003536137.1|	MULTISPECIES: membrane protein [Firmicutes] 
gi|489631698|ref|WP_003536138.1|	FAD-dependent oxidoreductase [Erysipelatoclostridium ramosum] 
gi|489631699|ref|WP_003536139.1|	MULTISPECIES: FAD-dependent pyridine nucleotide-disulfide oxidoreductase [Erysipelotrichaceae] 
gi|489631700|ref|WP_003536140.1|	NAD(FAD)-dependent dehydrogenase [Erysipelatoclostridium ramosum] 
gi|489631701|ref|WP_003536141.1|	MULTISPECIES: glycerol kinase [Firmicutes] 
gi|489631702|ref|WP_003536142.1|	MULTISPECIES: NADH oxidase [Erysipelotrichaceae] 
gi|489631721|ref|WP_003536161.1|	MULTISPECIES: resolvase [Firmicutes] 
gi|489631723|ref|WP_003536163.1|	Rrf2 family transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489631724|ref|WP_003536164.1|	MULTISPECIES: cell wall anchor protein [Firmicutes] 
gi|489631725|ref|WP_003536165.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631726|ref|WP_003536166.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631727|ref|WP_003536167.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631728|ref|WP_003536168.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631730|ref|WP_003536170.1|	MULTISPECIES: aspartate kinase [Firmicutes] 
gi|489631732|ref|WP_003536172.1|	6-phospho-beta-glucosidase [Erysipelatoclostridium ramosum] 
gi|489631733|ref|WP_003536173.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631734|ref|WP_003536174.1|	MULTISPECIES: LacI family transcriptional regulator [Firmicutes] 
gi|489631735|ref|WP_003536175.1|	MULTISPECIES: PTS sucrose transporter subunit IIBC [Firmicutes] 
gi|489631737|ref|WP_003536177.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631739|ref|WP_003536179.1|	MULTISPECIES: ribose ABC transporter substrate-binding protein [Firmicutes] 
gi|489631741|ref|WP_003536181.1|	histidine kinase [Erysipelatoclostridium ramosum] 
gi|489631743|ref|WP_003536183.1|	MULTISPECIES: LuxR family transcriptional regulator [Firmicutes] 
gi|489631744|ref|WP_003536184.1|	MULTISPECIES: sugar ABC transporter substrate-binding protein [Firmicutes] 
gi|489631745|ref|WP_003536185.1|	PTS fructose transporter subunit IIA [Erysipelatoclostridium ramosum] 
gi|489631746|ref|WP_003536186.1|	MULTISPECIES: PTS fructose transporter subunit IIB [Firmicutes] 
gi|489631747|ref|WP_003536187.1|	MULTISPECIES: PTS sorbose transporter subunit IIC [Firmicutes] 
gi|489631749|ref|WP_003536189.1|	MULTISPECIES: PTS fructose transporter subunit IID [Firmicutes] 
gi|489631751|ref|WP_003536191.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631753|ref|WP_003536193.1|	MULTISPECIES: ATP-binding protein [Erysipelotrichaceae] 
gi|489631759|ref|WP_003536199.1|	ABC transporter ATP-binding protein [Erysipelatoclostridium ramosum] 
gi|489631761|ref|WP_003536201.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631762|ref|WP_003536202.1|	diguanylate cyclase [Erysipelatoclostridium ramosum] 
gi|489631763|ref|WP_003536203.1|	MULTISPECIES: XRE family transcriptional regulator [Firmicutes] 
gi|489631764|ref|WP_003536204.1|	MULTISPECIES: histidine kinase [Erysipelotrichaceae] 
gi|489631765|ref|WP_003536205.1|	MULTISPECIES: multidrug ABC transporter ATP-binding protein [Firmicutes] 
gi|489631766|ref|WP_003536206.1|	MULTISPECIES: ABC transporter [Erysipelotrichaceae] 
gi|489631767|ref|WP_003536207.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631768|ref|WP_003536208.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631769|ref|WP_003536209.1|	MULTISPECIES: GTP-binding protein [Erysipelotrichaceae] 
gi|489631771|ref|WP_003536211.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631773|ref|WP_003536213.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631775|ref|WP_003536215.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631777|ref|WP_003536217.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631780|ref|WP_003536220.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631782|ref|WP_003536222.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631784|ref|WP_003536224.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631786|ref|WP_003536226.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631788|ref|WP_003536228.1|	AraC family transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489631789|ref|WP_003536229.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631792|ref|WP_003536232.1|	MULTISPECIES: ABC transporter permease [Firmicutes] 
gi|489631794|ref|WP_003536234.1|	MULTISPECIES: ABC transporter [Firmicutes] 
gi|489631796|ref|WP_003536236.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631798|ref|WP_003536238.1|	MULTISPECIES: sugar ABC transporter ATP-binding protein [Erysipelotrichaceae] 
gi|489631800|ref|WP_003536240.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631802|ref|WP_003536242.1|	MULTISPECIES: nucleotidyltransferase [Firmicutes] 
gi|489631804|ref|WP_003536244.1|	mucin desulfatase [Erysipelatoclostridium ramosum] 
gi|489631806|ref|WP_003536246.1|	MULTISPECIES: phosphocarrier protein HPr [Firmicutes] 
gi|489631807|ref|WP_003536247.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631808|ref|WP_003536248.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631809|ref|WP_003536249.1|	MULTISPECIES: phosphoglucomutase [Firmicutes] 
gi|489631810|ref|WP_003536250.1|	PTS cellobiose transporter subunit IIC [Erysipelatoclostridium ramosum] 
gi|489631811|ref|WP_003536251.1|	beta-galactosidase [Erysipelatoclostridium ramosum] 
gi|489631812|ref|WP_003536252.1|	transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489631813|ref|WP_003536253.1|	MULTISPECIES: 1,4-alpha-glucan branching protein [Firmicutes] 
gi|489631817|ref|WP_003536257.1|	MULTISPECIES: glycogen phosphorylase [Erysipelotrichaceae] 
gi|489631818|ref|WP_003536258.1|	pullulanase [Erysipelatoclostridium ramosum] 
gi|489631819|ref|WP_003536259.1|	MULTISPECIES: peptidyl-tRNA hydrolase [Firmicutes] 
gi|489631820|ref|WP_003536260.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631822|ref|WP_003536262.1|	transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489631824|ref|WP_003536264.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631827|ref|WP_003536267.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631829|ref|WP_003536269.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631831|ref|WP_003536271.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631832|ref|WP_003536272.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631834|ref|WP_003536274.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631836|ref|WP_003536276.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|489631837|ref|WP_003536277.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631838|ref|WP_003536278.1|	MULTISPECIES: PTS sugar transporter subunit IIBC [Firmicutes] 
gi|489631839|ref|WP_003536279.1|	MULTISPECIES: FAD-dependent oxidoreductase [Erysipelotrichaceae] 
gi|489631841|ref|WP_003536281.1|	MULTISPECIES: chloride channel protein [Firmicutes] 
gi|489631844|ref|WP_003536284.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631846|ref|WP_003536286.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631848|ref|WP_003536288.1|	MULTISPECIES: RNA helicase [Erysipelotrichaceae] 
gi|489631851|ref|WP_003536291.1|	MULTISPECIES: cold-shock protein [Firmicutes] 
gi|489631855|ref|WP_003536295.1|	MULTISPECIES: preprotein translocase subunit SecA [Firmicutes] 
gi|489631856|ref|WP_003536296.1|	MULTISPECIES: peptide chain release factor 2 [Firmicutes] 
gi|489631857|ref|WP_003536297.1|	MULTISPECIES: membrane protein [Erysipelotrichaceae] 
gi|489631858|ref|WP_003536298.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631859|ref|WP_003536299.1|	MULTISPECIES: cell division protein FtsE [Firmicutes] 
gi|489631861|ref|WP_003536301.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631863|ref|WP_003536303.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631865|ref|WP_003536305.1|	transglutaminase [Erysipelatoclostridium ramosum] 
gi|489631867|ref|WP_003536307.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631869|ref|WP_003536309.1|	MULTISPECIES: multidrug ABC transporter ATP-binding protein [Firmicutes] 
gi|489631871|ref|WP_003536311.1|	MULTISPECIES: multidrug transporter [Firmicutes] 
gi|489631873|ref|WP_003536313.1|	dihydrodipicolinate reductase [Erysipelatoclostridium ramosum] 
gi|489631875|ref|WP_003536315.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|489631877|ref|WP_003536317.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631879|ref|WP_003536319.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489631881|ref|WP_003536321.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489631883|ref|WP_003536323.1|	CotJC [Erysipelatoclostridium ramosum] 
gi|489631891|ref|WP_003536331.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631898|ref|WP_003536338.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489631900|ref|WP_003536340.1|	MULTISPECIES: heme ABC transporter ATP-binding protein [Firmicutes] 
gi|489631902|ref|WP_003536342.1|	MULTISPECIES: nitroreductase [Firmicutes] 
gi|489631904|ref|WP_003536344.1|	MULTISPECIES: MarR family transcriptional regulator [Firmicutes] 
gi|489631906|ref|WP_003536346.1|	MULTISPECIES: ABC transporter [Erysipelotrichaceae] 
gi|489631908|ref|WP_003536348.1|	MULTISPECIES: ABC transporter [Firmicutes] 
gi|489631911|ref|WP_003536351.1|	MULTISPECIES: anaerobic ribonucleoside-triphosphate reductase [Firmicutes] 
gi|489631913|ref|WP_003536353.1|	MULTISPECIES: hydrolase [Erysipelotrichaceae] 
gi|489631915|ref|WP_003536355.1|	diaminopimelate epimerase [Erysipelatoclostridium ramosum] 
gi|489631918|ref|WP_003536358.1|	MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase [Erysipelotrichaceae] 
gi|489631920|ref|WP_003536360.1|	amidohydrolase [Erysipelatoclostridium ramosum] 
