WP_000456787.1	MULTISPECIES: methyltransferase [Terrabacteria group] 
WP_006572150.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572151.1	ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572152.1	ABC transporter permease [Pseudoflavonifractor capillosus] 
WP_006572153.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572154.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572156.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572157.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572158.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572160.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572162.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572163.1	glycosyl transferase [Pseudoflavonifractor capillosus] 
WP_006572164.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572165.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572169.1	recombinase [Pseudoflavonifractor capillosus] 
WP_006572170.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572172.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572174.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572175.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572180.1	TetR family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572182.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572183.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572184.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572185.1	ABC transporter permease [Pseudoflavonifractor capillosus] 
WP_006572192.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572193.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572196.1	ABC transporter [Pseudoflavonifractor capillosus] 
WP_006572197.1	ABC transporter [Pseudoflavonifractor capillosus] 
WP_006572198.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572199.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572200.1	magnesium chelatase [Pseudoflavonifractor capillosus] 
WP_006572202.1	ribosome maturation factor [Pseudoflavonifractor capillosus] 
WP_006572203.1	transcription termination/antitermination protein NusA [Pseudoflavonifractor capillosus] 
WP_006572204.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572205.1	50S ribosomal protein L7ae [Pseudoflavonifractor capillosus] 
WP_006572206.1	translation initiation factor IF-2 [Pseudoflavonifractor capillosus] 
WP_006572208.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572209.1	ribosome-binding factor A [Pseudoflavonifractor capillosus] 
WP_006572210.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572211.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572212.1	riboflavin biosynthesis protein RibF [Pseudoflavonifractor capillosus] 
WP_006572213.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572216.1	cyclic nucleotide-binding protein [Pseudoflavonifractor capillosus] 
WP_006572217.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572218.1	ABC transporter permease [Pseudoflavonifractor capillosus] 
WP_006572219.1	ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572221.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572222.1	ABC transporter permease [Pseudoflavonifractor capillosus] 
WP_006572223.1	peptide ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572225.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572227.1	peptidase M23 [Pseudoflavonifractor capillosus] 
WP_006572228.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572231.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572232.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572233.1	stage V sporulation protein T [Pseudoflavonifractor capillosus] 
WP_006572235.1	translation initiation factor 2 [Pseudoflavonifractor capillosus] 
WP_006572237.1	spore cortex-lytic enzyme [Pseudoflavonifractor capillosus] 
WP_006572240.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572241.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572244.1	alanine--tRNA ligase [Pseudoflavonifractor capillosus] 
WP_006572245.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572246.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572247.1	ABC transporter [Pseudoflavonifractor capillosus] 
WP_006572248.1	ABC transporter [Pseudoflavonifractor capillosus] 
WP_006572250.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572251.1	peptidase T [Pseudoflavonifractor capillosus] 
WP_006572252.1	alpha/beta hydrolase [Pseudoflavonifractor capillosus] 
WP_006572254.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572255.1	membrane protein [Pseudoflavonifractor capillosus] 
WP_006572257.1	DNA polymerase IV [Pseudoflavonifractor capillosus] 
WP_006572259.1	4Fe-4S ferredoxin [Pseudoflavonifractor capillosus] 
WP_006572260.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572261.1	DNA polymerase III subunit gamma and tau [Pseudoflavonifractor capillosus] 
WP_006572264.1	recombinase [Pseudoflavonifractor capillosus] 
WP_006572265.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572266.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572268.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572271.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572272.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572273.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572275.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572276.1	HxlR family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572277.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572278.1	FMN reductase [Pseudoflavonifractor capillosus] 
WP_006572280.1	radical SAM mobile pair protein A [Pseudoflavonifractor capillosus] 
WP_006572281.1	flavoprotein [Pseudoflavonifractor capillosus] 
WP_006572282.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572284.1	transferase [Pseudoflavonifractor capillosus] 
WP_006572285.1	patatin family protein [Pseudoflavonifractor capillosus] 
WP_006572286.1	Rrf2 family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572287.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572291.1	AraC family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572293.1	flavodoxin [Pseudoflavonifractor capillosus] 
WP_006572297.1	flavodoxin [Pseudoflavonifractor capillosus] 
WP_006572304.1	translation initiation factor 2 [Pseudoflavonifractor capillosus] 
WP_006572307.1	sortase [Pseudoflavonifractor capillosus] 
WP_006572310.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572311.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572312.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572313.1	synapsin-1 (Synapsin I) [Pseudoflavonifractor capillosus] 
WP_006572315.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572316.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572318.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572319.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572320.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572321.1	gamma-glutamylcyclotransferase [Pseudoflavonifractor capillosus] 
WP_006572322.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572323.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572324.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572325.1	methionine adenosyltransferase [Pseudoflavonifractor capillosus] 
WP_006572326.1	phosphoadenosine phosphosulfate reductase [Pseudoflavonifractor capillosus] 
WP_006572328.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572329.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572330.1	DNA methyltransferase [Pseudoflavonifractor capillosus] 
WP_006572332.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572333.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572336.1	CopG family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572337.1	relaxase [Pseudoflavonifractor capillosus] 
WP_006572338.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572341.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572342.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572343.1	prevent-host-death protein [Pseudoflavonifractor capillosus] 
WP_006572344.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572346.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572347.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572348.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572350.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572351.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572352.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572354.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572355.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572356.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572357.1	cytochrome D ubiquinol oxidase subunit II [Pseudoflavonifractor capillosus] 
WP_006572358.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572359.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572360.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572361.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572362.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572363.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572364.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572365.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572366.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572367.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572368.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572369.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572370.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572372.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572374.1	oxidoreductase [Pseudoflavonifractor capillosus] 
WP_006572376.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572377.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572382.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572383.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572384.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572387.1	WYL domain-containing protein [Pseudoflavonifractor capillosus] 
WP_006572391.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572392.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572395.1	serine recombinase [Pseudoflavonifractor capillosus] 
WP_006572396.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572397.1	serine recombinase [Pseudoflavonifractor capillosus] 
WP_006572398.1	metallophosphatase [Pseudoflavonifractor capillosus] 
WP_006572399.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572409.1	prevent-host-death protein [Pseudoflavonifractor capillosus] 
WP_006572412.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572419.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572420.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572421.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572422.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572423.1	cytochrome D ubiquinol oxidase subunit II [Pseudoflavonifractor capillosus] 
WP_006572425.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572426.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572427.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572428.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572429.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572431.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572432.1	oxidoreductase [Pseudoflavonifractor capillosus] 
WP_006572433.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572434.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572436.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572437.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572438.1	RNA 2'-phosphotransferase [Pseudoflavonifractor capillosus] 
WP_006572440.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572441.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572447.1	helicase UvrD [Pseudoflavonifractor capillosus] 
WP_006572448.1	multidrug ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572450.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572451.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572452.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572454.1	glycoside hydrolase [Pseudoflavonifractor capillosus] 
WP_006572456.1	50S ribosomal protein L19 [Pseudoflavonifractor capillosus] 
WP_006572457.1	ribosome biogenesis GTPase YlqF [Pseudoflavonifractor capillosus] 
WP_006572459.1	ribonuclease HII [Pseudoflavonifractor capillosus] 
WP_006572460.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572461.1	peptidase [Pseudoflavonifractor capillosus] 
WP_006572462.1	threonine synthase [Pseudoflavonifractor capillosus] 
WP_006572463.1	ser/threonine protein phosphatase [Pseudoflavonifractor capillosus] 
WP_006572464.1	trigger factor [Pseudoflavonifractor capillosus] 
WP_006572465.1	ATP-dependent Clp protease proteolytic subunit [Pseudoflavonifractor capillosus] 
WP_006572466.1	ATP-dependent Clp protease ATP-binding subunit ClpX [Pseudoflavonifractor capillosus] 
WP_006572468.1	YihA family ribosome biogenesis GTP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572469.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572471.1	peptidase M50 [Pseudoflavonifractor capillosus] 
WP_006572473.1	SMC-Scp complex subunit ScpB [Pseudoflavonifractor capillosus] 
WP_006572474.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572475.1	sporulation protein YtfJ [Pseudoflavonifractor capillosus] 
WP_006572477.1	RNA pseudouridine synthase [Pseudoflavonifractor capillosus] 
WP_006572480.1	cytidylate kinase [Pseudoflavonifractor capillosus] 
WP_006572481.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572482.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Pseudoflavonifractor capillosus] 
WP_006572483.1	CarD family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572487.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572488.1	cysteine desulfurase [Pseudoflavonifractor capillosus] 
WP_006572490.1	TIGR00159 family protein [Pseudoflavonifractor capillosus] 
WP_006572491.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572493.1	molecular chaperone DnaJ [Pseudoflavonifractor capillosus] 
WP_006572494.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572496.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572497.1	guanylate kinase [Pseudoflavonifractor capillosus] 
WP_006572498.1	DNA-directed RNA polymerase subunit omega [Pseudoflavonifractor capillosus] 
WP_006572501.1	methionyl-tRNA formyltransferase [Pseudoflavonifractor capillosus] 
WP_006572502.1	16S rRNA (cytosine(967)-C(5))-methyltransferase [Pseudoflavonifractor capillosus] 
WP_006572503.1	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN [Pseudoflavonifractor capillosus] 
WP_006572504.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572506.1	kinase [Pseudoflavonifractor capillosus] 
WP_006572507.1	ribosome small subunit-dependent GTPase A [Pseudoflavonifractor capillosus] 
WP_006572509.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572510.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572512.1	carboxynorspermidine decarboxylase [Pseudoflavonifractor capillosus] 
WP_006572513.1	saccharopine dehydrogenase [Pseudoflavonifractor capillosus] 
WP_006572514.1	agmatinase [Pseudoflavonifractor capillosus] 
WP_006572515.1	spermidine synthase [Pseudoflavonifractor capillosus] 
WP_006572517.1	S-adenosylmethionine decarboxylase [Pseudoflavonifractor capillosus] 
WP_006572520.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572521.1	recombinase [Pseudoflavonifractor capillosus] 
WP_006572523.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572524.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572525.1	DNA repair protein RadA [Pseudoflavonifractor capillosus] 
WP_006572527.1	tyrosine recombinase XerC [Pseudoflavonifractor capillosus] 
WP_006572530.1	6-phosphofructokinase [Pseudoflavonifractor capillosus] 
WP_006572531.1	6-phosphofructokinase [Pseudoflavonifractor capillosus] 
WP_006572532.1	adenylosuccinate lyase [Pseudoflavonifractor capillosus] 
WP_006572533.1	aspartate aminotransferase [Pseudoflavonifractor capillosus] 
WP_006572536.1	GNAT family acetyltransferase [Pseudoflavonifractor capillosus] 
WP_006572537.1	3-isopropylmalate dehydrogenase [Pseudoflavonifractor capillosus] 
WP_006572538.1	3-isopropylmalate dehydratase small subunit [Pseudoflavonifractor capillosus] 
WP_006572539.1	3-isopropylmalate dehydratase large subunit [Pseudoflavonifractor capillosus] 
WP_006572540.1	cyclic nucleotide-binding protein [Pseudoflavonifractor capillosus] 
WP_006572542.1	peptidoglycan-binding protein LysM [Pseudoflavonifractor capillosus] 
WP_006572544.1	DNA ligase (NAD(+)) LigA [Pseudoflavonifractor capillosus] 
WP_006572545.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572546.1	sporulation protein YunB [Pseudoflavonifractor capillosus] 
WP_006572547.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572548.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572550.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572551.1	UDP-N-acetylmuramoylalanine--D-glutamate ligase [Pseudoflavonifractor capillosus] 
WP_006572554.1	AI-2E family transporter [Pseudoflavonifractor capillosus] 
WP_006572555.1	tyrosine--tRNA ligase [Pseudoflavonifractor capillosus] 
WP_006572560.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572561.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572563.1	1-deoxy-D-xylulose-5-phosphate synthase [Pseudoflavonifractor capillosus] 
WP_006572564.1	acid phosphatase [Pseudoflavonifractor capillosus] 
WP_006572566.1	exodeoxyribonuclease VII small subunit [Pseudoflavonifractor capillosus] 
WP_006572567.1	exodeoxyribonuclease VII large subunit [Pseudoflavonifractor capillosus] 
WP_006572570.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572571.1	stage III sporulation protein AH [Pseudoflavonifractor capillosus] 
WP_006572573.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572574.1	stage III sporulation protein AE [Pseudoflavonifractor capillosus] 
WP_006572575.1	stage III sporulation protein AD [Pseudoflavonifractor capillosus] 
WP_006572576.1	stage III sporulation protein AC [Pseudoflavonifractor capillosus] 
WP_006572577.1	stage III sporulation protein AB [Pseudoflavonifractor capillosus] 
WP_006572579.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572582.1	disulfide oxidoreductase [Pseudoflavonifractor capillosus] 
WP_006572583.1	zinc-binding protein [Pseudoflavonifractor capillosus] 
WP_006572585.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572586.1	phosphoglucosamine mutase [Pseudoflavonifractor capillosus] 
WP_006572588.1	Holliday junction ATP-dependent DNA helicase RuvA [Pseudoflavonifractor capillosus] 
WP_006572591.1	site-specific tyrosine recombinase XerD [Pseudoflavonifractor capillosus] 
WP_006572592.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572595.1	thioether cross-link-forming SCIFF peptide maturase [Pseudoflavonifractor capillosus] 
WP_006572596.1	six-cysteine peptide SCIFF [Pseudoflavonifractor capillosus] 
WP_006572597.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572600.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572602.1	tRNA guanosine(34) transglycosylase Tgt [Pseudoflavonifractor capillosus] 
WP_006572603.1	DNA-binding response regulator [Pseudoflavonifractor capillosus] 
WP_006572604.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572605.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572606.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572607.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572611.1	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Pseudoflavonifractor capillosus] 
WP_006572612.1	sporulation protein SpoIID [Pseudoflavonifractor capillosus] 
WP_006572616.1	4-hydroxy-tetrahydrodipicolinate synthase [Pseudoflavonifractor capillosus] 
WP_006572617.1	4-hydroxy-tetrahydrodipicolinate reductase [Pseudoflavonifractor capillosus] 
WP_006572618.1	50S ribosomal protein L28 [Pseudoflavonifractor capillosus] 
WP_006572619.1	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase [Pseudoflavonifractor capillosus] 
WP_006572620.1	prolipoprotein diacylglyceryl transferase [Pseudoflavonifractor capillosus] 
WP_006572621.1	peptidase M16 [Pseudoflavonifractor capillosus] 
WP_006572623.1	peptidase M16 [Pseudoflavonifractor capillosus] 
WP_006572625.1	DNA-binding protein [Pseudoflavonifractor capillosus] 
WP_006572626.1	signal recognition particle protein [Pseudoflavonifractor capillosus] 
WP_006572629.1	16S rRNA processing protein RimM [Pseudoflavonifractor capillosus] 
WP_006572630.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD [Pseudoflavonifractor capillosus] 
WP_006572631.1	dihydroxyacetone kinase [Pseudoflavonifractor capillosus] 
WP_006572632.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572634.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572638.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572639.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572641.1	ATPase [Pseudoflavonifractor capillosus] 
WP_006572642.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572644.1	acetate kinase [Pseudoflavonifractor capillosus] 
WP_006572645.1	nucleotidyltransferase [Pseudoflavonifractor capillosus] 
WP_006572646.1	serine hydroxymethyltransferase [Pseudoflavonifractor capillosus] 
WP_006572647.1	endonuclease III [Pseudoflavonifractor capillosus] 
WP_006572648.1	sporulation sigma factor SigE [Pseudoflavonifractor capillosus] 
WP_006572649.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572650.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572652.1	glycerol-3-phosphate dehydrogenase [Pseudoflavonifractor capillosus] 
WP_006572653.1	acyl-phosphate glycerol 3-phosphate acyltransferase [Pseudoflavonifractor capillosus] 
WP_006572654.1	ribosome biogenesis GTPase Der [Pseudoflavonifractor capillosus] 
WP_006572656.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572658.1	pseudouridine synthase [Pseudoflavonifractor capillosus] 
WP_006572660.1	spermidine/putrescine ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572661.1	ABC transporter permease [Pseudoflavonifractor capillosus] 
WP_006572662.1	putrescine aminotransferase [Pseudoflavonifractor capillosus] 
WP_006572665.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572666.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572668.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase [Pseudoflavonifractor capillosus] 
WP_006572670.1	peptidase M23 [Pseudoflavonifractor capillosus] 
WP_006572676.1	conjugal transfer protein [Pseudoflavonifractor capillosus] 
WP_006572677.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572681.1	ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572682.1	TetR family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572684.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572685.1	ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572686.1	multidrug ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572688.1	O-methyltransferase [Pseudoflavonifractor capillosus] 
WP_006572693.1	SAM-dependent methyltransferase [Pseudoflavonifractor capillosus] 
WP_006572694.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572695.1	membrane protein [Pseudoflavonifractor capillosus] 
WP_006572696.1	cobalt transporter [Pseudoflavonifractor capillosus] 
WP_006572697.1	ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572698.1	AraC family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572699.1	ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572700.1	multidrug ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572701.1	AraC family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572702.1	membrane protein [Pseudoflavonifractor capillosus] 
WP_006572703.1	cobalt transporter [Pseudoflavonifractor capillosus] 
WP_006572704.1	ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572705.1	AraC family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572707.1	ABC transporter [Pseudoflavonifractor capillosus] 
WP_006572710.1	AraC family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572712.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572713.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572714.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572715.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572717.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572718.1	iron ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572721.1	membrane protein [Pseudoflavonifractor capillosus] 
WP_006572723.1	cobalt transporter [Pseudoflavonifractor capillosus] 
WP_006572724.1	ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006572726.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572727.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572730.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006572732.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572734.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572735.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572737.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572738.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572739.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572740.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572741.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006572744.1	DNA-directed RNA polymerase sigma-70 factor [Pseudoflavonifractor capillosus] 
